ID,描述
124,Bayar
125,Tidak bisa ganti nama disini
126,Selamat! Nama ingame mu telah berhasil diganti menjadi:
127,Pengantian nama gagal. Periksa kembali jaringanmu dan coba lagi
128,Item yg dibeli akan tersimpan digudang
129,Ketuk item di simpan untuk menariknya ke dalam Ransel. Pecahan gunung telah dipindahkan ke gudang pecahan gunung. #cfa7a0fTap untuk melihat.#n
130,Alat ini hanya bisa dibuka dan digunakan oleh tuan rumah
131,Pembelian berhasil. Klik gudang untuk check.
132,Pengambilan item berhasil. silakan check di tas
133,Batas poin pertualang :
134,"Anda telah diminta keluar dari permainan, silakan ubah permainan (0)"
135,Jaringan terputus. Owner room telah menutup room.
136,Room telah ditutup
137,Tidak dapat masuk. Map rusak atau gagal di-download. Harap backup sebelum dibagikan.
138,Lv aktif :
139,Buka achievement :
140,Info
141,Avatar
142,Pakai
143,Unlock
144,Masukan UID kreator
145,UID
146,Koneksi error. Periksa ulang jaringan dan coba lagi
147,Pilih karegori
148,Normal
149,Good
150,Excellent
151,Tuan rumah sedang offline atau beristirahat...
152,"Maaf, harap Refresh daftar Map dan coba lagi."
153,Nama
154,Pemain
155,Tipe
156,Deskripsi
157,Update sekarang
158,"Versi terlalu lama, upgrade sekarang"
159,Share dulu peta agar dapat di download ulang
160,Peta ini perlu di download ulang. Download sekarang?
161,Koneksi error. Upload/download gagal. Periksa kembali jaringan internet dan coba lagi.
162,Tidak ada map yg difollow. Lihat map temanmu sekarang
163,Data pada peta akan berpindah saat pemain memasuki game. Harap tunggu..
164,Terakhir masuk room
165,Kamu curang! Hukuman yang diterima akan sangat berat!
166,Judul
167,Tag
168,Tipe
169,Intro
170,Publik
171,Pribadi
172,Deskripsikan peta sekeren mungkin agar lebih banyak pemain yang mendownload\n (max 60 huruf)
173,Update sharing
174,Follow
175,Masukan UID
176,Sharing ku
177,Kembali
178,Ini peta yang menyenangkan!
179,Silakan beri rating jika kamu suka peta ini
180,OK
181,Nama tidak boleh kosong
182,Kemampuan menunggang
183,Waktu menetas
184,Sampul map
185,Ambil
186,Pakai
187,Upgrade
188,Belum ada peta yang kamu share
189,Tidak ada map yang di-share
190,Ranking default
191,HOT
192,Rating
193,Populer
194,Terbaru
195,Ranking
196,Aktif
197,Percepat
198,Panen
199,Teman yang membantu:
200,Tanaman#c0aba1d tumbuh dengan baik#n
201,Tanaman#cffda0a kekurangan air#n
202,Tanaman#cff3d2b sedang layu#n
203,Dapat mendapatkan:
204,Countdown:
205,(Percepat)
206,Aktifkan pertumbuhan
207,Kunjungi kebun teman
208,Papan skor
209,Teman
210,Fans
211,Foto Profil
212,Nama
213,Kekalahan
214,Teman
215,Tunggangan
216,(Preview)
217,Tunggu utk bangkit
218,"Perhatikan hal berikut saat mengganti akun:#r1. Share dan backup petamu agar tidak terjadi hal-hal yang tidak diinginkan. #r2. Jika terdapat peringatan tentang password yang error, silakan coba login kembali atau hubungi admin kami"
219,"Koneksi error, room telah ditutup"
220,Semua pemain akan dikeluarkan saat room ditutup
221,Semua pemain akan dikeluarkan jika tuan rumah keluar
222,Mulai : 3
223,Mulai : 2
224,Mulai : 1
225,Go!
226,Oke
227,Reset
228,News
229,@self menyerang @other dgn sangat keras
230,Pukulan @self ke @other sangat tepat
231,@self membawa @other ke poin kebangkitan secara  baik-baik
232,@self mengeluarkan double combo!
233,@self mengeluarkan triple combo!
234,@self sangat kuat!
235,@self tak bisa dihentikan!
236,@self mendominasi pertandingan!
237,@self membimbing team jd semakin hebat
238,@self gila banget! Siapa yg bisa hentikan dia?
239,"@self memang keren, tiada tanding!"
240,"@self sudah kelewat batas, hentikan dia!"
241,Update versi
242,Tidak ada berita!!
243,@self mengakhiri triple combo @other
244,@self mengakhiri kekuatan @other
245,@self mengakhiri unstoppable state @other
246,@self mengakhiri gelar pemenang @other
247,@self mengakhiri perjalanan @other utk punya skil dewa
248,@self mengakhiri kegilaan @other
249,@self mengakhiri state dewa @other
250,@self mengakhiri tindakan melewati dewa @other
251,Tungganganmu sudah bisa melahirkan sekarang!
252,Tunggangan cilik akan lahir @num hari lagi (Dlm waktu game)
253,Tidak dapat duduk distatus ini
254,Terlalu jauh utk duduk
255,Pedagang kaki lima
256,Pendatang baru
257,Selamat datang! Ada yang bisa dibantu?
258,Pergi
259,Sisa :
260,Habis
261,Pedagang kaki lima
262,Pedagang sudah pergi
263,Formula
264,Hallo.. Cari apa?
265,@Null@
266,Top Up gagal. Silakan coba lagi nanti.
267,"Versi terlalu rendah, upgrade utk lihat lebih banyak skin"
268,"Item belum di unlock, tidak bisa dipakai"
269,"Memori kotak penyimpanan tak cukup, arsip tak bisa disimpan. Hapus beberapa & coba lagi"
270,Menang
271,Gagal
272,Draw
273,Kode tukar
274,Kode tukar hadiah
275,Tukar
276,Cek hadiahmu dengan membuka Toko
277,klik Gudang
278,@Null@
279,Masukkan kode tukar
280,@Null@
281,Masukan kode tukar
282,Koneksi error. Periksa kembali dan coba lagi.
283,Kode tukar sudah pernah digunakan
284,Kode tukar salah
285,Selamat! Hadiah telah diaktifkan
286,Koneksi tidak stabil/salah platform/sudah pernah ambil hadiah serupa
287,Long-press
288,Klik tanah untuk meletakkan meja tukang!
289,Map Saya
290,Online
291,Umum
292,Bangunan
293,Mesin
294,Ransel
295,Alat
296,Tanaman
297,Lainnya
298,Balok
299,Edit
300,"#cfa7a0fKayu#n tidak cukup, memotong pohon untuk mendapatkan kayu."
301,"Pilih icon #cfa7a0fMeja Tukang#n, lalu klik tombol #cfa7a0fCraft#n dibagian kanan."
302,"Kekurangan bahan untuk membuat #cfa7a0f beliung #n, silakan menebang pohon untuk mendapatkan #cfa7a0f kayu #n"
303,"Pilih kayu #cfa7a0f #n, klik tombol buat pada bagian kanan"
304,Selamat datang di Mini World. Ayo #cfa7a0fmulai petualangan pertamamu#n. #cfa7a0fKetuk atau klik#n layar untuk mulai
305,"#cfa7a0fGeser ke kanan, kiri, atas atau bawah pada layar#n"
306,#cfa7a0fGeser#n atau gerakan mouse untuk #cfa7a0fbergerak#n. Coba untuk berjalan lurus.
307,"#cfa7a0fTekan blok lebih lama#n (tanda panah),untuk #cfa7a0fmenghancurkan blok#n"
308,Bagus! Semua blok dapat  didapatkan dan dihancurkan. Klik #cfa7a0f untuk ambil\n hadiah
309,"Ikuti panah untuk menemukan pohon, lalu# cfa7a0ftekan lama#n di blok pohon (yang ditunjukkan) untuk mendapatkan #cfa7a0fKayu#n."
310,Bagus! Memotong pohon dengan kapak bisa mendapatkan #cfa7a0fKayu#n dengan lebih cepat.
311,Buka #cfa7a0fRansel#n sekarang dan menggunakan #cfa7a0fPapan Kayu #nuntuk membuat #cfa7a0fMeja Tukang#n.
312,Klik #cfa7a0f utk buat icon #n
313,"#cfa7a0fMeja Tukang#n, bisa membuat banyak alat tingkat tinggi. Cocok untuk perjalanan dan petualangan."
314,Tempatkan #cfa7a0fMeja Tukang #nyang baru dibuat di #cfa7a0fQuick Bar#n lalu memilihnya.
315,Klik tanah untuk menempatkan #cfa7a0fMeja Tukang#n.
316,#cfa7a0fKlik#n untuk membuka meja tukang (yang ditunjukkan)
317,"Pembuatan item berhasil, pakai kayu #cfa7a0f #n utk membuka batu mineral"
318,"Klik #cfa7a0fMie#n(tempatkan pada quick bar), akan muncul #cfa7a0fTombol ""Pakai""#n."
319,"#cfa7a0fTekan lama tombol ""pakai""#n di bagian kanan untuk makan mie."
320,#cfa7a0f tombol item #n akan muncul saat kamu sudah memilih item di shortcut bar
321,Ayo coba pakai #cfa7a0f helm yg baru kamu dapat. Buka tas.
322,Klik karakter #cfa7a0f #n tag
323,Klik #cfa7a0f helm #n
324,Muncul deskripsi dan properti #cfa7a0fhelm#n ， klik #cfa7a0ftombol peralatan
325,Mantap! Gampang kan? Ayo kalahkan #cfa7a0fmonster #n! Klik #cfa7a0f bagian pojok kiri atas #n utk tutup
326,"Awas! Ada monster datang! Geser kekanan dan kiri #cfa7a0f #n, lawan monster #cfa7a0f klik monster #n utk menyerang"
327,"Selamat! Tutorial newbie sudah selesai #n. Masih banyak hal menarik lainnya, yuk berpetualang!"
328,Nama:
329,Misi: #cfa7a0fMengenal kontrol dasar#n
330,Tugas saat ini: Memotong pohon untuk mendapatkan #cfa7a0fKayu#n.
331,Tugas saat ini: Membuat #cfa7a0fMeja Tukang#n.
332,Misi : Buat #cfa7a0f#n beliung kayu
333,Tugas saat ini: Makan #cfa7a0fMie#n.
334,Misi : Kalahkan monster #cfa7a0f #n
335,Peta ini telah diperbarui. Silahkan download versi terbaru.
336,@Null@
337,@Null@
338,@Null@
339,Perbaikan sistem! Tidak dapat berbagi peta sementara.
340,Butuh beberapa pemain lagi untuk memulai permainan
341,@Null@
342,Kebun belum mencapai level 2. Upload map hanya tersedia untuk pribadi.
343,Akun dibuat kurang dari 7 hari. Upload map hanya tersedia untuk pribadi.
344,peta hanya terlihat oleh Anda. tidak dapat dibagi.
345,penulis belum membuka izin men-download dan tidak dapat men-download
346,@Null@
347,@Null@
348,@Null@
349,Facebook
350,Aktif
351,Nama
352,Kreator
353,Gagal login-beberapa sistem tak bisa dipakai
354,"Sedang update, harap menunggu"
355,@Null@
356,@Null@
357,Tidak dapat masuk lintas platform
358,Simbol di nama ini tidak sesuai aturan
359,UID :
360,Jam :
361,Versi :
362,Gratis
363,(Mekar)
364,(1 buah)
365,(10 buah)
366,Kamu sudah berada dikebunnya
367,@Null@
368,Panggil Tunggangan
369,Hadiah telah diterima
370,Buka lagi
371,Buka 10x lagi
372,Mini Bean
373,EXP
374,Skill:
375,Efek:
376,Jumlah kurang. Dapatkan di kebun.
377,Jumlah kurang. Dapatkan di kebun.
378,Formula Pengolahan
379,Asal :
380,Proses
381,OK
382,Belum waktunya utk dapat tunggangan cilik
383,Beli Kembang Api gratis#c1b9e1e Mini Bean#n
384,"Tanamannya kosong, silakan coba lihat kebun teman yang lain"
385,"Mini beans kurang, beli dulu yuk!"
386,Server sibuk. Silakan restart ulang game ini\
387,Jual Semua
388,Tukar 1
389,Terbuka
390,Anda dapat membukanya di halaman taman-My Garden-Garden Fruit-Handbook. Pecahan dapat diperoleh dari acara atau Buah Kebun.
391,Tidak bisa melahirkan tunggangan cilik disini
392,Kamu dapat tunggangan cilik!
393,Berhasil menyirami. Kamu dapat @1 EXP dan @2 Mini Bean
394,Berhasil membasmi cacing. Kamu dapat @1 EXP dan @2 Mini Bean
395,Rumah
396,Tambahkan beberapa teman
397,Silakan klik tombol tunggangan pada bagian kiri peta
398,Tanamanmu merasa lebih segar sekarang
399,Klik untuk melihat peraturan Kebun
400,Mini Bean
401,Buah:
402,Siram:
403,Kamu hanya bisa dapat bonus saat kamu pertama kali menanam
404,Sign in dan bantu temanmu menyiram tanaman dan buat tanaman lebih cepat mekar dan lebih mudah mendapatkan mini beans. Bonus perdana #c0aaa1a mini beans *200 #n
405,Tunggu tanamanmu utk mekar. Pakai Mini Beans mempercepat proses pemekaran.
406,"Kunjungi kebun sesering mungkin, siram tanaman agar lebih cepat mekar. Bantu teman menyiram juga bisa dapat mini beans dan exp"
407,OK
408,Shard
409,Bonus hari ini telah habis
410,Alat ini kurang bagus
411,Rumah dikunci. Minta ijin ke tuan rumah dulu gih!
412,Akses
413,Bebas
414,Tamu
415,Dapat merusak dan meletakkan blok\n (hak dpt diatur)
416,Tidak dapat merusak dan meletakkan blok \n  (hak dpt diatur)
417,Koleksi
418,Survival
419,Kreasi
420,Tanding
421,Sirkuit
422,Puzzle
423,Parkour
424,Ukuran map:
425,Download :
426,Versi terlalu rendah. Silakan upgrade.
427,General
428,OK
429,Skip
430,Lanjut
431,Lanjut ke game
432,Aktifkan
433,Coba lagi
434,Lanjut download
435,Beli
436,Aktif
437,Poin
438,Bonus login
439,Bisa masukan kode worldterrain
440,Komentar berhasil dikirim
441,"Pertahanan : @1 , kurangi cedera yang didapat @2%"
442,Tidak tersedia
443,Tidak dapat dibuka pada saat yang sama
444,[Jumlah poin pertahanan akan dipengaruhi oleh tingkat daya tahan saat ini]
445,[Cedera fisik termasuk serangan dekat/jauh dan ledakan]
446,Yakin untuk mengeluarkan #c0aaa1a@1#n dari room?
447,Keluarkan?
448,Gagal
449,Bangkit: #cffda0a@1#n detik
450,Tampilkan status
451,Tuan rumah melarang item ini
452,Bintang telah berhasil ditukar
453,Koin kurang. Beli @2 koin dengan $@1?
454,US$
455,Mini koin
456,Koin tidak cukup
457,US$
458,Pembelian berhasil. Periksa kembang api dan mini beans di gudangmu
459,Punya :
460,Tukar
461,Berpetualang di alam bebas
462,Berimajinasi sesukamu
463,Setting Lanjutan
464,Hm.. berpetualang memang sedikit berbahaya...
465,Unknown
466,Kamu masih perlu #c0aaa1a bintang @1#n. Yakin pakai #cfa7a0f koin @2#n utk menambahkan jumlah bintang?
467,Pakai?
468,Tambah?
469,Bintangmu kurang
470,Bangkit
471,Drop alat yg kamu bawa dan kembali ke titik bangkit
472,Kembali
473,#c5aea0a 1☆Bangkit kembali dititik bangkit tdk menyebabkan item hilang#n
474,Simpan item
475,Item primer
476,Item sekunder
477,Gabungan
478,Hiasan ini akan mengubah properti menjadi Lv @1
479,Level
480,"Lebih dari 5 properti, klik hiasan utk pilih"
481,Terdapat masalah pada properti ini
482,Pilih
483,Properti
484,Hanya bisa pilih properti setelah digabung. Silakan pilih :
485,Silakan pilih :
486,Silakan pilih @1 properti
487,Dapat @1 @2
488,@Null@
489,"Letakkan item diatasnya, item akan otomatis dileburkan"
490,Ambil item yg sudah dileburkan
491,Selamat! Tutorial newbie selesai.
492,Ambil
493,New
494,Lv tertinggi
495,Tidak dapat ambil 10x berturut-turut tanpa buah emas
496,Bintang Api
497,Monumen Dragon Scale
498,Batalkan favorit
499,Berhasil ditambahkan ke favorit
500,@1 telah dikeluarkan dari room
501,Keluarkan dari room
502,Kali
503,Bisa di upgrade
504,Peta ini telah kamu download
505,Masukan UID temanmu
506,Gagal terhubung ke room server
507,Klik tombol di sisi kanan untuk menghapus arsip
508,Downloading :
509,Menunggu
510,Jeda download
511,Login terakhir
512,Tidak pernah
513,Kemarin
514,hari yg lalu
515,Share peta ini telah dibatalkan
516,login
517,Tulis catatan utk peta
518,Jelajah dunia
519,Buat kreasi
520,Masuk
521,Unfollow
522,Peta yg di share ke teman
523,Share peta ini untuk dapat
524,Default
525,Akun ini tidak tersedia
526,Akun ini telah di blokir
527,Nama ini sudah ada
528,No. versi
529,Kreasi
530,Bertahan:
531,Waktu:
532,Tanda:
533,Ketinggian:
534,Top Up sedang diproses
535,Ambil
536,(Penuh)
537,(Sold Out)
538,Dijual
539,Tukar
540,Pembelian berhasil. Silakan refresh.
541,Item ini telah sold out atau habis. Silakan refesh.
542,Sukses
543,Tukar
544,Kamu tidak mempunyai item yang cukup utk ditukar
545,Pembelian berhasil
546,Item sudah direfresh. Silakan pilih
547,Refresh
548,Pakai
549,Rak item
550,Perlu
551,Pelacakan tugas
552,@1 berhasil diperbaiki!
553,Letakkan item yg ingin diperbaiki
554,Letakkan alat utk diperbaiki
555,Bintangmu kurang
556,Tidak perlu perbaiki
557,Ketahanan :
558,Jam
559,Detik
560,Waktu pendinginan telur
561,Tungganganmu sedang tidur. Panggil dia setelah @1 detik
562,@Null@
563,Kamu tidak mempunyai peta apapun. Buat peta dulu untuk membuat room.
564,Kamu belum menyimpan peta apapun di favorit
565,Sampai batas max. Silakan refresh.
566,Room penuh
567,Password salah
568,Room telah ditutup
569,Tidak ada room lain
570,Internet :
571,Versi terbaru :
572,Versi pemain dan versi room ini tidak sesuai
573,Sambungan gagal
574,Masukan UID tuan rumah
575,Klik utk memulai kreasi
576,Tidak ada room
577,Hasil pencarian
578,Lainnya
579,Pilih peta
580,Tambahkan tag
581,Password room
582,Masukan ID room
583,Gagal buat karakter. Periksa kembali jaringan internetmu.
584,Dasar
585,Kontrol
586,Lanjutan
587,Dasar
588,Kontrol
589,Performa
590,Nama
591,Kecerahan
592,Hide UI
593,Mode tenang
594,Musik
595,Efek Suara
596,Volume
597,Sensitivitas
598,Berlawanan atas-bawah
599,Mode kidal
600,Crosshair
601,Lompat Otomatis
602,Getar
603,More games
604,Top up berhasil
605,Butuh #c0aaa1a@2×@3 utk mendapatkan tunggangan @1. Kamu juga bisa pakai #cfa7a0f koin #n utk lanjut.
606,Masih butuh :
607,Kamu bisa pakai :
608,Lengkapi :
609,Kurang
610,Beli koin?
611,Permanen
612,Sisa waktu: #cfa7a0f@1#n hari #cfa7a0f@2#n jam #cfa7a0f@3#n menit
613,Top up gagal. Periksa kembali jaringan dan coba lagi
614,Batalkan
615,@1 berhasil dipakai
616,Skill
617,Upgrade skill
618,Aktifkan skill
619,Skill upgrade
620,Dipakai
621,Butuh #c0aaa1a@1×@2#n utk aktifkan skil ini. Kamu juga bisa pakai #cfa7a0f koin utk lanjut.
622,Butuh #c0aaa1a@1×@2#n utk upgrade skil ini. Kamu juga bisa pakai #cfa7a0f utk lanjut.
623,Masih butuh :
624,Sisa waktu: #cfa7a0f@1#n hari #cfa7a0f@2#n jam #cfa7a0f@3#n menit
625,Butuh #c0aaa1a@1×@2#n utk buka karakter ini. Kamu juga bisa pakai #cfa7a0f koin utk lanjut.
626,Diskon
627,Pembelian berhasil
628,Yakin mau ambil #cfa7a0f@1#n dan simpan di tas?
629,@Null@
630,Selamat! @1 telah terbuka
631,"Koneksi error, top up gagal"
632,Tunggangan baru terbuka:
633,Upgrade tunggangan :
634,(Permanen)
635,Masa pakai @1 bertambah 2 hari lagi
636,@Null@
637,Telah aktif
638,Unlock
639,Beli
640,Tempatkan
641,Simpan
642,Ambil
643,Lepas
644,Nama default
645,Shard tidak cukup
646,Lihat detail di toko
647,Tersimpan di tas
648,misi selesai!
649,Dapat alat!
650,Pungut @1×@2
651,Pindahkan @1个@2
652,Buang @1×@2
653,Bonus:
654,Feedback
655,Feedback
656,Masukkan feedback kamu di sini. Untuk feedback lainnya harap mengirim email ke: miniwantech@gmail.com
657,@Null@
658,Nomor telepon:
659,无
660,(Masukkan nomor telepon)
661,Kirim
662,Limit feedback hari ini habis
663,Masukkan feedback sebelum mengirimnya
664,Berhasil dikirim
665,Terlalu banyak pemain mengirimkan feedback. Coba lagi nanti.
666,(Terkunci)
667,Unlock
668,Tukar
669,Tukar
670,Butuh #c0aaa1a@1×@2#n utk buka item ini. Kamu juga bisa pakai #cfa7a0f@3#n utk lanjut.
671,Pengambilan berhasil
672,Peraturan
673,Mode permainan
674,Peta -
675,Aturan peta
676,Default
677,Panjang
678,Ukuran: (1 balok panjang = 16 balok)
679,Lebar
680,Unlimited
681,Lahan
682,Default
683,Datar
684,Pulau
685,Buat peta
686,Jenis:
687,Rumput
688,Gurun
689,Hutan
690,Kutub
691,Lautan
692,Tebing
693,Hutan Pinus
694,Alam Bebas
695,Monster:
696,Binatang
697,Monster
698,Lahan ini tidak bisa digunakan disini
699,Masukan code
700,Tuan rumah #cfa7a0f mengeluarkan #n@1#cfa7a0f dari room #n
701,#cfa7a0f dikeluarkan dari room#n
702,Butuh lebih banyak @ItemName
703,Items tidak cukup
704,Mode kreasi
705,Aturan Dasar
706,Pulih\nDefault
707,Simpan
708,Waktu
709,Gagal
710,Masukkan angka
711,Tim
712,Skor
713,Team merah
714,Team biru
715,Team hijau
716,Team ungu
717,Team kuning
718,Team oranye
719,Percobaan
720,Edit Peta
721,Top up gagal. Coba cara lain.
722,Sedang diproses. Mohon tunggu.
723,Bantuan
724,Silakan check jaringan internet atau saldo pulsamu dan coba lagi
725,Harap update ke versi baru
726,"Jika temui kendala pada top up, silakan hubungi admin official kami di https://www.facebook.com/miniworldcreataid/ 

Berikan UID dan screenshot pembelian yang berupa email dari Google agar dapat diperiksa dengan cepat.

Terima kasih."
727,Top up gagal. Periksa kembali jaringan dan coba lagi
728,Punyaku:
729,Jumlah pemain sudah cukup. Mulai sekarang
730,Rawa
731,Share utk dapat mini beans
732,Cara untuk mendapatkan Mini Beans ：
733,"1. Share link specialmu\n 2.Saat temanmu klik link tersebut, kamu akan dapat 20 mini beans\n 3.Mini beans dapat diambil 5 x perhari, 20 x perminggu."
734,Tersedia sekarang
735,Minggu ini :
736,Copy link
737,Ambil bonus
738,Link spesial ku:
739,Telah disalin ke clipboard!
740,Pilih mininal 1 lahan
741,Persiapan
742,Kotak persediaan awal
743,Kotak persediaan respawn
744,Peti persediaan awal : alat yg disimpan adalah alat yg dibawa saat awal
745,Peti persediaan bangkit : alat yg disimpan adalah alat yg dibawa saat kebangkitan
746,Kreasi
747,Mode bermain
748,Tidak Ada Team
749,Game over
750,Pengaturan Rekomendasi
751,Setting dapat membantu kamu mengatur peta lebih cepat
752,Rekomendasi parkour
753,Rekomendasi peta tanding
754,Default
755,(Permainan)
756,"Batas pengambilan bonus telah habis, silakan coba lagi besok"
757,Batas pengambilan bonus minggu telah habis
758,Pengambilan berhasil
759,Data error
760,Kamu belum punya UID
761,Koneksi gagal. Silakan coba lagi.
762,UID ini telah diblokir
763,Info
764,Komentar
765,Geser keatas utk lihat lebih banyak komentar
766,Kosong
767,Beri map ini penilaian untuk membuat map ini lebih bagus (maximum 110 karakter)
768,Pengiriman komentar gagal. Coba lagi.
769,Tidak ada komentar
770,Tidak ada komentar lain
771,Periksa kembali jaringan internet dan coba lagi
772,Komentar berhasil dihapus
773,Gagal hapus
774,(Settingan lebih tinggi)
775,Tidak bisa check dirimu sendiri
776,Yakin mau batalkan share peta ini?#cef2d2d (Hapus file setelah membatalkan share akan membuat file ini rusak)
777,Kamu akan mendapatkan hadiah setelah seseorang membuka link yg kamu bagikan
778,Halaman ini telah ditutup
779,Halaman keamanan ekstra UID ditutup
780,Kebun telah ditutup
781,Top up via SMS ditutup
782,Top up via SDK ditutup
783,@Null@
784,@Null@
785,@Null@
786,@Null@
787,Batalkan pesanan
788,Ada kendala
789,Top up sedang di proses. Ada kendala koneksi jika tidak ada respon selama 1 menit
790,Beli 1
791,Beli 10
792,Double
793,Waktu event : #cfa7a0f 15 Nov - 15 Des #n#r Isi event : Sign-in #cfa7a0f total pada waktu event berlangusng akan dapat hadiah yang berlimpah
794,Terima kasih atas feedbackmu
795,Selamat Hari Thanksgiving
796,1 hari
797,2 hari
798,3 hari
799,4 hari
800,5 hari
