ID,名字,描述
36003,تسميم الطعام (LV.2),تشعر أكثر جائعا، ويزيد سرعة الجوع بنسبة 75٪.
37001,التنفس تحت الماء,يمتلك القدرة علي التنفس تحت الماء
37002,التنفس تحت الماء من المستوى المتوسط,يمتلك القدرة علي التنفس تحت الماء
37003,التنفس تحت الماء من المستوي المتقدم,يمتلك القدرة علي التنفس تحت الماء
38001,إصابة بالدوار! (LV.1),أوه ، أشعر وكأنني أطير
38002,إصابة بالدوار! (LV.2),أوه ، أشعر وكأنني أطير
38003,إصابة بالدوار! (LV.3),أوه ، أشعر وكأنني أطير
39001,عاصفة! (LV.1),هدية مرسلة من قبل عجوز رأس السنة الجديدة!
39002,@Null@,@Null@
39003,@Null@,@Null@
40001,تمّ تضخيمي! (LV.1),يبدو ان العالم يتقلص!
40002,@Null@,@Null@
40003,@Null@,@Null@
41001,تمّ تصغيري! (LV.1),يبدو ان العالم يكبر!
41002,@Null@,@Null@
41003,@Null@,@Null@
42001,فقّاعة (LV.1),"لقد تم التفافي بالفقاقيع , اشعر بانني خفيف كالريشة"
42002,فقّاعة (LV.2),"لقد تم التفافي بالفقاقيع , اشعر بانني خفيف كالريشة"
42003,فقّاعة (LV.3),"لقد تم التفافي بالفقاقيع , اشعر بانني خفيف كالريشة"
43001,ارتداد (LV.1),"لقد تم التفافي بالفقاقيع , اشعر بانني خفيف كالريشة"
43002,@Null@,@Null@
43003,@Null@,@Null@
44001,سمّ النحلة (LV.1),تسمّم مستمرّ. انتفاخ الرأس.
44002,@Null@,@Null@
44003,@Null@,@Null@
45001,مثلّج (LV.1),لدغة جليديّة تجعلك بطيئًا.
45002,مثلّج (LV.2),لدغة جليديّة تجعلك بطيئًا.
45003,مثلّج (LV.3),لدغة جليديّة تجعلك بطيئًا.
46001,مشلّش (LV.1),تشعر وكأنّ رجلك مشلّشة ما يجعلك تعاني ضررًا بسبب ذلك
46002,@Null@,@Null@
46003,@Null@,@Null@
47001,مشتعل (LV.1),هممم، رائحة شواء، اوف إنّه مؤلم!
47002,مشتعل (LV.2),هممم، رائحة شواء، اوف إنّه مؤلم!
47003,@Null@,@Null@
48001,@Null@,@Null@
48002,@Null@,@Null@
48003,@Null@,@Null@
49001,@Null@,@Null@
49002,@Null@,@Null@
49003,@Null@,@Null@
50001,استعادة سريعة للحياة (LV.1),استعادة 15 نقطة من الحياه في 5 ثواني
50002,استعادة سريعة للحياة (LV.2),استعادة 30 نقطة من الحياه في 5 ثواني
50003,استعادة سريعة للحياة (LV.3),استعادة 40 نقطة من الحياه في 5 ثواني
50004,استعادة سريعة للحياة (LV.4),استعادة 50 نقطة من الحياه في 5 ثواني
51001,استعادة سريعة للحياة (LV.5),استعادة 75 نقطة من الحياه في 30 ثواني
51002,استعادة سريعة للحياة (LV.6),استعادة 60 نقطة من الحياه في 12 ثواني
52001,قوّة غامضة للفطر الأحمر. استعادة سريعة للحياة (LV.1),استعادة 5 حصان في الثانية
52002,قوّة غامضة للفطر الأحمر (LV.2),تفقد 5 حصان في الثانية
52003,@Null@,@Null@
53001,قوّة غامضة للفطر (LV.1),زيادة الحفر بنسبة 25٪
53002,قوّة غامضة للفطر (LV.2),حفر خفض بنسبة 25٪
53003,@Null@,@Null@
54001,توكسين المناعة,مناعة ضد جميع السموم!
54002,@Null@,@Null@
54003,@Null@,@Null@
55001,حقيبة الترياق,أليس كذلك ... مبيد الآفات!
55002,@Null@,@Null@
55003,@Null@,@Null@
56001,@Null@,@Null@
56002,@Null@,@Null@
56003,@Null@,@Null@
57001,@Null@,@Null@
57002,@Null@,@Null@
57003,@Null@,@Null@
58001,@Null@,@Null@
58002,@Null@,@Null@
58003,@Null@,@Null@
59001,@Null@,@Null@
59002,@Null@,@Null@
59003,@Null@,@Null@
60001,تسميم (LV.1),تحدث 5 ضرر كل 1.2 ثانية
60002,تسميم (LV.2),التسبب في 5 نقاط من الاضرار في كل ثانية
61001,هجوم اللاعبين الجدد,تم تحسين القدرة علي الحاق الاضرار خلال الهجوم المتلاحم
62001,الدفاع ضد الهجوم المتلاحم,خفض معدل الاضرار الناتج عن الهجوم المتلاحم بنسبة 100%
63001,ريح هوراس,غاز سام غير مريح
63002,@Null@,@Null@
63003,@Null@,@Null@
64001,هوراس خانق,كانت الرئتين مليئة بالغاز السام، وأخذ الضرر باستمرار.
64002,@Null@,@Null@
64003,@Null@,@Null@
65001,اوكسيجين غير مستقرّ,منطقة راحة للحظة الحاضرة.
65002,اوكسيجين مستقرّ,أاااه، منطقة مريحة لا تجد فيها من يدخّن السجائر
65003,اوكسيجين مستمرّ,أاااه، منطقة مريحة لا تجد فيها من يدخّن السجائر
66001,اوكسيجين غير مستقرّ,يمكنك أن تتنفّس، ولكن الرائحة ليست جميلة
66002,@Null@,@Null@
66003,@Null@,@Null@
67001,حارس رون التجديد,يقوم رون التجديد بحمايتك لفترة.
67002,اوكسيجين مستمرّ,أاااه، منطقة مريحة لا تجد فيها من يدخّن السجائر
67003,@Null@,@Null@
68001,تسميم الطعام (LV.1),تشعر بالجوع بشكل اكبر.
68002,@Null@,@Null@
68003,@Null@,@Null@
69001,@Null@,@Null@
69002,@Null@,@Null@
69003,@Null@,@Null@
70001,كرة القدم-بلا مراوغة,من الممكن أن تقوم بالانتاج وقطع الكرة
70002,كرة القدم-المراوغة,قادرة على اطلاق الكرة والقيام بعمل ركلة من الدراجة
70003,@Null@,@Null@
71001,سمّ الدجاج المتحوّر,تسمّمت الدجاجات بسبب الأطعمة المتحوّرة
72001,كرة سلّة-بدون كرة,بدون كرة: يمكنك السرقة ومنع وكبح عندما تكون يداك خاليتين من الكرة. اضغط على زرّ الشمال: للسرقة. اسرق الكرة من الشخص الهدف. اضغط على زرّ اليمين: للمنع. ثبّت الخصم في الخلف. إضغط زرّ سبايس: للكبح. أقفز عاليًأ واضرب كرة السلة في الهواء.
72002,كرة سلّة-بدون ضرب الكرة,"ضرب الكرة: يمكنك تمرير الكرة، تسديدها، الركض سريعًا متمسّكًا بها. 
إضغط على زرّ اليسار: للتمرير. مرّر الكرة لزميلك في الفريق.
 إضغط على زرّ اليمين: للتسديد. استجمع قواك وسدّد على السلّة. أبقٍ #cfa7a0f شريط التجميع #n في المنطقة الصفراء، ما يساعدك على اصابة الهدف. إضغط على سبايس: للركض السريع. أركض بسرعة لمسافة محدّدة في الإتّجاه الذي تريده."
72003,حركة,تغيير @1 حركة اللاعب
73001,حريق,في ظلّ جوّ شديد الحرارة، إنزعاج تامّ
73002,التأقلم على الحريق,ارتداء معدّات مقاومة للحرارة، ومحصّنة ضدّ الجوّ الحارّ الناريّ
74001,أوكسيجين منخفض,@Null@
75001,مثلّج,في ظلّ جوّ شديد البرودة، إنزعاج تامّ
76001,إسهال,@Null@
77001,ينزف,آه لا يمكن أن يتوقف! أين الطبيب؟!
77002,لعنة النزيف,توقف! هذا الحجر يبدو غريبا.
78001,قطع الغيار,
79001,معدّل EXP,@Null@
80001,استراحة,@Null@
81001,أرجل قوية,الاستيقاظ بأرجل قوية
82001,استعادة اللياقة,@Null@
82002,استعادة اللياقة,@Null@
82003,استعادة اللياقة,@Null@
83001,استعادة اللياقة - تسرّب,@Null@
83002,استعادة اللياقة - تسرّب,@Null@
83003,استعادة اللياقة - تسرّب,@Null@
84001,توسيع اللياقة,@Null@
84002,توسيع اللياقة,@Null@
84003,توسيع اللياقة,@Null@
85001,أقصى حدّ HP,@Null@
85002,أقصى حدّ HP,@Null@
85003,أقصى حدّ HP,@Null@
86001,سرعة الحركة - انفجار,@Null@
86002,سرعة الحركة - انفجار,@Null@
86003,سرعة الحركة - انفجار,@Null@
87001,تقليل استنفاذ اللياقة -  كتلة الحفر,@Null@
87002,تقليل استناذ اللياقة - حفر الكتلة,@Null@
87003,تخفيف استنفاذ اللياقة - حفر الكتلة,@Null@
88001,تخفيف استنفاذ اللياقة - ركض (قفز),@Null@
88002,تخفيف استنفاذ اللياقة - ركض (قفز),@Null@
88003,تخفيف تعب اللياقة - ركض (قفز),@Null@
89001,تخفيف استنفاذ اللياقة - استخدام أدوات الشحن,@Null@
89002,تخفيف استنفاذ اللياقة - استخدام أدوات الشحن,@Null@
89003,تقليل استنفاذ اللياقة - استخدام أدوات الشحن,@Null@
90001,زيادة استعادة HP,@Null@
90002,زيادة استعادة HP,@Null@
90003,زيادة استعادة HP,@Null@
91001,بركة الشجرة المعظمة,إنّ استهلاك ثمر الشجرة المعظمة سيجعلك تشعر بقوّة غير محدودة في داخلك
92001,هديّة قوس القزح,الحصول على البركة من قوس القزح، لزيادة علوّ القفز، وتخفيف ضرر السقوط
93001,تعب,يتطلّب استهلاك الطعام أو البقاء بدون حركة لاستعادة اللياقة للتخلّص من التعب
93002,انهيار,الجسد ينهار. تناول بعض الطعام لاستعادة قوتك!
94001,هديّة أساسيّة,@Null@
95001,فراغ,تمّت سرقة اللياقة بواسطة الشبح، إنتبه!
96001,قوّة النجوم,@Null@
97001,تخفيف قوّة النجمة,إن قوة الطاقة النجمية قوية للغاية، ولا يمكن لجسم الإنسان أن يتحمل الكثير من قوة الطاقة النجمية في وقت قصير.
98001,سحر البلالا المتحول,طاقة البلالا - السحر المتحول
98002,سحر بلالا المتحول,"طاقة البلالا  - السحر المتحول "
98003,سحر البلالا المتحول,"طاقة البلالا - السحر المتحول "
98004,سحر البلالا المتحول,طاقة البلالا- السحر المتحول
98005,Balala تحول السحر,طاقة البلالا- السحر المتحول
98006,سحر البلالا المتحول,طاقة البلالا - السحر المتحول
98007,سحر البلالا المتحول,طاقة البلالا - السحر المتحول
98008,سحر البلالا المتحول,طاقة البلالا - السحر المتحول
99001,خسوف القمر,@Null@
100001,اشتعال النيران,خسارة 3 نقاط من الحياه كل ثانية
101001,التلوث (LV.1),خسارة 2 HP في الثانية
101002,التلوث (LV.2),خسارة 5 HP في الثانية
101003,التلوّث (LV.3),خسارة 10 HP في الثانية
101004,التلوث (LV.4),خسارة 15 HP في الثانية
101005,التلوث(LV.5),خسارة 20 HP في الثانية
102001,فلوري,تصبح مضاءة بضوء فلوري بشكل جميل إلا أنّ ذلك سيجذب انتباه وحش ما فتتعرّض للهجوم.
103001,انتبه,نمت جيدًا الليلة الماضية ، وعندما استيقظت ، وجدت أنني كنت شديد التركيز على التعدين.
104001,عيون حادة,نمت جيدًا وكان بصري أفضل بكثير.
105001,عودة استعادة المهارة الى طبيعتها,تدخل مهارات لورا  الصلبة في وقت تجميد وتتوقّف عن امكانيّة تحفيزها لمدّة 5 دقائق
105002,عودة استعادة المهارة الى طبيعتها 2,تدخل مهارات لورا  الصلبة في وقت تجميد وتتوقّف عن امكانيّة تحفيزها لمدّة 3 دقائق
106001,احصل على الطاقة,لا تعبث أبدًا مع شخص لديه الحصول على الطاقة
107001,دائخ,أنا نعسان ، أحتاج إلى الإبطاء.
108001,تصلب الرقبة,الليلة الماضية ، لم يكن وضعي في النوم جيدًا ، وكانت رقبتي متيبسة ، وكان علي أن أتجنب التمارين الشاقة.
110001,تم الإمساك بها.,تحت السيطرة، ويستمر في تلقي الضرر.
200001,حرق (LV.1),التسبب في 15 نقطة من اضرار النيران كل ثانية
200002,حرق (LV.2),التسبب في 30 نقطة من اضرار النيران كل ثانية
200003,حرق (LV.3),التسبب في 40 نقطة من اضرار النيران كل ثانية
200004,حرق (LV.4),التسبب في 60 نقطة من اضرار النيران كل ثانية
201001,الفوضى(LV.1),التسبب في 30 نقطة من أضرار الفوضى كل ثانية
201002,فوضى (LV.2),التسبب في 5 نقطة من اضرار الفوضى كل ثانية
202001,الوحش خائف,الالعاب النارية لرأس السنة الجديدة اخافت الوحش!
202002,@Null@,@Null@
202003,@Null@,@Null@
203001,التحكّم بالفراغ,في ظلّ تحكّم شبح الخلاء، من الصعب الخروج؛ أسرع واهرب!
203002,@Null@,@Null@
203003,@Null@,@Null@
204001,حماية الفراغ,يقلّص الضرر الطويل الأمد بنسبة 75%.
204002,@Null@,@Null@
204003,@Null@,@Null@
205001,شبح لا يقهر,يفتح شبح الخلاء درعه غير القابل للقهر، وهو محصّن ضدّ كافّة أنواع الأضرار
205002,@Null@,@Null@
205003,@Null@,@Null@
206001,مناعة ضرر الإشتباك,يقلل من أضرار الاشتباك  بنسبة 90%
206002,مناعة ضرر الإشتباك,يقلل من أضرار الاشتباك  بنسبة 90%
206003,مناعة ضرر الإشتباك,يقلل من أضرار الاشتباك  بنسبة 90%
207001,مناعة ضد الضرر طويل المدى,يقلّص نسبة الضرر  طويل المدى  بنسبة 90%.
207002,مناعة ضد الضرر طويل المدى,يقلّص نسبة الضرر  طويل المدى  بنسبة 90%.
207003,مناعة ضد الضرر طويل المدى,يقلّص نسبة الضرر  طويل المدى  بنسبة 90%.
208001,مناعة ضدّ ضرر التفجير,يقلّص نسبة ضرر التفجير بنسبة 90 %
208002,مناعة ضدّ ضرر التفجير,يقلّص نسبة ضرر التفجير بنسبة 90 %
208003,مناعة ضدّ ضرر التفجير,يقلّص نسبة ضرر التفجير بنسبة 90 %
209001,امتلاك بوس,@Null@
210001,استخراج الفراغ,عندما يستخرج شبح الخلاء النشاط من الهدف، يخفّ الضرر بنسبة 50%
220001,جبل سرعة الحركة انفجر,زيادة سرعة التركيب الأساسي بنسبة 20٪
220002,جبل سرعة الحركة - انفجار مستمر,يتم زيادة السرعة الأساسية للحامل بمقدار 20%.
230001,صاعقة المستوى 1,صُدمت ، وتعرضت للضرر بمرور الوقت.
230002,الوهم المستوى 1,في الخيال
240001,قوة الموسيقى المرفوعة,"يستعيد كل ثانية 2 HP. "
250001,ضعفت قوة الموسيقى,تفقد 2 HP في الثانية
260001,الوهم المستوى 1,في الخيال
270001,مستوى الصدمة 1,تفقد 5 نقاط HP في الثانية
280001,عاصفة ترابية!,اختبئ الان! العاصفة الترابية قادمة!
280002,صمدت العاصفة,الحفاظ على مرور واضحة في العاصفة الترابية.
290001,درع الدفاع,"حازم كالصخرة , لا داعي للخوف"
998001,تركض بسرعة,
999001,استمر في الاستكشاف!,محمي من أي ضرر ، لكنه يختفي في حالة شن هجوم أو استخدام عنصر.
999002,حماية استعادة الحياه,"اثناء وضع الحماية لاستعادة الحياه , لن تتلقي اي اضرار , ولكن سوف يتم الغاء وضع الحماية تلقائياً في حالة مبادرتك بالهجوم."
1000001,زيادة السرعه بنسبة 100%,زيادة السرعة بنسبة 100%
1000002,تسريع 1000٪,@Null@
1000003,"إبطاء ",تخفّ سرعة الحركة بنسبة 75%
1001000,@Null@,@Null@
1001001,مراقب,@Null@
1001002,@Null@,@Null@
1001003,@Null@,@Null@
1002001,عدوي السم,يقوم السم بتدمير جسدك!
1002002,تقوية الفايروس,أصبت بفايروس وحصلت على طاقة قوية
1002003,@Null@,@Null@
1003001,دجاجة؟! (LV.1),ووه ....ووه ...(لقد تحولت الي دجاجة؟)
1003002,دجاجة؟! (LV.2),ووه ....ووه ...(لقد تحولت الي دجاجة؟)
1003003,@Null@,@Null@
1004001,ثور؟! (LV.1),موو... موو...(لقد تحولت الي بقرة؟)
1004002,ثور؟! (LV.2),موو... موو...(لقد تحولت الي بقرة؟)
1004003,@Null@,@Null@
1005001,خروف؟! (LV.1),ماا...مااا...(لقد تحولت الي غنمة؟)
1005002,خروف؟! (LV.2),ماا...مااا...(لقد تحولت الي خروف؟)
1005003,@Null@,@Null@
1006001,شيطان؟! (LV.1),خدعة Mini World(لقد اصبحت شيطان؟)
1006002,شيطان؟! (LV.2),مزحة زكري العالم المصغر(لقد اصبحت شيطان؟)
1006003,@Null@,@Null@
1007001,تون تون؟! (LV.1),هم..همهمهم...(لقد تحولت الي خنزير؟)
1007002,تون تون؟! (LV.2),هم..همهمهم...(لقد تحولت الي خنزير؟)
1007003,@Null@,@Null@
1008001,دانغو؟ (LV.1),كو كو كو (لقد أصبحت دانغو؟)
1008002,دانغو؟ (LV.2),كو كو كو (لقد أصبحت دانغو؟)
1008003,@Null@,@Null@
1009001,درع,درع (HP 50)
1009002,@Null@,@Null@
1009003,@Null@,@Null@
1009004,نار الجحيم,التسبب في 1 نقاط من الاضرار في كل ثانية
1009005,نار الشبح,التسبب في 2 نقاط من الاضرار في كل ثانية
1009006,"إبطاء ",تخفيف سرعة الحركة لمدة 3 ثوانٍ
1009007,تسريع تجميع الأعضاء,تم زيادة سرعة التحصيل بنسبة 10٪.
1010001,تقوية الفايروس,أصيب بفايروس وحصل على طاقة قوية.
1011001,زيادة الضرر القويّ,زيادة الضرر القويّ بنسبة 5%
1012001,زيادة الضرر طويل المدى,زيادة الضرر طويل المدى بنسبة 5%
1013001,عجلة الشمس,درع (HP 20)
1014001,مناعة نزيف الدم,الصفائح الدموية قوية للغاية الآن!
1015001,إنذار,من الأفضل أن أقوم بوضع خيمة لأنني أشعر بشيء يراقبني أثناء نومي في الهواء الطلق.
1016001,سم الثعبان,ستلحق الضرر بالمخلوقات باستمرار وتسبب الشلل العصبي لفترة معينة. إنه أمر خطير للغاية.
1017001,مستوى الشلل العصبي المستوى 1,اوه ما هذا ... لا يمكن أن يتحرك ...
1017002,الشلل العصبي المستوى 2,اوه ما هذا تخدر... لا يمكن أن يتحرك ...
1018001,سم العقرب مستوى 1,سيكون هناك المزيد من تأثير سم العقرب بشدة. كن حذرا!
1018002,سم العقرب مستوى 2,سيكون هناك المزيد من تأثير سم العقرب بشدة. كن حذرا!
1018003,سم العقرب مستوى 3,سيكون هناك المزيد من تأثير سم العقرب بشدة. كن حذرا!
1018004,سم العقرب المستوى 4,سيكون هناك المزيد من تأثير توكسين العقرب بشدة. كن حذرا!
1018005,"سم العقرب المستوى 5 ",سيكون هناك المزيد من تأثير سم العقرب بشدة. كن حذرا!
1019001,فقدان الوعي,لقد فقدت الوعي
1019002,فقدان الوعي مستوى 2,
1019003,فقدان الوعي المستوى 3,
1020001,نزيف الدم مستوى 1,لا استطيع ايقاف الدم! أين هو الدكتور
1020002,نزيف الدم مستوى 2,لا استطيع ايقاف الدم  أين الدكتور
1020003,نزيف الدم مستوى 3,لا استطيع ايقاف الدم ! أين الدكتور
1020004,نزيف الدم  مستوى 4,لا استطيع ايقاف الدم أين الدكتور ؟
1020005,نزيف الدم مستوى 5,لا استطيع ايقاف الدم أين الدكتور ؟
1021001,فقدان الوعي,أن أشعر أن هنالك مشكلة في جسدي لا استطيع التجكم في نفسي
1022001,مناعة أسماك الطحالب الفلورية,أنت محمي من أي هجوم وضرر
1023001,التورط,لا يمكنني أن امكث وقت طويل بين النباتات سوف ينمون على جسدي
1024001,الصيد,من الحاسب الآلي :اضغط مع الاستمرار على زر الماوس الأيمن لشحن صنارة الصيد، وانقر فوق الزر الأيمن لرفع الصنارة؛ محطة متنقلة - اضغط مع الاستمرار على زر الصيد لشحن الصنارة، وانقر فوق زر الصيد لرفع الصنارة؛
