ID,描述
160,"تحتاج الى تحميل هذا الملف من جديد,هل ترغب في بدء التحميل؟"
161,"الاتصال بالانترنت غير مستقر, تم وقف التحميل, من فضلك قم بالتأكد من الاتصال بالانترنت وحاول مرة أخرى"
162,"لم تقم بمتابعة اي خريطة حتى الان, تفحص ما يقوم اصدقائك بمشاركته"
163,سوف يتم تحويل بيانات الملفات عند الدخول الى اللعبة. قد تحتاج إلى بعض الوقت. من فضلك انتظر ولا تترك اللعبة.
164,الغرفة التي قمت بدخولها المرة السابقة
165,هذا غشّ. ستكون النتائج وخيمة.
166,العنوان
167,العلامة
168,النوع
169,التعريف
170,عامّ
171,خاص
172,يمكن لتعريف متميّز للخريطة أن يجذب انتباه المزيد\n من الأشخاص لتحميلها\n (يمكنك الوصول إلى 60 حرفًا)
173,شارك التحديث
174,متابعاتي
175,قم بإدخال UID
176,مشاركاتي
177,الرجوع
178,"هذا اللاعب كسول جداً, لم يترك أي معلومات خاصة به"
179,"اذا أعجبتك هذه الخريطة فعلا, من فضلك قم بتقييمها!"
180,تأكيد
181,لا يمكن ترك اسم الملف فارغا
182,قدرة المطيّة
183,مدة الحضانة
184,لمحة
185,الحصول على
186,الاستخدام
187,ترقية
188,لم تقم بمشاركة أي ملفات
189,لم يقم هذا اللاعب بمشاركة اي خريطة
190,الترتيب الافتراضي
191,مرشح
192,التقييم
193,المواضيع الساخنة لهذا الاسبوع
194,الأحدث
195,الترتيب
196,بدء النمو/التفعيل
197,تسريع عملية النضج
198,الحصاد
199,الاصدقاء الذين قاموا بمساعدتك:
200,إنّ النبات #c0aba1dينمو جيّدًا#n
201,النباتات في حالة #a0adffcعطشى#n
202,النباتات في حالة #b2d3ffcذبل#n
203,يمكن الحصول على:
204,العد التنازلي:
205,(التسريع )
206,بدء النمو/التفعيل
207,زيارة منزل صديق
208,لوحة النقاط
209,الاصدقاء
210,المعجبين
211,الصورة الرمزية
212,الاسم
213,الهزائم
214,صديق
215,الركوب
216,(المعاينة)
217,انتظار استعادة الحياه
218,استبدال الحساب، انتبه من فضلك: #rأوّلا، لا تنسى تحميل الملفات الهامة لتجنب الخسائر. #rثانيًا، إذا صادفت رسالة تشير الى خطأ في كلمة السر، حاول استبدال الحساب وتسجيل الدخول مرة أخرى
219,الغرفة مغلقة نظراً لعدم استقرار الاتصال بالانترنت
220,إغلاق غرفة اللعب سيتسبب باستبعاد جميع الاعبين
221,الخروج من اللعبة سيتسبب باستبعاد جميع اللاعبين
222,بدء اللعب: 3
223,بدء اللعب: 2
224,بدء اللعب: 1
225,ابدأ !
226,فهمت
227,افتراضي
228,أخبار
229,@self أعطى @other ضربة قوية لوجهه
230,هجوم @self أصاب @other بدقة
231,قام @self بارسال @other الى نقطة استعادة الحياة
232,قام @self بالتسديد مرتين
233,@self الضرب المتواصل 3 مرات
234,@self خطير للغاية!
235,لا يمكن ايقاف @self!
236,@self سيطر على اللعبة!
237,يقوم @self بحمل الفريق إلى الفوز!
238,@self هو يمشي الآن ، من سوف يوقفه عند حده!
239,@self انه قوي للغاية كالعملاق!
240,إنّ @self تخطى الآلهة! هل يمكن لأحد ايقاف ذلك؟
241,تم تحديث النسخة
242,لا يوجد اشعارات الان!!
243,@self بالقضاء على @other 3 ضربات على الوجه!
244,قام @self بالقضاء على حدّة @other!
245,قام @self بالقضاء على حالة @other التي لا يمكن ايقافها!
246,قام @self بانهاء سيطرة @other على اللعبة!
247,قام @self بالقضاء على طرق @other لتخطي الآلهة!
248,قام @other بالقضاء على جنون @other
249,يقوم @self بإنهاء حالة @other المشابهة بالآلهة!
250,يقوم @self بالقضاء على حالة @other المتخطّية للآلهة!
251,يمكن أن تستدعي المطية الحالية لكي تنتج مطية جديدة!
252,وقت اللعبة @num سوف يفقس بعد غروب الشمس الى مطية
253,لا يمكنك الجلوس في الوضع الحالي
254,المسافة بعيدة جداً لا يمكنك الجلوس
255,تاجر متجول
256,(تم تحديث السلع)
257,أهلا! كيف يمكنني مساعدتك؟\n
258,المغادرة
259,المتبقي:
260,تم بيعها
261,تاجر متجول
262,لقد غادر التاجر المتجول
263,برنامج العمل
264,أووه أوووه، ماذا تريد؟
265,@Null@
266,أخفقت عملية الشراء يرجى المحاولة لاحقًا
267,الإصدار قديم للغاية، لا يمكن تحديث الجلد
268,إحصل على الشظايا في القائمة الأساسيّة أو الإحتفالات. يمكن استخدامها بعد فتحها في تجميع-المنزل.
269,لا يوجد مساحة كافية لحفظ الملف. الرجاء القيام بالمسح ثمّ المحاولة من جديد
270,النصر
271,الهزيمة
272,التعادل
273,كود التفعيل
274,كود تفعيل حقيبة الهدايا
275,تم التفعيل!
276,تنبيه: اذهب للمتجر بعد تفعيل حقيبة الهدايا
277,ثم الى المخزن للتأكد
278,بعد التفعيل
279,من فضلك ادخل كود التفعيل لاسترداد حقيبة الهدايا
280,@Null@
281,استرجع الكودات!
282,شبكة الانترنت غير مستقرّة. يرجى بالتأكد من الإتّصال بالانترنت
283,استخدمت كود التفعيل. لا يمكن الحصول على الهدايا بصورة متكرّرة
284,كود التفعيل الذي ادخلته غير صحيح
285,تهانينا لك لتفعيل حقيبة الهدايا
286,شبكة الانترنت غير مستقرّة/ المنصّة غير صحيحة/ تمّ الحصول على نفس حقيبة الهدايا
287,الضغط المطول
288,انقر على الأرض لوضع صندوق الصناعة
289,الخرائط الخاصة بي
290,متصل
291,شائع
292,مباني
293,آلي
294,حقيبة
295,معدات
296,محاصيل
297,مخلفات
298,مربعات
299,تعديل
300,ينقص #cfa7a0f الأخشاب #n قم بالحفر في الخشب لجمع أخشاب
301,اختر #cfa7a0f ايقون صندوق الصناعة #n ومن ثم انقر على #cfa7a0f صناعة #n في الزر الأيمن
302,عدم وجود مواد لجعل #cfa7a0f #n المعول ، يرجى قطع الأشجار للحصول على الخشب #cfa7a0f #n
303,قم باختيار #cfa7a0fالفأس الخشبي#n٫ من ثم اضغط على زر #cfa7a0fصنع#n على اليمين
304,أهلا بك في ميني وورلد. فلنقم cfa7a0f#ببدء مغامرتناn# أوّلا. قم #cfa7a0fبضغط n# الشاشة للبدء
305,يمكنك #cfa7a0fسحب الشاشة#n الى اليمين او اليسار لمواجهة الجهة الأماميّة
306,يمكنك #cfa7a0fسحب#n لتحريك صورة العصا cfa7a0f##للتحرك n#. حاول التقدّم الى الامام
307,قم #cfa7a0fبالضغط مطوّلاً على المكعّب#n (إتبع السهم) لبدء #cfa7a0fتحطيم المكعّب#n
308,"ممتاز, جميع المربعات يمكن تحطيمها وتجميعها, من فضلك اضغط cfa7a0f##للحصول علي n#المكافأت"
309,اتبع السهم لإيجاد الأشجار #cfa7a0f انقر بشكل مستمر على #n كتل الأشجار ( بالإصابع) للحصول على #cfa7a0f الأخشاب #n
310,ممتاز اقطع الأشجار بالفأس لتجميع #cfa7a0f الأخشاب #n بشكل أسرع
311,قم بفتح حقيبة#cfa7a0f الظهر واصنع #cfa7a0f طاولة الصناعة #n استخدم #cfa7a0f الأخشاب #n
312,اضغط على #cfa7a0fلصنع#n علامة
313,#cfa7a0f طاولة التصنيع #n يمكنها مساعدتك في صناعة العديد من العناصر المتقدمة. انها ضرورية لمغامراتك
314,ضع طاولة الصناعة الجديدة #cfa7a0f #n على #cfa7a0f لوح الاختصارات #n واخترها
315,انقر على الأرض لتتمكن من وضع #cfa7a0f طاولة التصنيع #n
316,#cfa7a0f انقر على #n لفتح طاولة التصنيع (أصابع)
317,تم صنع القطع بنجاح. استخدام #cfa7a0fالفأس الخشبي#n في اللعبة لتجميع المعادن الأقلّ أهميّة.
318,اضغط علي #cfa7a0fالخبز#n(وضعه في شريط الاختصارات)، سوف يظهر #cfa7a0fزرّ الاستخدام#n
319,#cfa7a0f انقر باستمرار على #n ال #cfa7a0fاستخدم الزر#n في اليمين لتناول الخبز
320,يظهر #cfa7a0fاستخدام الزر#n فقط عند تحديد العناصر القابلة للاستخدام في شريط اختصار العناصر
321,لنتعلّم كيفيّة ارتداء #cfa7a0fالخوذة#n التي حصلت عليها للتوّ. افتح حقيبة الظهر أوّلاً
322,اضغط علي علامة #cfa7a0fالمعدات#n
323,اضغط على #cfa7a0fالخوذة#n لارتدائها
324,سوف يظهر تعريف ومواصفات #cfa7a0fالخوذة#n هنا. اضغط على زرّ #cfa7a0fالمعدات#n
325,ممتاز! فلنحارب بعض #cfa7a0fالوحوش#n! اضغط على زاوية الركن اليسار #cfa7a0fضرب#n لاغلاق القائمة
326,"انتبه! هناك وحش قادم باتجاهك, قم #cfa7a0fبسحب الشاشة#n الى اليمين أو اليسار للمواجهة الوحش. #cfa7a0fإضغط#n على الوحش لبدء الهجوم."
327,تهانينا لك للانتهاء من التدريب الخاص باللاعبين الجدد \n هناك العديد من المغامرات بانتظارك! دعنا نبدأ!
328,قم بانشاء اسم:
329,المهمة الحالية : #cfa7a0fالتعرّف علي كيفية استخدام اللعبة#n
330,المهمة الحالية: اقطع الأشجار واجمع #cfa7a0f الأخشاب  #n
331,المهمة الحالية: اصنع #cfa7a0f طاولة التصنيع  #n
332,اصنع #cfa7a0fفأس خشبيّ#n
333,المهمة الحالية: تناول #cfa7a0f الخبز #n
334,اهزم #cfa7a0fوحشًا#n
335,تم تحديث هذه الخريطة. من فضلك قم بتحميل النسخة الحديثة
336,@Null@
337,@Null@
338,@Null@
339,صيانة النظام! لا يمكن مشاركة الخرائط بشكل مؤقت.
340,"لا يوجد عدد كاف من اللاعبين, لا يمكن بدء اللعبه"
341,@Null@
342,لم يصل مستوى المنزل إلى 2. مشاركة الخريطة مرئية لك فقط.
343,تم إنشاء الحساب في أقل من 7 أيام. مشاركة الخريطة مرئية لك فقط.
344,الخريطة مرئية لك فقط. لا يمكن مشاركتها.
345,لم يفتح المؤلف إذن التحميل، لذلك لا يمكنه التحميل
346,@Null@
347,@Null@
348,@Null@
349,فيسبوك
350,النشاط
351,الاسم
352,المؤلف
353,"لم يتم تسجيل الدخول بنجاح, هناك جزء من الخصائص لا يمكن استخدامه"
354,جاري التحديث، انتظر من فضلك
355,@Null@
356,@Null@
357,لا يمكن تسجيل الدخول عبر الأنظمة الأساسية
358,علامات الترقيم بالاسم غير مطابقة للقوانين
359,رقم الحساب:
360,الوقت الحالي:
361,النسخة الحالية:
362,مجاناً
363,(نضج)
364,(الحصول علي 1)
365,(إحصل على 10)
366,انت بالفعل في حديقة هذا الصديق!
367,@Null@
368,استدعاء الركوب
369,الحصول على المكافآت
370,إفتح مرّة أخرى
371,قم بالفتح 10 مرات أخرى
372,فاصوليا Mini
373,الخبرة
374,مهارات الشخصية:
375,تأثيرات:
376,"العدد غير كافي, يمكن الحصول على المزيد من خلال فاكهة الحديقة"
377,"العدد غير كافي , يمكن الحصول عليه من خلال فاكهة الحديقة"
378,وصفات حرفية
379,مصدر القطع:
380,عملية الفتح:
381,تأكيد
382,لم يحن موعد الركوب بعد
383,الألعاب النارية (مجانًا #c1b9e1e فاصوليا Mini#n كمكافأة)
384,"لم يقم هذا الصديق بزراعة النباتات, فلتتفقد حديقة احد الاصدقاء الاخرين"
385,"فاصوليا mini  غير كافية, قم بالشراء!"
386,الخادم مشغول،  من فضلك قم باعادة تشغيل اللعبة وحاول مرة أخرى
387,اعادة تدوير الكل
388,استعادة 1
389,تم الفتح
390,يمكنك فتحه على صفحة الحديقة - دليل فاكهة حديقتي - الحديقة. يمكن الحصول على شظايا من الأحداث أو فواكه الحديقة.
391,لا يمكنك استدعاء مطيّة فاخرة هنا!
392,تمّ الحصول على مطيّة فاخرة بنجاح
393,تم السقي بنجاح. حصلت على نقاط للخبرة * @1 وفاصولياء صغيرة * @2
394,تم القبض على الحشرات بنجاح. حصلت على نقاط للخبرة * @1 و فاصولياء صغيرة * @2
395,حديقة
396,قم باضافة بعض الاصدقاء الان
397,من فضلك قم بالذهاب الي الملفات واضغط علي زر استخدام الركوب الموجود علي يمين الواجهه
398,حالة النباتات الخاصة بك تبدو جيدة جداً
399,انقر لعرض قواعد فاكهة الحديقة
400,فاصوليا Mini:
401,الفاكهة:
402,السقي:
403,لا تحصل على مكافأة إلا عندما تتبنى نبتة للمرة الأولى!
404,"قم بتسجيل الدخول وساعد أصدقاءك لسقي النباتات, سيكون لديك الفرصة للحصول على فاصوليا Mini عندما تنضج الفاكهة. إنّ تبنيك لنبتة للمرّة الأولى يسمح لك بالحصول على #c0aaa1aالفاصولياء الصغيرة ضرب 200#n"
405,"انتظر الفاكهة لكي تنضج بشكل طبيعي, او قم باستخدام الفاصوليا لتجعلها تنضج في الحال . بعدما تنضج الفاكهة يمكنك استخدامها لفتح المطيّات/الشخصيات/الجلود والكتل."
406,قم بسقي النباتات وسوف تنمو بشكل اسرع .ساعد اصدقائك لسقي النباتات وسوف يكون لك فرصة للحصول علي نقاط للخبرة والفاصولياء أيضًا.
407,فهمت
408,اظهار الفتات
409,لقد وصل عدد المكافأت التي يمكن الحصول عليها اليوم الى اقصاه
410,اداة غير مناسبة
411,"قام صاحب المنزل بوضع رمز للحماية, يمكن للزائرين طلب اذن الزيارة من صاحب المنزل"
412,اذن وصول
413,بشكل حر
414,زائر
415,يمكن تحطيم وتحريك الكتل/n (قد يبطل مفعولها في اللعبة)
416,لا يمكن تحطيم او تحريك الكتل/n (يمكن السماح لاستخدامها في اللعبة)
417,جمع
418,نجاة
419,انشاء
420,معركة
421,دائري
422,لغز
423,باركور
424,حجم الخريطة:
425,عدد التحميل:
426,"لقد اصبحت نسختك قديمة جداً, من فضلك قم بالتحديث"
427,عام
428,درس تعليمي
429,تخطي
430,استمرار
431,استمرار اللعب
432,تفعيل
433,اعادة المحاولة
434,استمرار التحميل
435,شراء
436,تفعيل
437,ثواني
438,مكافأة تسجيل الدخول
439,يمكن إدخال رمز التضاريس العالمية
440,تم التعليق بنجاح
441,دفاع الاشتباك: @1 ، يقلل من أضرار الاشتباك والانفجار بنسبة @2%
442,لا توجد اي مكافآت للحصول عليها الآن
443,لا يمكن فتح هذا الاصدار بشكل مزدوج
444,[ستتأثر النقاط الدفاعية بنسبة المتانة الحالية]
445,[يشمل الضرر المادي الاشتباك /الضربة طويلة المدى /الانفجار]
446,طرد #c0aaa1a@1#n من الغرفة؟
447,طرد من الغرفة ؟
448,لم يتم الطرد بنجاح!
449,استعادة الحياه خلال #c0aaa1a@1#n ثوانٍ
450,اظهار الحالة
451,قام المضيف بتعطيل هذا العنصر
452,لقد قمت بتبديل النجوم بنجاح
453,عملات Miniغير كافية. قم بشراء #cfa7a0f@2 عملات نقدية صغيرة#n بواسطة #c0aaa1a$@1?#n
454,US$
455,عملات صغيرة
456,العملات لا تكفي
457,US$
458,تم الشراء بنجاح، وتم وضع الألعاب النارية السعيدة في المستودع، وتم منح فاصوليا Mini كهدية
459,إمتلاك:
460,تبديل:
461,النجاة في البرية، استكشاف العالم المجهول
462,يمكنك انشاء كل ما تريد
463,اعدادات متقدّمة
464,"اووه , مغامرات البرية دائماً ما تكون خطيرة نوعاً ما..."
465,مخلوقات غير معروفة
466,ما زلت بحاجة إلى  #c0aaa1a@1 نجمة#n. هل تريد إنفاق #cfa7a0f@2 عملات نقدية #n لتعويض الفرق؟
467,هل تريد الاستخدام؟
468,للتعويض؟
469,النجوم غير كافية:
470,استعادة الحياة
471,قم بإسقاط كل العناصر والعودة إلى الوضع الأولي عند نقطة العودة
472,استمر
473,قم #c5aea0a1☆باستعادة الحياة في الحال بدون خسارة العناصر#n
474,ضع العناصر في
475,العناصر الرئيسية
476,القطع الثانوية
477,انصهار
478,سوف يرفع السحر من مستوى هذه الخاصية الى المستوى 1@
479,مستوى
480,"اكثر من 5 مهارات , اضغط علي السحر للاختيار"
481,تتعارض هذه الخاصية مع غيرها
482,اختر
483,خصائص
484,"يمكن الاحتفاظ بخاصية واحدة@1 علي الاكثر بعد الندماج, من فضلك قم بالاختيار:"
485,"الخصائص, من فضلك قم بالتحديد:"
486,الرجاء تحديد1@كافة الخصائص
487,احصل على 1@2@
488,@Null@
489,ضع العناصر لبدء الصهر
490,من فضلك قم بإخراج العناصر التي تم صهرها
491,تهانينا لك للانتهاء من التدريب الخاص باللاعبين الجدد
492,احصل على
493,جديد
494,اعلى مستوى
495,لا يمكن إجراء 10 سحوبات متتالية بدون الفاكهة الذهبية
496,عالم باطن الأرض
497,نصب التنين التذكاري
498,إزالته من قائمة المفضلة
499,تم اضافته إلى قائمة المفضلة لديك بنجاح
500,لقد تم طرد @1 من الغرفة
501,الطرد من الغرفة
502,عدد المرّات
503,قابل للتحديث
504,لقد قمت بتحميل هذا الملف بالفعل
505,قم بادخال UID لحساب الطرف الأخر
506,فشل في الاتصال بالشبكة الخاصة بالغرفة
507,(انقر فوق الزر الموجود على اليمين لفتح القائمة لحذف الأرشيف)
508,جاري التحميل :
509,انتظر ليبدأ التحميل:
510,وقف التحميل:
511,آخر تسجيل دخول
512,لم يقم بتسجيل الدخول من قبل
513,امس
514,منذ بضعة أيام
515,تم إلغاء تحميل هذا الملف
516,تم تسجيل الدخول
517,ادخل ملاحظات الخريطة
518,استكشاف العالم
519,انشاء العالم
520,الدخول
521,الغاء المتابعه
522,مشاركة الخرائط مع الاصدقاء
523,شارك هذه الخريطة لتحصل على
524,افتراضي
525,الحساب غير موجود
526,تم تجميد الحساب
527,اسم الحساب مكرر
528,رقم النسخة
529,عدد أيام الانشاء
530,النجاه
531,المدة:
532,الاحداثيات:
533,الارتفاع:
534,جاري الشراء
535,استلام
536,(تم الاستلام بالكامل)
537,(تم البيع بالكامل)
538,بيع
539,تبديل
540,"لقد قمت بشراء البضائع بالكامل, من فضلك قم بالتحديث"
541,"لقد قمت ببيع البضائع بالكامل, من فضلك قم بالتحديث"
542,نجاح
543,تبديل
544,ليس بحوزتك قطعا كافية لاستبدالها
545,تم الشراء بنجاح
546,"تم تحديث البضائع بالكامل, من فضلك قم بالاختيار"
547,تحديث
548,انفاق
549,رف البضائع
550,تحتاج
551,تتبع المهام
552,تمّ اصلاح @1 بنجاح!
553,من فضلك قم بوضع القطع التي ترغب باصلاحها
554,من فضلك قم بوضع مواد الاصلاح
555,لا تمتلك عددا كافيا من النجوم
556,لا تحتاج الي اصلاح
557,درجة التحمل:
558,ساعات
559,ثواني
