ID,内容
1000113,"Talimatlarıma dikkat edin, yönlendirmek için fareyi benim yönüme getirin ve hazır olduğumuzda başlayacağız."
1000114,"Birincisi sol, ben buradayım, fareyi sola hareket ettir."
1000115,Sonra sağ. Fareyi sağa hareket ettirin.
1000116,"Şimdi tepeye bakalım. Nerede olduğumu bulmak için fareyi hareket ettir, hehe."
1000117,Sonra aşağıdakiler var. Beni bulabilir misin?
1000118,"Son olarak, arka var. Şimdi fareyi biraz daha hareket ettirin."
1000121,"Tüm vücut muayenesi tamamlandı! Harika, her şey normal. Hey, bu nedir?"
1000122,"Harap bir ev gibi görünüyor, tamir edilirse geçici kalemiz olabilir!"
1000131,"Bu, çok uzak Bu. Bu görevi hızlıca gözden geçirelim!"
1000132,Şimdi boşluğun hayaleti hala yüzeydeki Myra yanardağında mühürlü.
1000133,Ancak havarileri gizlice ona çok fazla yaratıcı güç gönderdiler ve bu mühür artık rüzgarda bir mum.
1000134,"Bununla birlikte, tam olarak boşluğun hayaleti, boşluğun çok fazla gücünü tüketen üçgen kapıyı şimdi açmaya istekli olduğu içindir. Şimdi onu yok etmek için mükemmel bir zaman!"
1000135,Ama şimdi yanardağ fokunun üç anahtarını toplamamız ve onu yok etmeden önce foktan zorla çıkarmamız gerekiyor.
1000136,"Ve bu üç anahtar sırasıyla Myra, Flame Star ve Cute Eye Star 'da saklanır."
1000137,"Işınlanma sürecindeki kaza, getirdiğimiz tüm ekipmanı çoktan kaybetti. Mevcut ekipmanlarımızla tamamlamak temelde imkansızdır."
1000138,Ama cesaretini kırma! Senin için bir dizi hedef belirledim ve onları takip etmek kesinlikle sorun değil!
1000141,"Buraya bak. Bu ""görev takip kutusu"" dur ve izleme açık olan görev burada görüntülenecektir."
1000142,"Tamamlandığında, otomatik olarak bir sonraki göreve geçecektir."
1000143,"Daha ayrıntılı görev içeriği görmek istiyorsanız, kontrol panelini açmak için üzerine tıklamanız yeterlidir."
1000144,"Bu sizin için özelleştirdiğim ilk görev, önce biraz @item_11627# toplayalım."
2000001,Saat @item_12541# poof 'ta iskeleye gidelim mi diyorsunuz.
2000002,"Hey, biraz yorgun göründüğünü görüyorum, dinlenecek bir yer bulmak ister misin?"
2000003,Myra 'nın manzarası gerçekten harika ve umarım kriz bittiğinde burada bir yuva kurabilirim.
2000004,"Yurtdışını keşfederken yemek yemeyi unutmayın, düşük fiziksel güç yaşamı tehdit eder!"
2000005,"Yine şaşkınsın, aklında bir şey varsa veya herhangi bir zorlukla karşılaşırsan, bana bundan bahsedebilirsin!"
2000006,Şu anki Myra yıldızı savaşın izlerini hiç göremiyor.
2000007,"Boş havariler her zaman enerji çalmak için yaratıkların arkasına saklanırlar, bu gerçekten iğrenç!"
2000008,Myra Starry Sky Island 'da uçan tavuk adı verilen şişman bir hayvan var. Birkaç şeftali besleyin ve uçmak için sürebilirsiniz!
2000009,"Boş adaya giderseniz, yüzeydeki açıkta kalan titanyum alaşımını kazabilirsiniz. Bu metal çok sert. Karşılaştığınızda daha fazlasını toplamayı unutmayın!"
2000010,"Bazı bloklar, siyah küspe bloklarından oluşan derin denizde gizlenmiş bir kaplıca gibi belirli bir şekilde birleştirildiklerinde şekil değiştirirler."
2000011,"Tespit edilen habere göre, gizli gümüş madenleri nispeten yüksekliğin yerden yaklaşık 10-30 kat aşağıda olduğu konumda yoğunlaşıyor!"
2000012,"Başka gezegenlere gitmek istiyorsak, önce yıldız istasyonunu yeniden etkinleştirmeliyiz."
2000013,Bu zavallı vahşiler boşluğun gücüyle aşındırıldı ve onları bir an önce kurtarmalıyız!
2000014,Çölde genellikle sarı kumun üzerinde siyah bir gölge görebilirsiniz. Aslında kumda saklanan zehirli kuyruklu bir akreptir. Dikkatli ol!
2000015,"Çiğ yemek yememeye çalışın, ishal olacağınıza dikkat edin."
2000016,"Yağmur ormanlarındaki bazı uzun ağaç yaprakları geceleri parlayacak, yunusa dikkat etmeyi unutmayın."
2000017,Mira 'nın yıldızında suona adında bir müzik aleti var. Sesin çok farklı olduğunu duydum. Hadi deneyelim.
2000018,"Yıldız enerjisinin ve rünlerin gücü de yaratılışın gücünden kaynaklansa da, son uygulama yönü tamamen farklıdır."
2000019,"Bu gezinin amacını gözden geçirelim. Şimdi boşluğun hayaletini ortadan kaldırmak için mükemmel bir zaman, ancak boşluğun hayaletini volkanik sunaktan zorla çıkarmak için kutsal meyveyi, alevli kırık kılıcı ve taş adamın gözünü elde etmeniz gerekiyor."
2000020,"Asla bir bulutun üzerinde durma, o kadar ağırlığı kaldıramaz!"
2000021,"Alevli yıldıza gidersek, yıldız enerji cevherini kazabiliriz!"
2000022,"Çölde bazen bir grup iş adamıyla tanışabileceğimiz, amaçlarının vahaya gidip iş yapmak olduğu, vahayı bulmak için onları takip edebileceğimiz söylenir."
2000023,"Vahşi partner ne yazık ki ölürse, geride bıraktıkları paketi bulmayı unutmayın, içerideki hediyelik eşyalar hayat hikayelerini kaydeder."
2000024,"Bitki ekerken, bitki tipini ayırt etmeyi unutmayın. Mahsuller sadece ekilebilir araziye dikilirken, çiçekler ve ağaçlar toprak çukurlarına dikilmelidir."
2000025,Mira 'da açık havada gece çok tehlikelidir. Geceleri hareket etmeniz tavsiye edilmez. Şafakta uyuyabilir ve uyanabiliriz.
2000026,Woworth canavarının kulaklarının bir büyük ve bir küçük olduğunu fark ettiniz mi? Çok tatlı ~
2000027,"Su altı aktiviteleri, su ne kadar derin olursa, su basıncı o kadar büyük olur ve vücut buna dayanamayacaksa dalgıç kıyafeti giymeyi unutmayın."
2000028,"Derin deniz, camı zorlaştırabilecek farklı bir mineral içerir."
2000029,"Uzun zaman geçti ve öyle görünüyor ki hatıra biraz yıpranmış. Kutsal meyve Tüy Yılan Tanrısı 'nın gövdesinde, alevli kırık kılıcın kara ejderha denemesini geçmesi gerekiyor ve taş adamın gözü eski devin kontrol merkezi."
2000030,"Bu bir kabussa, yakında uyanmayı umuyoruz."
2000031,"Buradaki ekolojik yapı çok değişti, bilgileri güncellemeliyim."
2000032,"Hayatın doğuşu gerçekten bir tesadüf, Cute Eye Star gibi ince oksijene sahip bir gezegen bile hayatı doğurabilir ki bu gerçekten harika!"
2000033,Alevli yıldız yıldıza o kadar yakın ki yanmaz bir sırt çantası olmadan yürümek imkansız.
2000034,Mira ile karşılaşan yerlilere merhaba demeyi unutmayın.
2000035,"Uzun, çok uzun zaman önce ilk boşluk savaşında, eski devler birincinin nihai savaş silahıydı ve birkaç yıl boyunca boşluk güçlerine karşı savaşıyorlardı!"
2000036,"Kum Ruhu ve Myra 'da Selamlama gibi temel yaşam formları, temelde yıldız enerjisi tarafından yönlendirilen Rami ve ben gibi yaşam formlarından farklı olan rün gücü tarafından yönlendirilir!"
2000037,"Çok sessiz görünüyorsun, ne düşünüyorsun?"
2000038,Sana böyle bakmak biraz zahmetli görünüyor. Neden yürüyüşe çıkmıyoruz? Belki yeni bir şey keşfederiz!
2000039,"Düşmanı yenmene yardım edemesem de, her zaman yanında olacağım ve seni ruhen tamamen destekleyeceğim!"
2000040,İnsan hayal gücü sonsuzdur ve ancak sürekli keşfederek daha fazla olasılık keşfedebiliriz.
2000041,Bazen yalnız kalmamız ve kalbimizi iyi yerleştirmemiz gerekir.
2000042,"Başarısızlık korkunç değildir, korkunç olan başarısızlık yüzünden vazgeçmenizdir. Hadi, doğru yolu bul, bunu yapabileceğine inanıyorum!"
2000043,"Her seçim farklı sonuçlar getirecektir, bu yüzden dikkatlice düşünmeli ve akıllıca kararlar vermeliyiz."
2000044,Beklenmedik durumlarla her an başa çıkmaya hazır olun ve hafife almayın.
2000045,"Ne zaman dışarı çıksanız, ekipman ve malzeme getirmeyi unutmayın, tehlike durumunda bununla daha sakin başa çıkabilirsiniz."
2000046,Servis ömürlerini sağlamak için ekipmanı zamanında tamir etmeyi unutmayın. Tamir etmeyi unutsanız da bir tane daha yapabilirsiniz.
2000047,"Bazı yerlerdeki iklim ve çevrenin üzerimizde etkisi olabilir, bu nedenle zamanında uyum sağlamaya dikkat etmeliyiz."
2000048,Merhaba ne yapıyorsun? Birlikte oynamak ister misin?
2000049,"Kayıp mısın? Sağ üst köşedeki küçük haritaya bakın, size yönü söyleyebilir."
2000050,"Ağaçtaki meyveyi istediğiniz zaman seçmeyi unutmayın, bu elde edilecek en iyi besindir."
2000051,"Yolda güvenliğe dikkat edin, daha fazla yıldızı kurtarın ve tehlikeden korkun."
2000052,"Zorluklarla karşılaştığınızda korkmayın, cesurca yüzleşin!"
2000053,"Oh oh, bu gezegendeki gökyüzü çok güzel!"
2000054,"Kendinizi yorgun veya şaşkın hissediyorsanız endişelenmeyin, her zaman yanınızda olacağım!"
2000055,"Yalnız değilsin, ben burada seninleyim! Kayıp ortaklar da var, onlar da gelecek yolculukta seni bekliyor!"
2000056,Lanetli vahşilerin gün içinde uykuya daldığını biliyor muydunuz?
2000057,"Bazen, yine de vücudunuzdaki ekipmanı kontrol etmeniz gerekir."
2000058,"Bazen başarısızlık kötü bir şey değildir, daha iyi büyümenizi sağlar."
2000059,Myra 'nın kelebekleri çimleri çiçeklere dönüştürecek ama dikkatli olmazlarsa taşacaklar.
3001001,"""@item_588#"" Ayarlar kontrolü tamamlandı! Durum normal! Neyse ki, boşluğun hayaleti henüz bizi bulamadı, dikkatli olun."
3001002,"""@item_589#"" Ayarlar kontrol edildi! Durum normal!"
3001003,"""@item_587#"" Ayarlar kontrol edildi! Durum normal!"
3001004,Sonunda boşluğun hayaletiyle yüz yüze gelebilirim! Savaşmaya hazırlanın!!
3001005,"Harika! Boşluğun hayaletini yendikten sonra, mini evren artık nihayet güvende!"
3001006,"Boşluğun hayaleti yakınlara bir şey düşürmüş gibi görünüyor, bu yüzden dikkatlice arayın."
3001007,"Bu @item_11333# poof, ancak yıldız bağlantısına sızmış gibi görünüyor."
3001008,"Ancak, tamir edilen yıldız istasyonuna bağlanmak ve denemek için kullanabiliriz."
3002001,"Çok iyi, @item_11627# bir kısmını topladı!"
3002002,Hazırlamak için birkaç parça daha kazabilir veya görevin ödüllerini hemen almak için kontrol panelini açabilirsiniz.
3002003,"Yeni görevi sizin için güncelledim, @item_11627# biraz @item_11006# kesecek kadar."
3002004,"Görünüşe göre @item_11323# da topladı, bir @item_11002# işlemek için kontrol panelini açmaya çalışın!"
3002005,"Bu @item_11002# gerçekten iyi görünüyor, şimdi odun kesmek eskisinden çok daha hızlı olmalı."
3002006,"Bir ağaç bulun ve deneyin, bu sefer dallara ihtiyacımız yok, hadi gövdeyi keselim ve biraz @item_11323# toplayalım."
3002007,"Ha! Bu @item_11323# ile @item_206# 'yı işleyebiliriz! Myra geceleri çok tehlikeli, hızla geçici bir kale inşa etmeliyiz."
3002008,İlk geldiğimizde Star Station yakınlarındaki harap binayı hatırlıyor musun?
3002009,"O binayı @item_206# ile tamir edersek, belki geçici kalemiz olarak kullanılabilir!"
3002010,"Sohbet kutusunda seninle konuşmak biraz harika hissettiriyor, hehe. Bir şeyler yaparken ""söylememi"" izleyebilirsin. Git ve @item_206# koy."
3002011,"İnşa edilen kaleler sadece savunma için kullanılabilir, ayrıca acil durumlar için kullanışlı bir silaha ihtiyacınız vardır. Bir @item_12012# işleyin, buna ihtiyacınız olacak."
3002012,"Buna ne dersin? @item_12012# ile savaş etkinliği büyük ölçüde iyileştirildi. Ancak, taş silahlar yalnızca mevcut savaş aşamamızı destekleyebilir ve kendimizi güçlendirmeye devam etmeliyiz!"
3002013,"Bu arada, geceyi güvenli bir şekilde geçirmek için biraz da aydınlatmaya ihtiyacımız var."
3002014,"Gidip biraz @item_11226# ve @item_11323# toplayalım, böylece @item_298# işleyebiliriz."
3002015,"Şimdi bir ışık kaynağı var. Ancak bu tür küçük bir meşale uzun süre yanmaz, eğer @item_1200# varsa, daha güvenli olacaktır."
3002016,"Harap binada bir @item_1200# olduğunu hatırlıyorum, onu yakmak ve denemek için @item_298# kullanabilirsiniz."
3002017,(Alkışlar) @item_1200# Çok sıcak ~ Bu güven verici ışığı görmek bilinçsizce çıkıyor ~
3002018,Aydınlatma ekipmanı hazır! Bir sonraki adım en önemli @item_828#! @item_828# ile şafağı hissedebilirsiniz!
3002019,"@item_800# 'ün @item_828# yapamayacağını neredeyse unutuyordum, yine de önce @item_800# yapmamız gerekiyor."
3002020,"Bu @item_800# çok eksiksiz olmasa da, zaten daha fazlasını yapabilir!"
3002021,"""Taze pişmiş"" @item_800# 'ü deneyin, işleme sayfasını açmak için tıklamanız yeterli."
3002022,"@item_828# yapmak için hammaddeler vazgeçilmez olmalı, @item_11226#ve @item_11006# yeterli mi?"
3002023,"Bu sefer her şey nihayet hazır, uzanmak için @item_828# 'a tıklamanız yeterli."
3002024,"Ancak sağ üst köşedeki zamana dikkat etmeniz gerekiyor, geceyi atlamak için sadece 18: 00 'den sonra @item_828# kullanabileceğinizi unutmayın!"
3002025,"Zamanı geldiğinde uyumayı unutma. Önce bir mola vereceğim. Bir şeyi işlemek istiyorsanız, bana çok benzeyen aşağıdaki düğmeyi tıklayın ve beni Bu ~ olarak arayın."
3003001,"Et pişirilir!! Eti al ve ye, yakma."
3003002,Çok hoş kokulu ~ Nefret dolu tasarımcı benim için bir yeme modülü kurmadı. Şimdi sadece tadının kokusunu alabiliyorum ve yiyemiyorum. Umarım bir gün onunla da ziyafet çekebilirim.
3003003,Yemek yedikten sonra daha enerjik olmalısınız! Aletlerimizi ve ekipmanlarımızı yükseltme zamanı.
3003004,"İlk olarak, yükseltme için ham madde toplamamız gerekiyor, @item_11201# ve @item_11329# vazgeçilmezdir."
3003005,"Ama onları almak istiyorsanız, önce özel madencilik araçları hazırlamanız gerekir, @item_11012#! Önce @item_11012# yapın, sonra devam edeceğim."
3003006,"İşleri yapmak gittikçe daha yetkin hale geliyor, hehe ~ @item_11012# ile artık madenciliğe gidebilirsiniz ~"
3003007,"Önce @item_11201# toplamaya gidelim, @item_402# genellikle Myra Star 'ın yeraltına dağılır ve çok derin kazmaya gerek yoktur. Nispeten sığ yerlerdedirler ve nadiren yüzeye dağılırlar."
3003008,Cevherin yüzeyi esas olarak bulunması nispeten kolay olan dağınık mavi kristallerdir.
3003009,"Yerde arayabilir veya küçük bir tünel kazabilirsiniz, yakında bulunmalıdır. Haydi!"
3003010,"@item_402# 'yi bu kadar çabuk bulmak, madencilik için herhangi bir yeteneğiniz var mı?"
3003011,"Şaka yapıyorum, şimdi gidip @item_11329# 'u bulalım!"
3003012,@item_451# 'in dağılımı @item_402#' ninkinden çok farklı değildir ve cevherin yüzeyi esas olarak oldukça tanınabilir olan bazı turuncu-sarı metal parçalarıyla dağılmıştır.
3003013,"Belki de kazarken gördüm @item_402# ~ Ama cevher çok fazla değil, biraz daha toplayalım."
3003014,Madencilik için gerçekten bir yetenek var mı?! @item_451# çok hızlı bir şekilde bulundu.
3003015,"Artık hammaddelerin hepsi bir araya getirildiğine göre, bir sonraki adım mineral eritme."
3003016,"Eritme biraz zaman alacaktır. Güvenli tarafta olmak için önce üsse geri dönebiliriz. Verimliliği artırmak istiyorsanız, yerinde çözmek büyük bir sorun gibi görünmüyor."
3003017,"Önce @item_802# yapalım, gerisini sonra konuşuruz."
3003018,"@item_802# alırsanız, mineralleri koklayabilirsiniz. Nerede koklayacağınıza karar verin ve @item_802# 'yi bırakın."
3003019,"Serbest bırakıldıktan sonra, eritme arayüzünü açmak için @item_802# square 'e tıklamanız yeterlidir."
3003020,Ardından yeni topladığımız @item_451# ve @item_11201# 'i koyun ve her şey yoluna girecek. Hazır olduğunuzda eritmeye başlayın.
3003021,"Ey! @item_11329# eritildi, aç @item_802# geri dönüştürün."
3003022,"Taştan yapılmış eritme masası sadece tek tek eritilebilir. Bundan sonra, @item_11329# verimliliği artırmak için pirinç bir eritme masası yapabilir."
3003023,"Ama bunların hepsi başka bir şey, önce araçları yükseltmek için bu @item_11329# grubunu kullanalım. @item_11011 ile# madencilik verimliliği çok daha yüksek olacak!"
3003024,"Tebrikler! Görünüşe göre artık acemi değil, ""Yeni Kaşif"" hedefi altındaki tüm görevleri tamamladınız!"
3003025,Öğrenmek için vahşi doğada hayatta kalmanın hala birçok yolu var. Onları kontrol paneline ekledim. Onaylamak için açabilirsiniz.
3003026,"Ama nihai hedefimizi unutmayın, tüm mini evren artık tehlikede ve dünyayı kurtarma görevi omuzlarımızda ve bunu hafife alamayız."
3003027,"Genelde ara katta dinlenirim, ihtiyacın olursa beni araman yeterli. Hazır olduğunuzda yola devam edin!"
3004001,"Bu, aslında bir @item_11032# yaptınız. Artık ekin yetiştirmek için ekilebilir araziler yetiştirebilirsiniz ve çiftçiliğin ruhu bu kadar yanıyor!"
3004002,"Bitkilerin ekimden sonra olgunlaşması için bir süre beklemesi gerekir, daha hızlı büyümelerini istiyorsanız, onları döllemek için biraz @item_11311# alabilirsiniz."
3004003,"@item_812# 'nin dokusu yeterince sert değil ve vahşiler tarafından zarar görmesi kolay. Kalenin etrafında bir korkuluk çemberi varsa, çok daha güvenli olacaktır."
3004004,"@item_104# 'a bir yıldız verirsem, bu konumu kaydedebilirim. Gelecekte herhangi bir tehlike varsa, seni zorla geri gönderebilirim."
3004005,Başka bir büyük hedefi başardığınız için tebrikler!! Bir adım daha ileri gitme ve hangi yeni görevlerin olduğunu görme zamanı!
3005001,"Bu deriler çok güçlüdür, eğer @item_11329# ile birlikte bakır ekipmana işlenirlerse, vahşi doğada hayatta kalmamıza kesinlikle yardımcı olacaktır!"
3005002,"Hehe, bu ekipman seti eskisinden daha görkemli hissettiriyor. Toplamda 4 parça pirinç ekipman var ve toplanabilseydi daha da güçlü olurdu."
3005003,"Silahlar ve zırhlar hazır, Boş Havarilere bir ders verme zamanı! Bu kötü adamlar her yerde yaratıcı gücü çalıyorlar ve hızlı bir şekilde durdurulmaları gerekiyor!"
3005004,"Void Apostles tarafından düşürülen @item_11911#, çaldıkları yaratıcı güçten yoğunlaşmıştır. @item_800# 'a yüklerseniz, @item_797# alabilirsiniz!"
3005005,"Tüm tarifleri görmek için @item_797# 'a tıklayın! Ancak kilidini açmak için çizimlerde bulunması gereken bazı aksesuarlar var, bu nedenle gelecekteki yolculuğa daha fazla dikkat edin."
3005006,"Eritme masası yükseltildi ve artık tek seferde iki mineral eritilebilir! @item_401# aramaya gidelim, erittiği @item_11209# çok önemli bir metal!"
3005007,"@item_11209# ile daha fazla şey yapabiliriz, hangi yeni şeylerin yapılabileceğini görmek için zanaatkar masasına gidebiliriz!"
3005008,"Şimdi kazma hızı çok hızlı olmalı, @item_785# yapmadan önce bazı mayınları kazmak için yeraltına gidebiliriz!"
3005009,Kayıtlara göre rün taşı Myra 'ya özgü bir mineraldir. Silahlara veya aletlere kakıldığında beklenmedik bir güç elde edebilir!
3005010,Ah! Mira 'da hayatta kalmanın tüm temellerini öğrendin!
3005011,"Sonraki... Bir dakika, bir bakayım... Ah, yıldız istasyonunu tamir etme zamanı."
3005012,"Veya yapmak istediğiniz başka bir şey varsa, diğer görevleri görmek için ekrandaki görev izleme kutusuna tıklamanız yeterli!"
3006001,"Bir bakayım, bu enerji parçaları uzun süredir yerde uyuyor ve umarım bir enerji çekirdeğinde birleştirilebilirler."
3006002,"Aslında başardım! Çekirdek elde ve şimdi @item_11334# bulmam gerekiyor. Veritabanında boş ada ekolojisinde olduğu görülüyor, hadi gidelim."
3006003,Gerçekten muhteşem. Ama ada çok yüksek. Oraya çıkmanın bir yolunu bulmamız gerekecek. Önce etrafımıza bakalım.
3006004,"Kanatlı adam nasıl bu kadar çok cips aldı, ama sonunda anladı, şimdi @item_11335# işleyebilir."
3006005,"Bileşenler ve çekirdek hazır, yıldız istasyonunu tamir etme zamanı! @item_11331# 'in pervane açıklamasına daha yakından bakın!"
3006006,"Oh, konsol başarıyla etkinleştirildi! Bu yıldız istasyonu yıldız bağlantısına yeniden bağlandı, ışınlanma modülünü yükseltmek için @item_11335# kullanın!"
3006007,Bağlantı başarılı oldu! Bu yıldız istasyonu gezegenler arası iletim işlevini geri yükledi. Birkaç yıldız istasyonunu daha onarın ve seyahatimiz daha uygun olacaktır.
3006008,"Hazır mısınız, ""Üç Kutsal Nesneyi"" bulma zamanı! En son güncellenen görevlere göz atın."
3007001,"Görünüşe göre yağmur ormanlarını bulduk. Yağmur ormanı tehlikelerle dolu, dikkatli olmalısın."
3007002,"Bu @item_11601#, yağmur ormanı ağaçlarının içindeki aşırı yaratıcı gücün çökelttiği kristallerdir ve @item_11329#, @item_11597# yapabilir."
3007003,"Yeni işlenen @item_11597# tapınağın anahtarıdır, ancak idolü etkinleştirmek için doğru tapınağı bulmamız gerekiyor, hadi yağmur ormanlarına bakalım."
3007004,"Bu Yağmur Ormanı Tapınağı mı?! Malzemelerde görmüş olmama rağmen, onu görmenin gerçek hissi hala oldukça şok edici!"
3007005,"""Tüylü Yılan Tanrısı"" olarak bilinen canavar tapınağın içinde ve @item_591# almak istiyorsanız önce onu yenmelisiniz. Hazır mısın?"
3007006,"Tüy Yılanı Tanrısının yakındaki yere ne düşürdüğünü hızlıca arayın, magmaya düşmeyin..."
3007007,Kutsal meyve aslında Tüy Yılan Tanrısının vücudunda sindirildi ve geriye sadece tohumlar kaldı. Dikmek için boş bir yer bulun.
3007008,"Böyle küçük bir tohum böyle büyük bir ağaca dönüşebilir! Meyve taca yakın olmalı, bu yüzden kalkmanın bir yolunu bulmalıyız."
3007009,"Sonunda @item_591# aldım, sıkı çalışma. Aşağı inerken dikkatli ol, yol boyunca yükseklikten biraz korkuyorum..."
3007010,"Oh ho ho, bu kanatlar çok güzel, yüksekten düşerken çok daha güvenliler."
3007011,"Bu toz çok güzel ve parlak, benimkiyle aynı renk, hehe."
3007012,Vahşi rahibin elinde bir şey eksikmiş gibi tuttuğu şey bu mu?
3007013,"Çok yakışıklı, ne tür şeylerin başlatılabileceğini görmeye çalış."
3008001,"Tanrım, bu Yanan Yıldız mı? Burası çok sıcak. Güneşe çok yakın."
3008002,"Kara ejderhaya gitmeden önce, önce bir @item_12277# işlemenin daha iyi olacağını düşünüyorum."
3008003,"Kazanmak! Gerçekten heyecan verici, kara ejderha çok güçlü. Ama şimdi kara ejderha gücünü kabul etmeli, hehe."
3008004,"Git @item_588# al, bu senin ""cesaretinin"" kanıtı!"
3008005,"Bu ""Alev Kırık Kılıç"" mı? Açıkçası iki dünya arasındaki uzun vadeli işbirliğinin bir anısıdır, ancak kırık bir kılıç görüntüsü kullanılır. Bazen tasarımcının düşüncelerini anlamak gerçekten zordur."
3008006,"Kara ejderhanın başka iki formu daha vardır. Boş enerjiniz varsa, ona meydan okumaya çalışabilirsiniz. Gücünüzün hala biraz kısa olduğunu düşünüyorsanız, bir dahaki sefere geri gelebilirsiniz."
3008007,"Listedeki yeni görevi güncelledim, bir göz atabilirsiniz."
3008008,"Aslında kara ejderhayı lav şeklinde yendin, çok harikasın! Git ve kara ejderhanın bize ne bıraktığını gör."
3008009,"Kaotik form bundan başka bir şey değil, buhehe. Git ödülü al, hala Dragon Island 'ın ortasındaki kavanozda."
3008010,"Çok daha iyi hissediyorum, neredeyse eriyeceğimi düşünmüştüm. Neredeyse erimeyeceğimi unutuyordum, hehe ~"
3009001,"Buradaki gökyüzü çok güzel! Ama sevimli göz yıldızının atmosferi çok ince, eski devleri çağırmadan önce biraz oksijen ekipmanına ihtiyacınız olabilir, ne yapabileceğinizi görmek için zanaatkar istasyonunu kullanın."
3009002,"Kadim dev sonunda özgür, boşluğun hayaleti gerçekten büyük bir suç! Acele et ve geri dönüşüm @item_589#, boşluğun hayaleti yakın!"
