ID,名字,描述
27001,Pertahanan serangan jauh (LV1),Kecederaan disebabkan oleh serangan jauh menurun 25%
27002,Pertahanan serangan jauh (LV2),Kecederaan disebabkan oleh serangan jauh menurun 50%
27003,Pertahanan serangan jauh (LV3),Kecederaan disebabkan oleh serangan jauh menurun 75%
28001,Pertahanan ledakan(LV1),Kecederaan disebabkan oleh ledakan menurun 25%
28002,Pertahanan ledakan(LV2),Kecederaan disebabkan oleh ledakan menurun 50%
28003,Pertahanan ledakan(LV3),Kecederaan disebabkan oleh ledakan menurun 75%
29001,Pertahanan Api(LV1),Kecederaan disebabkan oleh terbakar menurun 25%
29002,Pertahanan Api(LV2),Kecederaan disebabkan oleh terbakar menurun 50%
29003,Pertahanan Api(LV3),Kecederaan disebabkan oleh terbakar menurun 75%
30001,Pertahanan Racun(LV1),Kecederaan disebabkan oleh keracunan menurun 25%
30002,Pertahanan Racun(LV2),Kecederaan disebabkan oleh keracunan menurun 50%
30003,Pertahanan Racun(LV3),Kecederaan disebabkan oleh keracunan menurun 75%
31001,Pertahanan Huru-Hara (LV1),Kecederaan disebabkan oleh serangan gelap menurun 25%
31002,Pertahanan Huru-Hara (LV2),Kecederaan disebabkan oleh serangan gelap menurun 50%
31003,Pertahanan Huru-Hara (LV3),Kecederaan disebabkan oleh serangan gelap menurun 75%
32001,Pertahanan Jatuh(Lv1),Kecederaan disebabkan oleh jatuh menurun 25%
32002,Pertahanan Jatuh(Lv2),Kecederaan disebabkan oleh jatuh menurun 50%
32003,Pertahanan Jatuh(Lv3),Kecederaan disebabkan oleh jatuh menurun 75%
33000,Kebakaran Lv 0,Menyebabkan 3 skor kerosakan setiap 1 saat.
33001,Terbakar (Lv1),Setiap saat akan menyebabkan 5 poin cedera.
33002,Terbakar (Lv2),Setiap saat akan menyebabkan 10 poin cedera.
33003,Terbakar (Lv3),Setiap saat akan menyebabkan 15 poin cedera.
33004,Terbakar (Lv4),Setiap saat akan menyebabkan 20 poin cedera.
33005,Terbakar (Lv5),Setiap saat akan menyebabkan 25 poin cedera.
34001,Keracunan (Lv1),Setiap saat akan menyebabkan 5 poin cedera.
34002,Keracunan (Lv2),Setiap saat akan menyebabkan 10 poin cedera.
34003,Keracunan (Lv3),Setiap saat akan menyebabkan 15 poin cedera.
35001,Kegelapan(LV1),Setiap 2 saat akan menyebabkan 10 poin cedera.
35002,Kegelapan (LV2),Setiap 2 saat akan menyebabkan 10 poin cedera.
35003,Kegelapan (LV3),Setiap 2 saat akan menyebabkan 10 poin cedera.
36001,Keracunan makanan (Lv. 1),"Anda berasa lebih lapar, dan kelajuan lapar anda meningkat sebanyak 25%."
36002,Keracunan makanan(Lv. 2),"Anda berasa lebih lapar, dan kelajuan lapar anda meningkat sebanyak 50%."
36003,Keracunan makanan (Lv. 3),"Anda berasa lebih lapar, dan kelajuan lapar anda meningkat sebanyak 75%."
37001,Bernafas dalam air (tahap rendah),Mempunyai kemampuan bernafas dalam air.
37002,Bernafas dalam air (tahap sederhana),Mempunyai kemampuan bernafas dalam air.
37003,Bernafas dalam air (tahap tinggi),Mempunyai kemampuan bernafas dalam air.
38001,Pusing!(Lv1),"Oh, aku merasa seperti sedang terbang"
38002,Pusing!(Lv2),"Oh, aku merasa seperti sedang terbang"
38003,Pusing!(Lv3),"Oh, aku merasa seperti sedang terbang"
39001,Ribut!(Lv1),Hadiah dari poket Santa.
39002,@Null@,@Null@
39003,@Null@,@Null@
40001,Aku jadi besar!(Lv1),Dunia macam semakin mengecil
40002,@Null@,@Null@
40003,@Null@,@Null@
41001,Saya dikecilkan! (Lv1),Dunia macam semakin membesar!
41002,@Null@,@Null@
41003,@Null@,@Null@
42001,Buih (Lv1),"Dibalut oleh gelembung, saya berasa ringan."
42002,Buih (Lv2),"Dibalut oleh gelembung, saya berasa ringan."
42003,Buih (Lv3),"Dibalut oleh gelembung, saya berasa ringan."
43001,Melambung(Lv1),Melantun
43002,@Null@,@Null@
43003,@Null@,@Null@
44001,Racun lebah (Lv1),Keracunan berterusan. Kepala juga bengkak.
44002,@Null@,@Null@
44003,@Null@,@Null@
45001,Beku (Lv1),Kesejukan menyebabkan pergerakan anda menjadi lambat.
45002,Beku (Lv2),Kesejukan menyebabkan pergerakan anda menjadi lambat.
45003,Beku (Lv3),Kesejukan menyebabkan pergerakan anda menjadi lambat.
46001,Terbatas(Lv1),"Dikawal, mengalami kecederaan berterusan."
46002,@Null@,@Null@
46003,@Null@,@Null@
47001,Terbakar(Lv1),"Terbakar, mengalami kecederaan berterusan."
47002,Terbakar(Lv2),"Terbakar, mengalami kecederaan berterusan."
47003,@Null@,@Null@
48001,@Null@,@Null@
48002,@Null@,@Null@
48003,@Null@,@Null@
49001,@Null@,@Null@
49002,@Null@,@Null@
49003,@Null@,@Null@
50001,Pemulihan nyawa laju (Lv1),Pulih 15 poin nyawa setiap 5 saat
50002,Pemulihan nyawa laju (Lv2),Pulih 30 poin nyawa setiap 5 saat
50003,Pemulihan nyawa laju (Lv3),Pulih 40 poin nyawa setiap 5 saat
50004,Pemulihan nyawa laju (Lv4),Pulih 50 poin nyawa setiap 5 saat
51001,Pemulihan nyawa laju (Lv5),Pulih 75 poin nyawa setiap 30 saat
51002,Pemulihan nyawa (Lv2),Pulih 60 poin nyawa setiap 12 saat
52001,Kekuatan misterius dari cendawan merah mutasi (Lv1),Pulihkan 5 HP sesaat
52002,Kekuatan misterius dari cendawan merah mutasi (Lv2),Kurangkan 5 hp sesaat
52003,@Null@,@Null@
53001,Kekuatan misteri cendanwan (Lv1),Menggali meningkat sebanyak 25%
53002,Kekuatan misteri cendanwan i (Lv2),Digging dikurangkan sebanyak 25%
53003,@Null@,@Null@
54001,Imuniti Toksin,Kekebalan kepada toksin
54002,@Null@,@Null@
54003,@Null@,@Null@
55001,Pek Detoks,Adakah.. Racun serangga?
55002,@Null@,@Null@
55003,@Null@,@Null@
56001,@Null@,@Null@
56002,@Null@,@Null@
56003,@Null@,@Null@
57001,@Null@,@Null@
57002,@Null@,@Null@
57003,@Null@,@Null@
58001,@Null@,@Null@
58002,@Null@,@Null@
58003,@Null@,@Null@
59001,@Null@,@Null@
59002,@Null@,@Null@
59003,@Null@,@Null@
60001,Keracunan(LV1),Menyebabkan 5 poin kecederaan setiap 1.2 saat.
60002,Keracunan(LV2),Menyebabkan 5 poin kecederaan setiap saat.
61001,Serangan newbie,Meningkatkan kecederaan serangan dekat secara besar.
62001,Pertahanan Serangan Dekat,Mengurangkan kecederaan serangan dekat sebanyak 100%
63001,Angin Horas,Gas beracun yang tidak selesa
63002,@Null@,@Null@
63003,@Null@,@Null@
64001,Racun Horas,"Paru-paru dipenuhi dengan gas beracun, mengambil kerosakan secara berterusan."
64002,@Null@,@Null@
64003,@Null@,@Null@
65001,Bekalan oksigen tidak stabil,Ada oksigen (sementara)
65002,Kelengkapan bekalan oksigen,Persekitaran yang mempunyai oksigen membuat orang berasa nyaman.
65003,Bekalan oksigen permanen,Persekitaran yang mempunyai oksigen membuat orang berasa nyaman.
66001,Bekalan oksigen tidak stabil,Udara yang membuat orang berasa tidak nyaman
66002,@Null@,@Null@
66003,@Null@,@Null@
67001,Zon oksigen Regen Rune,Setiap kali diaktifkan dapat membentuk zon yang mempunyai oksigen dalam tempoh masa tertentu.
67002,@Null@,Bekalan oksigen secara berkekalan.
67003,@Null@,@Null@
68001,Keracunan makanan(LV1),Anda berasa lagi lapar.
68002,@Null@,@Null@
68003,@Null@,@Null@
69001,@Null@,@Null@
69002,@Null@,@Null@
69003,@Null@,@Null@
70001,Sepak bola - tanpa bola,Operasi untuk meluncur bola dan memintas bola.
70002,Sepak bola - membawa bola,Operasi untuk menendang bola dan menembak bola.
70003,@Null@,@Null@
71001,Keracunan ayam mutasi,Ayam keracunan setelah memakan makanan yang sudah mengalami mutasi.
72001,Bola keranjang - tanpa bola,"Dalam keadaan tiada bola: boleh menjalankan operasi merebut, menghambat dan cap. 
Klik kiri: merebut bola, 
Klik kanan: menghambat bola dengan menghalang laluan pihak lawan
Klik Space: cap, melompat dan menepuk bola di udara."
72002,Bola keranjang - membawa bola,"Dalam keadaan ada bola: boleh menjalankan operasi menghantar bola, menembak dan lari pecut
Klik kiri: menghantar bola, Klik kanan: klik dan tahan untuk tembakan. Mengakumulasi kekuasaan dan menembak keranjang. Biarkan akumulasi bar tinggal di kuning#cfa7a0farea#n, lebih mungkin untuk mencetak gol.
Klik Space: lari pecut dan melepasi orang."
72003,Gerakan,Mengganti gerakan pemain@1
73001,Panas,Tidak biasa berada dalam keadaan yang panas.
73002,Menyesuaikan diri dengan kepanasan,Tidak dipengaruhi oleh cuaca yang panas kerana telah memakai kelengkapan yang tahan panas.
74001,Oksigen rendah,@Null@
75001,Kesejukan,Tidak biasa berada dalam keadaan bersalji.
76001,Cirit birit,@Null@
77001,Berdarah,Ah.. tidak dapat berhenti! Dimanakah doctor?
77002,Kutuk pendarahan,Cepat berhenti sekarang! Batu ni tak berapa bagus.
78001,Ganti,
79001,EXP Rate,@Null@
80001,Berehat,@Null@
81001,Kaki Kuat,Bangun dengan kekuatan pada kaki anda
82001,Memulihkan Stamina,@Null@
82002,Memulihkan Stamina,@Null@
82003,Memulihkan Stamina,@Null@
83001,Memulihkan Stamina - menyusup,@Null@
83002,Memulihkan Stamina - menyusup,@Null@
83003,Memulihkan Stamina - menyusup,@Null@
84001,Meluaskan stamina,@Null@
84002,Meluaskan stamina,@Null@
84003,Meluaskan stamina,@Null@
85001,Max HP,@Null@
85002,Max HP,@Null@
85003,Max HP,@Null@
86001,Kelajuan Gerakan - Burst,@Null@
86002,Kelajuan Gerakan - Burst,@Null@
86003,Kelajuan Gerakan - Burst,@Null@
87001,Mengurangkan Keletihan - menggali blok,@Null@
87002,Mengurangkan Keletihan - menggali blok,@Null@
87003,Mengurangkan Keletihan - menggali blok,@Null@
88001,Mengurangkan Keletihan - Lari (Lompat),@Null@
88002,Mengurangkan Keletihan - Lari (Lompat),@Null@
88003,Mengurangkan Keletihan - Lari (Lompat),@Null@
89001,Mengurangkan Keletihan - menggunakan alat untuk mengecaj tenaga,@Null@
89002,Mengurangkan Keletihan - menggunakan alat untuk mengecaj tenaga,@Null@
89003,Mengurangkan Keletihan - menggunakan alat untuk mengecaj tenaga,@Null@
90001,Meninglatkan Pemulihan HP,@Null@
90002,Meninglatkan Pemulihan HP,@Null@
90003,Meninglatkan Pemulihan HP,@Null@
91001,Perlindungan daripada pohon suci,"Selepas makan buah pohon suci, anda rasa sangat bertenaga."
92001,Hadiah Awan Berwarna,"Menerima berkat daripada awan berwarna, ketinggian melompat dinaikkan dan kecederaan disebabkan oleh kejatuhan telah turun."
93001,Keletihan,Perlu makan makanan yang boleh memulihkan tenaga atau berada dalam keadaan statik untuk memulihkan stamina.
93002,Runtuh,Badan di ambang keruntuhan. Cepat makan makanan untuk memulihkan kekuatan fizikal untuk menyelamatkan!
94001,Hadiah Awal,@Null@
95001,Void,Stamina anda sedang dicuri oleh Fantom.
96001,Kekuatan Bintang,@Null@
97001,Kekuatan Bintang (sejuk),"Kuasa tenaga bintang terlalu kuat, dan tubuh manusia tidak dapat menahan terlalu banyak kuasa tenaga bintang dalam masa yang singkat."
98001,Magik transformasi Balala,Tenaga Balala - Magik transformasi
98002,Magik transformasi Balala,Tenaga Balala - Magik transformasi
98003,Magik transformasi Balala,Tenaga Balala - Magik transformasi
98004,Magik transformasi Balala,Tenaga Balala - Magik transformasi
98005,Magik transformasi Balala,Tenaga Balala - Magik transformasi
98006,Magik transformasi Balala,Tenaga Balala - Magik transformasi
98007,Magik transformasi Balala,Tenaga Balala - Magik transformasi
98008,Magik transformasi Balala,Tenaga Balala - Magik transformasi
99001,Gerhana bulan,@Null@
100001,Terbakar,Hilang 3 poin nyawa setiap saat
101001,Pencemaran (LV1),Hilang 2 poin nyawa setiap saat
101002,Pencemaran (LV2),Hilang 5 poin nyawa setiap saat
101003,Pencemaran (LV3),Hilang 10 poin nyawa setiap saat
101004,Pencemaran (LV4),Hilang 15 poin nyawa setiap saat
101005,Pencemaran (LV5),Hilang 20 poin nyawa setiap saat
102001,Pendarfluor,Badan yang mempunyai pendarfluor akan menarik perhatian sesetengah haiwan untuk menyerang.
103001,Perhatian,"Perhatian Malam tadi saya tidur dengan lena apabila saya bangun, saya mendapati diri saya sangat fokus pada perlombongan."
104001,Mata Tajam,Tidur nyenyak dan penglihatan jauh lebih baik
105001,Kemahiran Kebangkitan Cooldown,Kemahiran Laura 'Tidak kalah' dalam tempoh cooldown dan tidak dapat berfungsi dalam masa 5 minit.
105002,Kemahiran Kebangkitan Cooldown 2,Kemahiran Laura 'Tidak kalah' dalam tempoh cooldown dan tidak dapat berfungsi dalam masa 3 minit.
106001,Bangun marah,Jangan sekali-kali mengacau orang yang bangun dengan marah
107001,Pening,"mengantuk, perlukan rehat sikit"
108001,leher kaku,"Semalam, posisi tidur saya tidak berapa elok, leher bengkok, terpaksa mengelak daripada melakukan senaman yang kuat."
110001,Ditangkap,"Dikawal, menerima kerosakan secara berterusan."
200001,Terbakar(LV1),Mengalami 15 poin kecederaan terbakar setiap saat.
200002,Terbakar(LV2),Mengalami 30 poin kecederaan terbakar setiap saat.
200003,Terbakar(LV3),Mengalami 40 poin kecederaan terbakar setiap saat.
200004,Terbakar(LV4),Mengalami 60 poin kecederaan terbakar setiap saat.
201001,Huru-hara (LV.1),Mengalami 30 poin kecederaan huru-hara setiap saat.
201002,Huru-hara (LV.2),Mengalami 5 poin kecederaan huru-hara setiap saat.
202001,Ketakutan Raksasa Nian,Bunga api tahun baru menakutkan dan menghalang raksasa Nian.
202002,@Null@,@Null@
202003,@Null@,@Null@
203001,Kawalan Void,Di bawah kawalan Void Phantom dan susah untuk melarikan diri; cepat melarikan diri!
203002,@Null@,@Null@
203003,@Null@,@Null@
204001,Perlindungan Void,Menurun kecederaan disebabkan oleh serangan jauh sebanyak 75%
204002,@Null@,@Null@
204003,@Null@,@Null@
205001,Phantom yang paling hebat,"Void phantom membuka perisai perlindungan yang canggih, dapat mengelakkan semua kecederaan."
205002,@Null@,@Null@
205003,@Null@,@Null@
206001,Serangan dekat yang sangat hebat,Kecederaan disebabkan oleh serangan dekat menurun 90%
206002,Serangan dekat yang sangat hebat,Kecederaan disebabkan oleh serangan dekat menurun 90%
206003,Serangan dekat yang sangat hebat,Kecederaan disebabkan oleh serangan dekat menurun 90%
207001,Serangan jauh yang sangat hebat,Kecederaan disebabkan oleh serangan jauh menurun 90%
207002,Serangan jauh yang sangat hebat,Kecederaan disebabkan oleh serangan jauh menurun 90%
207003,Serangan jauh yang sangat hebat,Kecederaan disebabkan oleh serangan jauh menurun 90%
208001,Pertahanan ledakan yang sangat hebat,Kecederaan disebabkan oleh ledakan menurun 90%
208002,Pertahanan ledakan yang sangat hebat,Kecederaan disebabkan oleh ledakan menurun 90%
208003,Pertahanan ledakan yang sangat hebat,Kecederaan disebabkan oleh ledakan menurun 90%
209001,Pemilikan BOSS,@Null@
210001,Penyerapan Void,"Semasa Void Phantom menyerap tenaga sasaran, kecederaan yang dialami akan menurun sebanyak 50%"
220001,Pergerakan Mount Speed-Burst,Meningkatkan kelajuan gunung asas sebanyak 20%
220002,Pergerakan Mount Speed - letusan berterusan,Meningkatkan kelajuan gunung asas sebanyak 20%
230001,Stun Level 1.,"Telah terkejut, mengekalkan kerosakan dari masa ke masa."
230002,Ilusi Level 1,Jatuh ke dalam ilusi
240001,Kekuatan Muzik - Meningkatkan,Sembuh 2 HP sesaat
250001,Kekuatan Muzik - Melemahkan,Kehilangan 2 HP sesaat
260001,Ilusi Level 1,Dalam Fantasi
270001,Kejutan Level 1,Kehilangan 5 HP setiap saat.
280001,Ribut pasir,Cepat sembunyi! Ribut pasir datang!
280002,Bertahan dari ribut pasir,Tiada halangan dalam ribut pasir
290001,Berlindung untuk pertahanan,"Padat seperti batu, tiada yang perlu ditakuti"
998001,Lari laju,
999001,Meneruskan pengembaraan!,"Dilindungi daripada sebarang kerosakan, tetapi status ini akan hilang jika melakukan serangan atau menggunakan item"
999002,Perlindungan kebangkitan,Dalam situasi terlindung dan tidak akan mengalami sebarang kecederaan. Keadaan ini akan hilang jika membuat serangan dahulu.
1000001,Tambah kelajuan 100%,Tambah kelajuan 100%
1000002,Tambah kelajuan 1000%,@Null@
1000003,Mengurangkan kelajuan,Kelajuan pergerakan menurun 75%
1001000,@Null@,@Null@
1001001,Peneliti,@Null@
1001002,@Null@,@Null@
1001003,@Null@,@Null@
1002001,Jankitan Virus,Virus sedang menghakis badan anda!
1002002,Peningkatan virus,"Dijangkiti virus, menerima kekuatan yang sangat besar"
1002003,@Null@,@Null@
1003001,Menjadi Ayam (Lv1),Ooh...ooh...(Saya bertukar menjadi ayam?)
1003002,Menjadi Ayam (Lv2),Ooh...ooh...(Saya bertukar menjadi ayam?)
1003003,@Null@,@Null@
1004001,Menjadi Lembu (Lv1),Moo…moo...(Saya menjadi lembu?)
1004002,Menjadi Lembu (Lv2),Moo…moo...(Saya menjadi lembu?)
1004003,@Null@,@Null@
1005001,Menjadi Kambing (Lv1),Mbek..Mbek..(Saya menjadi kambing?)
1005002,Menjadi Kambing (Lv2),Mbek..Mbek..(Saya menjadi kambing?)
1005003,@Null@,@Null@
1006001,Menjadi syaitan (Lv1),Prank dari sambutan Ulang Tahun Mini (saya menjadi syaitan?)
1006002,Menjadi syaitan (Lv2),Prank dari sambutan Ulang Tahun Mini (saya menjadi syaitan?)
1006003,@Null@,@Null@
1007001,Menjadi babi (Lv1),Ngok..ngok.. (saya menjadi khinzir?)
1007002,Menjadi babi (Lv2),Ngok..ngok.. (saya menjadi khinzir?)
1007003,@Null@,@Null@
1008001,Menjadi Dango (Lv1),Coo coo coo?(Saya menjadi Dango?)
1008002,Menjadi Dango (Lv2),Coo coo coo?(Saya menjadi Dango?)
1008003,@Null@,@Null@
1009001,Perisai Tenaga,Perisai tenaga yang mempunyai 50 poin nyawa
1009002,@Null@,@Null@
1009003,@Null@,@Null@
1009004,Api Inferno,Setiap saat akan menyebabkan 1 poin cedera.
1009005,Api Hantu,Setiap saat akan menyebabkan 2 poin cedera.
1009006,Kurangkan kelajuan,Kelajuan pergerakan diturunkan selama 6 saat
1009007,Kelajuan Pengumpulan Ahli Meningkat,Kelajuan pengumpulan meningkat sebanyak 10%
1010001,Peningkatan virus,"Dijangkiti virus, menerima kekuatan yang sangat besar"
1011001,Kecederaan serangan dekat meningkat,Kecederaan serangan dekat meningkat sebanyak 5%
1012001,Kecederaan serangan jauh meningkat,Kecederaan serangan jauh meningkat sebanyak 5%
1013001,Roda Matahari,Perisai yang mempunyai 20 poin nyawa
1014001,Kekebalan Pendarahan,Platelet tiba-tiba menjadi sangat kuat!
1015001,Amaran,"Terasa sesuatu merenung apabila tidur di tempat terbuka gurun pasir, lebih baik untuk memasang khemah."
1016001,Racun,"Menyebabkan makhluk itu kehilangan nyawa secara berterusan dan lumpuh saraf dalam masa tertentu, sangat berbahaya."
1017001,Lumpuh Saraf Lvl 1,"Kebas, tidak boleh bergerak..."
1017002,Lumpuh Saraf Lvl 2,"Kebas, tidak boleh bergerak..."
1018001,Racun Kala Jengking Lvl 1,"Racun Kala Jengking akan menjadi semakin kuat, berhati-hati!"
1018002,Racun Kala Jengking Lvl 2,"Racun Kala Jengking akan menjadi semakin kuat, berhati-hati!"
1018003,Racun Kala Jengking Lvl 3,"Racun Kala Jengking akan menjadi semakin kuat, berhati-hati!"
1018004,Racun Kala Jengking Lvl 4,"Racun Kala Jengking akan menjadi semakin kuat, berhati-hati!"
1018005,Racun Kala Jengking Lvl 5,"Racun Kala Jengking akan menjadi semakin kuat, berhati-hati!"
1019001,Kehilangan Kesedaran,Kesedaran semakin hilang...
1019002,Kehilangan Kesedaran Lvl 2,
1019003,Tahap Kehilangan Kesedaran 3,
1020001,Pendarahan Lvl 1,"Ahh, tidak boleh berhenti! Mana doktor?!"
1020002,Pendarahan Lvl 2,"Ahh, tidak boleh berhenti! Mana doktor?!"
1020003,Pendarahan Lvl 3,"Ahh, tidak boleh berhenti! Mana doktor?!"
1020004,,
1020005,Pendarahan Lvl 5,"Ahh, tidak boleh berhenti! Mana doktor?!"
1021001,Penyakit Teruk Secara Tiba-tiba,"Tiba-tiba badan tidak selesa, tidak dapat mengawal badan."
1022001,,Dilindungi daripada sebarang kerosakan.
1023001,Tersangkut...,"Tidak boleh tinggal di dalam rumput air terlalu lama, rumput ini terikat pada badan."
1024001,Memancing,"PC-Tekan dan tahan butang kanan tetikus untuk membaling joran dengan mengumpul tenaga, klik kanan untuk menarik joran; Mudah alih-Tekan dan tahan kekunci memancing untuk membaling joran dengan mengumpul tenaga; satu klik pada kekunci memancing untuk menarik joran."
1025001,Pengawal Peri Marin Mengubah!,"Balala~Pengawal Peri Marin, ubah!"
1026001,Air Panas Melecur,Air panas terlalu panas!!
1027001,Tunggangan Kuda Laut,Menunggang Kuda Laut besar saya dan berenang di laut dalam~
1028001,Perlindungan Poseidon,"Dilindungi oleh Poseidon, mengurangkan kebarangkalian diganggu oleh Burung Camar semasa memancing, mengurangkan kebarangkalian kemunculan Jerung."
1029001,Sangat panas.,"Dalam persekitaran yang sangat panas, darah mendidih, aktiviti fizikal meningkat, kekuatan bertambah baik."
1030001,Haba,"Dalam persekitaran yang panas, darah mendidih, aktiviti fizikal meningkat, kekuatan meningkat."
1031001,sejuk.,"Batu kukuh dalam persekitaran yang sejuk, aktiviti fizikal meningkat, pengurangan kerosakan dikurangkan."
1032001,sangat sejuk.,"Batu kukuh dalam persekitaran yang sangat sejuk, aktiviti fizikal meningkat, kerosakan dikurangkan dengan banyak."
