ID,购买提示
47,Frutas limitadas te ayudará desbloquear los objetos. No salen de las frutas doradas ni de las comunes.
48,Compra para desbloquear
49,Desbloquear en eventos
50,Desbloquear en eventos
51,Desbloquear en eventos
52,Desbloquear en eventos
53,Las frutas limitadas pueden ayudarlo a desbloquear elementos. No salen de frutos dorados y comunes.
54,Las frutas limitadas pueden ayudarlo a desbloquear elementos. No salen de frutos dorados y comunes.
55,Las frutas limitadas pueden ayudarlo a desbloquear elementos. No salen de frutos dorados y comunes.
56,Las frutas limitadas pueden ayudarlo a desbloquear elementos. No salen de frutos dorados y comunes.
57,Las frutas limitadas pueden ayudarlo a desbloquear elementos. No salen de frutos dorados y comunes.
58,Las frutas limitadas pueden ayudarlo a desbloquear elementos. No salen de frutos dorados y comunes.
59,Las frutas limitadas pueden ayudarlo a desbloquear elementos. No salen de frutos dorados y comunes.
60,Desbloquear en eventos
61,Desbloquear en eventos
62,Las frutas limitadas pueden ayudarlo a desbloquear elementos. No salen de frutos dorados y comunes.
63,Desbloquear en eventos
64,Desbloquear en eventos
65,Desbloquear en eventos
66,Desbloquear en eventos
67,Desbloquear en eventos
68,Compra para desbloquear (entretenimiento moderado y consumo racional)
69,"Los accesorios de desbloqueo se pueden obtener en el evento de frutas del jardín, no están disponibles en las frutas de oro ni en las ordinarias (entretenimiento moderado y consumo racional)"
70,"Los accesorios de desbloqueo se pueden obtener en el evento de frutas del jardín, no están disponibles en las frutas de oro ni en las ordinarias (entretenimiento moderado y consumo racional)"
71,Compra para desbloquearlo (entretenimiento adecuado y consumo racional)
72,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
73,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
74,"Los artículos de desbloqueo se pueden obtener en la oferta especial del centro comercial, comprando paquetes de regalo"
75,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
76,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
77,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
78,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
79,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
80,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
81,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
82,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
83,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
84,Compra para desbloquearlo (entretenimiento adecuado y consumo racional)
85,Compra para desbloquearlo (entretenimiento adecuado y consumo racional)
86,Compra para desbloquearlo (entretenimiento adecuado y consumo racional)
87,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
88,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
89,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
90,@Null@
91,@Null@
92,Los elementos desbloqueados se pueden obtener en las frutas del jardín. (Entretenimiento moderado y consumo racional)
93,Los elementos desbloqueados se pueden obtener en las frutas del jardín. (Entretenimiento moderado y consumo racional)
94,Los elementos desbloqueados se pueden obtener en las frutas del jardín. (Entretenimiento moderado y consumo racional)
95,Los elementos desbloqueados se pueden obtener en las frutas del jardín. (Entretenimiento moderado y consumo racional)
96,Los elementos desbloqueados se pueden obtener en las frutas del jardín. (Entretenimiento moderado y consumo racional)
97,Los elementos desbloqueados se pueden obtener en las frutas del jardín. (Entretenimiento moderado y consumo racional)
98,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
99,"Los artículos desbloqueados se pueden obtener en el evento de la fruta del jardín, no disponible en la fruta dorada y la fruta ordinaria (entretenimiento apropiado y consumo racional)"
100,Compra para desbloquear (entretenimiento moderado y consumo racional)
101,Los accesorios de desbloqueo se pueden obtener en la máquina de tarjetas de montaje. (Entretenimiento moderado y consumo racional)
102,Los accesorios de desbloqueo se pueden obtener en la máquina de tarjetas de montaje. (Entretenimiento moderado y consumo racional)
103,Compra para desbloquear
104,Los artículos desbloqueados se pueden obtener a través de la máquina de lotería de montura.
105,Compra para desbloquear
106,Los artículos desbloqueados se pueden obtener a través de la máquina de lotería de montura.
107,Los artículos desbloqueados se pueden obtener a través de la máquina de lotería de montura.
108,Compra para desbloquear
109,Los artículos desbloqueados se pueden obtener a través de la máquina de lotería de montura.
110,Los artículos desbloqueados se pueden obtener a través de la máquina de lotería de montura.
111,"Los artículos desbloqueados se pueden obtener a través de paquetes especiales. "
114,Se puede comprar en la Tienda. (Por favor mantenga un consumo razonable)
115,Se puede obtener en el Gashapon de monturas. (Por favor mantenga un consumo razonable)
116,Se puede obtener en el Gashapon de monturas. (Por favor mantenga un consumo razonable)
117,Se puede comprar en la Tienda. (Por favor mantenga un consumo razonable)
118,Se puede obtener en el Gashapon de monturas. (Por favor mantenga un consumo razonable)
119,Se puede obtener en el Gashapon de monturas. (Por favor mantenga un consumo razonable)
120,Se puede comprar en la Tienda. (Por favor mantenga un consumo razonable)
121,Se puede obtener en el Gashapon de monturas. (Por favor mantenga un consumo razonable)
122,Se puede obtener en el Gashapon de monturas. (Por favor mantenga un consumo razonable)
123,Se puede obtener en el Gashapon de monturas. (Por favor mantenga un consumo razonable)
124,Se puede obtener en el Gashapon de monturas. (Por favor mantenga un consumo razonable)
126,Los items desbloqueados se pueden obtener en la máquina de sorteo de montura. (Entretenimiento moderado y consumo racional)
127,Los items desbloqueados se pueden obtener en la máquina de sorteo de montura. (Entretenimiento moderado y consumo racional)
128,Los items desbloqueados se pueden obtener en la máquina de sorteo de montura. (Entretenimiento moderado y consumo racional)
129,Los items desbloqueados se pueden obtener en la máquina de sorteo de montura. (Entretenimiento moderado y consumo racional)
130,Comprar para desbloquear  (Entretenimiento moderado y consumo racional)
131,Los items desbloqueados se pueden obtener en la máquina de sorteo de montura. (Entretenimiento moderado y consumo racional)
132,Los items desbloqueados se pueden obtener en la máquina de sorteo de montura. (Entretenimiento moderado y consumo racional)
133,Los items desbloqueados se pueden obtener en la máquina de sorteo de montura. (Entretenimiento moderado y consumo racional)
134,Los items desbloqueados se pueden obtener en la máquina de sorteode montura. (Entretenimiento moderado y consumo racional)
137,Los elementos desbloquados se pueden obtener desde los eventos.
138,Se puede obtener a través de los eventos.
139,Se puede obtener a través de los eventos.
140,Se puede obtener a través de los eventos.
141,Objetos desbloqueables en eventos.
142,Objetos desbloqueables en eventos.
143,
144,
145,Se pueden desbloquear objetos a través de eventos.
146,"Obtenido mediante compras (Por favor, juega moderadamente y controla tus gastos.)"
147,"Se pueden desbloquear objetos a través del cajón de Monturas. (Por favor, juega moderadamente y controla tus gastos.)"
148,"Los items desbloqueados se pueden obtener en la máquina de sorteode montura. (Por favor, sé racional con el juego y tus gastos.)"
149,"Obtenido mediante compras (Por favor, sé racional con el juego y tus gastos.)"
150,"Los items desbloqueados se pueden obtener en la máquina de sorteode montura. (Por favor, sé racional con el juego y tus gastos.)"
151,"Los items desbloqueados se pueden obtener en la máquina de sorteode montura. (Por favor, sé racional con el juego y tus gastos.)"
152,"Obtenido mediante compras (Por favor, juega moderadamente y controla tus gastos.)"
153,"Los items desbloqueados se pueden obtener en la máquina de sorteode montura. (Por favor, sé racional con el juego y tus gastos.)"
154,"Los items desbloqueados se pueden obtener en la máquina de sorteode montura. (Por favor, sé racional con el juego y tus gastos.)"
155,
156,Comprar para desbloquear  (Entretenimiento moderado y consumo racional)
157,"Los items desbloqueados se pueden obtener en la máquina de sorteode montura. (Entretenimiento moderado y consumo racional) (Por favor, sé racional con el juego y tus gastos.)"
158,"Los items desbloqueados se pueden obtener en la máquina de sorteode montura. (Entretenimiento moderado y consumo racional) (Por favor, sé racional con el juego y tus gastos.)"
159,Comprar para desbloquear  (Entretenimiento moderado y consumo racional)
160,"Los items desbloqueados se pueden obtener en la máquina de sorteode montura. (Entretenimiento moderado y consumo racional) (Por favor, juega moderadamente y controla tus gastos.)"
161,"Los items desbloqueados se pueden obtener en la máquina de sorteode montura. (Entretenimiento moderado y consumo racional) (Por favor, sé racional con el juego y tus gastos.)"
162,Objetos desbloqueables en eventos.
163,Objetos desbloqueables en eventos.
164,Objetos desbloqueables en eventos.
165,
166,
