ID,内容
2000017,Los habitantes de Miras gustan de tocar un distintivo instrumento musical llamado Suona. Escuché que el sonido es muy distintivo. Intentemos fabricar uno.
2000018,"Aunque la energía estelar y las runas también se originan gracias al poder creativo, la intención final con la que son empleados es totalmente diferente."
2000019,"Bueno, demos un breve repaso a toda la información, estamos en un mundo viaje, y debemos reunir las 3 reliquias, el fruto sagrado, la espada de llamas y el ojo del gigante de piedra, para si poder invocar al fantasma del vacío en el altar volcánico y derrotarle ahora que esta debilitado.. Genial!"
2000020,"¡Te recomiendo no quedarte parado en las nubes, son frágiles y se romperán de inmediato!"
2000021,"¡En la estrella de Llamas, podemos encontrar mucho mineral conductor de energía estelar enterrado!"
2000022,"He escuchado que en el desierto puedes encontrar una caravana de comerciantes que se dirigen al oasis para hacer negocios, ¿Qué te parece si los seguimos?"
2000023,"Si tu acompañante salvaje fallece, no te olvides de mirar lo que ha dejado caer, son recuerdos y materiales que marcan la historia de su vida.."
2000024,"Al sembrar plantas, recuerda distinguir el tipo de plantas. Los cultivos solo se pueden plantar en tierras cultivables, mientras que las flores y los árboles deben plantarse en pozos de tierra."
2000025,"Pasar la noche a la intemperie en Miras no es una buena idea. Es muy peligroso, lo mejor es buscar un lugar para dormir en la noche y despertar al amanecer."
2000026,¿Has notado que las orejas del Rinoceronte son una grande y otra pequeña? Es tan lindo ~
2000027,"Cuando hagas exploraciones submarinas, no te olvides de vestir un traje de neopreno, a mayor profundidad, mayor presión y por ende el cuerpo no podrá soportarlo."
2000028,"En las profundidades del mar, existe un material que permitirá la creación de vidrio mas resistente."
2000029,"Parece que tu memoria esta un poquito gastada, déjame recordártelo. El fruto sagrado lo encontraras tras cosechar la semilla del gran árbol que posee el dios Haku, la espada de llamas se conseguirá tras superar la prueba del dragón negro, y el ojo del coloso de piedra será obtenido tras derrotar al antiguo gigante de Horas."
2000030,"Si esto es una pesadilla, espero despertar pronto."
2000031,"Parece que las cosas han cambiado por aquí, tengo que actualizar la información."
2000032,"Sin lugar a dudas la vida florece donde menos te lo esperas, incluso un planeta como Horas cuyo oxigeno es casi nulo ha sido capaz de desarrollarla, ¡lo cual es realmente asombroso!"
2000033,La superficie de la estrella de Llamas es tan ardiente que sería imposible caminar sin una mochila ignífuga.
2000034,Recuerda saludar a los lugareños que te encuentres en Miras.
2000035,"Hace mucho tiempo, durante la primer Guerra del Vacío, los colosos fueron utilizados como el arma definitiva por parte de los ancestros para reprimir las fuerzas maléficas del Vacío."
2000036,"Los espíritus de la arena y el océano, son formas de vida alimentadas por la energía rúnica elemental, los cuales son completamente diferentes a seres como yo, que nos alimentamos de energía estelar."
2000037,"Te ves tan serio, ¿En qué estás pensando?"
2000038,"Te ves un poco agitado, tal vez una caminata nos hará sentir mejor. ¡Vamos quizá algo nuevo espera por ser descubierto!"
2000039,"Sabes mis puños son muy blandos, no puedo ayudarte a vencer a los enemigos, ¡Pero nunca estarás solo, cuentas con todo mi apoyo emocional de manera incondicional!"
2000040,"La imaginación es totalmente infinita, ¡Solo a través del ejercicio constante de la creación, podremos encontrar nuevas posibilidades!"
2000041,"A veces, necesitamos estar solos para escuchar bien nuestros corazones."
2000042,"El fracaso no es terrible, lo que es terrible es que te rindas por el fracaso. ¡Vamos, encuentra el camino correcto, creo que podrás hacerlo!"
2000043,"Cada elección traerá diferentes resultados, respira, piensa y actúa sabiamente en este viaje."
2000044,"¡Prepárate para infinidad de situaciones inesperadas, no tomes los obstáculos a la ligera!"
2000045,"Siempre que salgas a explorar, no te olvides de traer equipo y suministros, en caso de peligro, podrás tomarlo con mas calma."
2000046,"Recuerda reparar el equipo a tiempo para garantizar su vida útil. No importa si olvidas repararlo, puedes hacer otro, pero perderá algunas cualidades del anterior."
2000047,"El clima y la geografía deben ser tomados en cuenta a la hora de tomar decisiones en algunos lugares, se precavido."
2000048,¿Hola qué estás haciendo? ¿Quieres jugar juntos?
2000049,"¿Estás perdido? Mira el pequeño mapa en la esquina superior derecha, puede decirte la dirección."
2000050,"No te olvides de coger las frutas de los arboles por el camino, son una gran fuente de alimento."
2000051,"Presta atención a las señales que encuentres por el camino, guarda más estrellas y ten miedo al peligro desconocido."
2000052,"No temas a la adversidad, ¡enfréntala con valentía!"
2000053,"¡Oh, oh, el cielo de este planeta es tan hermoso!"
2000054,"Si te sientes cansado o confundido, no te preocupes, ¡siempre estaré a tu lado!"
2000055,"¡No estás solo, estoy aquí contigo! Y a lo largo del viaje encontraras muchos compañeros que crucen la adversidad junto a ti."
2000056,¿Sabías que los salvajes malditos se duermen durante el día?
2000057,"Has que revisar la durabilidad de tus equipos sea un habito, me lo agradecerás."
2000058,"A veces el fracaso no es algo malo, te hará crecer más fuerte hacia tus objetivos."
2000059,"Las mariposas de Miras cubrirán el suelo de flores, ¡Pero pon atención, si te descuidas el mundo desbordara pétalos!"
3001001,"“@item_588# ”¡Verificando configuración..!, ¡Completado! ¡El estado es normal! Afortunadamente, el fantasma del vacío aún no nos ha encontrado, seamos cuidadosos."
3001002,"“@item_589# ”¡Revisión de la configuración completada, estado normal!"
3001003,"“@item_587# ”¡Comprobación de la configuración completada, estado normal!"
3001004,¡Finalmente nos enfrentamos al Fantasma del Vacío! ¡Prepárate para la batalla!
3001005,"¡Genial, tras derrotar al Fantasma del Vacío, por fin el Mini Universo estará a salvo!"
3001006,"El Fantasma del Vacío a dejado caer algo, ve a ver que es, ¡Ten cuidado!"
3001007,"Esto es un @item_11333# , parece que ha penetrado la cadena estelar."
3001008,"Sin embargo, es posible que podamos usarlo para vincularlo a la estación estelar reparada, pruébalo."
3002001,"Muy bien, has recogido suficiente @item_11627# !"
3002002,"Puedes conseguir un poco mas, o puedes abrir el panel de tareas pendiente para reclamar la recompensa."
3002003,"Echa un vistazo, hay una nueva tarea, consigue suficiente @item_11627# y corta algunos @item_11006# ."
3002004,"Parece que ya has recogido @item_11323# , abre el panel de tareas para procesar un @item_11002# !"
3002005,"Tu nueva @item_11002# se ve muy bien, es hora de cortar leña debería ser mucho más rápido que antes."
3002006,"Encuentra un árbol y ponla a prueba, ¡Esta vez no necesitamos ramas, cortemos el tronco y recojamos madera pura!"
3002007,"¡Aja! ¡Con estos @item_11323# podemos sintetizar @item_206#! por la noche Miras es muy peligroso, tenemos que construir una fortaleza temporal rápidamente."
3002008,¿Recuerdas el edificio en ruinas cerca de la Estación Estelar cuando llegamos por primera vez?
3002009,"Si reparamos ese edificio con @item_206#, ¡tal vez pueda usarse como nuestra fortaleza temporal!"
3002010,"Se siente un poco raro hablar en el cuadro de chat, jeje. Puedes verme ""Hablar"" mientras hago las cosas. Ve y coloca @item_206#."
3002011,"La base solo puede usarse para la defensa. También necesitarás un arma confiable en caso de emergencias. Crea un @item_12012# tan pronto como sea posible, te será útil."
3002012,"¡Eso es genial, ¿verdad? Con @item_12012#, tu poder de combate ha aumentado significativamente. Sin embargo, las armas de piedra solo pueden respaldar nuestra etapa actual de combate, ¡y debemos seguir fortaleciéndonos!"
3002013,"Por cierto, para pasar la noche con seguridad, también necesitamos algo de iluminación."
3002014,"Mira, vamos a recoger unos @item_11226# y @item_11323# para que podamos sintetizar unas cuantas @item_298#."
3002015,"¡Y se hizo la luz!. Pero, pon atención.. jeje, este tipo de antorcha no ardera durante mucho tiempo, si hacemos una @item_1200#, será más seguro."
3002016,"Recuerdo que hay una @item_1200# en el edificio en ruinas, puedes usar @item_298# para hacerla arder."
3002017,(Aplausos) La @item_1200# es tan cálida ~ Ahh su luz me tranquiliza...
3002018,¡La iluminación está lista! El siguiente paso es el más importante hacer una @item_828#! ¡Con una @item_828# puedes dormir hasta el amanecer!
3002019,"Casi me olvido tu no puedes crear @item_828# por tu cuenta, así que primero sintetizamos la @item_800#"
3002020,"Aunque este @item_800# no esta completo, ¡ya puedes hacer más cosas!"
3002021,"Ahora probemos la ""recién construida"" @item_800#, simplemente haz clic en ella para abrir la página de síntesis."
3002022,Para construir una @item_828# es necesario tener la materia prima. ¿Tenemos suficiente @item_11226# y @item_12600# para la elaboración?
3002023,"Esta vez, todo está finalmente listo, simplemente  haz clic en tu nueva @item_828# para acostarte."
3002024,"Y recuerda debes prestar atención a la hora en la esquina superior derecha, ¡no olvides que solo puedes usar @item_828# después de las 18: 00 para saltarte la noche!"
3002025,"Recuerda dormir a la hora estipulada. Primero me tomaré un descanso. Si deseas procesar algo, simplemente haz clic en el botón de abajo que se parece mucho a mí y llámeme Buhuhu ~"
3003001,"¡La carne está lista! Toma la carne y cómela, no la dejes en el fuego o se quemara."
3003002,Huele delicioso~ Ugrr el maldito diseñador no me instalo un modulo para comer. Ahora solo puedo oler el sabor y no puedo comerlo. Realmente espero que algún día también pueda darme un festín.
3003003,"¡Después de comer, debes tener más energía! Es hora de actualizar nuestras herramientas y equipos."
3003004,"En primer lugar, tenemos que recoger las materias primas para la mejora, @item_11201# y @item_11329# son imprescindibles."
3003005,"Pero si quieres conseguirlos, primero tienes que preparar un @item_11012#! Sintetiza un  @item_11012# primero, y continuamos más tarde."
3003006,"Hacer las cosas es cada vez más fácil, jeje ~ Con tu @item_11012#, ahora puedes ir conseguir minerales ~"
3003007,"Vayamos a recoger @item_11201# primero, el @item_402# se distribuye generalmente en el subsuelo de Miras, y no hay necesidad de cavar muy profundo. Están en lugares relativamente poco profundos y rara vez se distribuyen en la superficie."
3003008,"La superficie del mineral esta compuesta de cristales azules dispersos, que son relativamente fáciles de encontrar."
3003009,"Puedes buscarlo en el suelo, o cavar un pequeño túnel, debería ser encontrado pronto. ¡Vamos!"
3003010,"Has encontrado @item_402# tan rápido, ¿Acaso ya lo has hecho antes?"
3003011,"Solo bromeaba, ¡Ahora busquemos un par de @item_11329# !"
3003012,"Los  @item_451# suelen encontrarse de la misma forma que @item_402#, y la superficie del mineral está principalmente llena de fragmentos de metal amarillo anaranjado, que es bastante reconocible."
3003013,"Tal vez lo has visto mientras buscabas @item_402# ~ Pero tener nunca es suficiente, vamos a buscar un poco más~"
3003014,¿Enserio no habías hecho esto antes? Encontraste @item_451# tan rápido.
3003015,"Ahora que todas las materias primas están reunidas, el siguiente paso es la fundición de minerales."
3003016,"La fundición llevará algún tiempo. Para estar seguros, podemos volver primero a la base. Si de verdad quieres mejorar la eficiencia ¡Resolvámoslo en el acto!"
3003017,"Primero hay que sintetizar un @item_802#, hablaremos del resto más tarde."
3003018,"Una vez completado tu @item_802#, puedes fundir los minerales. Decide dónde colocar el @item_802# para comenzar a fundir"
3003019,"Después de colocarlo, simplemente haz clic en el @item_802# para abrir la interfaz de fundición."
3003020,"Luego coloca el @item_451# y el @item_11201# que acabamos de recoger y todo estará bien. Cuando esté listo, comience a fundir."
3003021,"¡Oh! hemos fundido un @item_11329#, Abre tu @item_802#  para reclamarlo."
3003022,El horno de fundición hecho de piedra solo puede fundir una cosa a la vez. Después con un poco de @item_11329# puedes hacer una fundidora de bronce mas eficiente.
3003023,"Pero esa es otra historia, ahora usemos este lote de @item_11329# para actualizar las herramientas de trabajo. Con el @item_11011# ¡la eficiencia minera será mucho mayor!"
3003024,"¡Felicidades! Oye me parece que has completado todas las misiones de ""Nuevo Explorador"", ¡ahora no eres un novato!"
3003025,Aun hay muchas cosas acerca de sobrevivir en la naturaleza que puedes aprender. Las he agregado al panel de tareas pendientes. Puedes abrirlo para confirmar.
3003026,"Pero no olvidemos nuestro objetivo final, todo el Mini Universo está en peligro, y la tarea de salvar al mundo está sobre nuestros hombros, y no podemos tomarlo a la ligera."
3003027,"Normalmente descanso en el entrepiso espacial, solo llámame si lo necesitas. ¡Prepárate ante la adversidad y ve por ello cuando estés listo!"
3004001,"Ey ey, Mira, en realidad hiciste un @item_11032#. ¡Ahora puedes hacer tierras cultivables para sembrar alimentos!"
3004002,"Las plantas deben esperar un tiempo para madurar después de la siembra, si desea que crezcan más rápido, puede tomar un poco de @item_11311#, para fertilizarlas."
3004003,La @item_812# no es lo suficientemente dura y es fácil que los salvajes la dañen. Si pones una cerca para limitar el acceso será mas seguro.
3004004,"Si le doy una estrella a @item_104#, puedo grabar esta ubicación. Si hay algún peligro en el futuro, puede enviarte de vuelta a la fuerza."
3004005,¡Felicitaciones por lograr otro gran objetivo! ¡Es hora de ir un paso más allá y ver qué nuevas tareas hay!
3005001,"Estas pieles son muy resistentes, si se procesan en equipos de cobre junto con @item_11329#, ¡definitivamente nos ayudará a sobrevivir en la naturaleza!"
3005002,"Pero mírate, te ves increíble con eso, existen 4 equipos de cobre, si pudieras conseguir el equipamiento completo te verías majestuoso!"
3005003,"¡Ahora que contamos con equipos adecuados, vamos a darles una lección a los Apóstoles del Vacío!, esos desgraciados están robando poder creativo en todas partes, ¡Debemos detenerlos de una vez!"
3005004,"Los @item_11911# dejados por los Apóstoles del Vacío, condensan del poder creativo que robaron. Si lo instala en la @item_800#, puedes obtener la@item_797#!"
3005005,"¡Haz clic en tu @item_797# para ver todas las recetas! Pero todavía hay algunos accesorios que deben encontrarse en las recetas perdidas para desbloquearse, así que presta más atención al viaje futuro."
3005006,"¡El horno de fundición se ha mejorado y ahora se pueden fundir dos minerales a la vez, Vamos a buscar @item_401#, así conseguiremos @item_11209# es un metal muy importante!"
3005007,"Con el @item_11209# puedes hacer más cosas, ¡Ve a la mesa del artesano para ver qué cosas nuevas se pueden hacer!"
3005008,"Ahora que nuestra velocidad al minar es superior, podemos ir mas abajo rumbo al centro de la tierra, para cavar algunos minerales más antes de hacer @item_785#!"
3005009,"Según los registros, la piedra rúnica es un mineral exclusivo de Miras. Cuando se incrusta en armas o herramientas, ¡puede darles un poder inesperado!"
3005010,"¡Bueno, has aprendido todo lo básico para sobrevivir en Miras!"
3005011,"Veamos que sigue... espera un minuto, déjame echar un vistazo... Ow, es hora de reparar la estación estelar."
3005012,"Si hay algo mas que quieras hacer, haz clic en el cuadro de seguimiento de tareas en la pantalla para ver otras tareas."
3006001,"A ver a ver, estos fragmentos de energía han estado en el suelo mucho tiempo, espero que aun podamos combinarlos en un Núcleo de energía."
3006002,"¡Esta hecho! Ahora tenemos el núcleo en la mano, también tenemos que encontrar algún @item_11334#. La base de datos muestra que puede ser encontrado en los almacenes de las Islas Flotantes."
3006003,"La vista es espectacular, pero tenemos que encontrar una manera de llegar allí arriba. Miremos a nuestro alrededor primero."
3006004,"Ese tipo con alas tantas fichas jaja, bueno, pero finalmente lo hemos conseguido, ahora sinteticemos un @item_11335#."
3006005,"Los componentes y el núcleo están listos, ¡es hora de arreglar la estación estelar! Eche un vistazo más de cerca a la descripción del objeto @item_11331#!"
3006006,"¡Woho!, hemos re-activado la consola, esta estación se ha vuelto a conectar al enlace estelar, ¡use su @item_11335# para actualizar el módulo de teletransporte!"
3006007,¡La conexión fue exitosa! Esta estación estelar ha restaurado la función de transmisión entre planetas. Reparemos algunas estaciones estelares más y nuestro viaje será más conveniente.
3006008,"Entonces, ¿estás listo? ¡Es hora de encontrar los ""Tres Objetos Sagrados""! Echa un vistazo a las últimas misiones actualizadas."
3007001,"Parece que encontramos la selva tropical. La selva tropical está llena de peligro, debes tener cuidado."
3007002,"Mira, el tronco de algunos arboles tiene cristales de poder creativo incrustados, con ellos y con @item_11329 puedes fabricar un @item_11597#"
3007003,"Acabo de descubrir que el @item_11597 es la llave para invocar el templo legendario, pero primero debemos encontrar el santuario adecuado para colocarlo, vamos búscalo por la selva."
3007004,"¿Es este el Templo de la Selva Tropical? Aunque lo he visto en los libros, ¡la sensación real al verlo sigue siendo bastante impactante!"
3007005,"El monstruo conocido como ""Haku"" está dentro del templo, y si quieres conseguir @item_591# debes derrotarlo primero. ¿Estás listo?"
3007006,"Busca rápidamente lo que el Dios Serpiente Pluma dejó caer en el suelo cercano, no caigas en el magma..."
3007007,El fruto sagrado fue digerido en el cuerpo del Dios Serpiente Pluma y solo quedaron las semillas. Encuentra un lugar amplio y vacío para plantarlo.
3007008,"¡Impresionante, una semilla tan pequeña puede convertirse en un árbol tan inmenso! La fruta debe estar cerca de la corona del árbol, así que tenemos que encontrar una manera de escalar."
3007009,"Finalmente conseguimos el @item_591#, ha sido un trabajo duro. Ten cuidado cuando bajes, tengo un poco de miedo a las alturas..."
3007010,"¡Oh Ho ho ho!, estas alas son tan hermosas, hacen que mi miedo a las alturas desaparezca por completo."
3007011,"Este polvo es tan brillante y hermoso, es del mismo color que el mío, jeje."
3007012,"¿Es esto lo que sostenía el sacerdote salvaje, siento como si faltara algo no?"
3007013,"¡Esta muy guay!, Intenta ver qué tipo de cosas se pueden lanzar con esto."
3008001,"Dios mío, ¿Es esta la Estrella de Flamas? Hace demasiado calor en este lugar. Está tan cerca del sol."
3008002,"Antes de ir a por el dragón negro, creo que sería mejor sintetizar una @item_12277# primero."
3008003,"¡Has ganado! Es realmente emocionante, el dragón negro es demasiado poderoso. Pero ahora el dragón negro tiene que admitir tu fuerza y valentía, jeje."
3008004,"Ve a buscar la @item_588#, ¡es una prueba de tu ""coraje""!"
3008005,"¿Es esta la ""Espada de fuego roto""? Entiendo que es una conmemoración a la unión de los dos mundos, pero se utiliza la imagen de una espada rota... A veces es realmente difícil entender los pensamientos del diseñador."
3008006,"Hay otras dos formas del dragón negro. Si tienes energía sobrante, puedes intentar desafiarla. Si sientes que tu fuerza se ha agotado, puedes volver la próxima vez."
3008007,"He actualizado la nueva tarea en la lista, puedes echarle un vistazo."
3008008,"De hecho, venciste al dragón negro en forma de lava, ¡eres demasiado increíble! Ve y mira lo que nos ha dejado el dragón negro."
3008009,"No puedo creer que derrotaras su forma caótica. Ve a buscar la recompensa, esta en el frasco en medio del campo de batalla."
3008010,"Me siento mucho mejor, pensé que me iba a derretir. Y casi olvido que no me derrito, jeje ~"
3009001,"¡El cielo aquí es tan hermoso! Pero la atmósfera de la linda estrella de Horas es muy delgada, es posible que necesite un equipo de oxígeno antes de llamar al Coloso de horas, usa la mesa de artesanías para ver que puedes hacer."
3009002,"El Coloso de Horas finalmente es libre, ¡El fantasma del vacío es realmente un gran criminal! Date prisa y recolecta el @item_589#, ¡cada vez mas cerca de derrotar a ese fantasma!"
3009003,"Ding ding dong dong dong... Su sonido es divertido, ¿Quién habrá nombrado a las criaturas de la estrella de Horas?"
3009004,"La zona de oxígeno se ha generado alrededor, y la cubierta azul es bastante hermosa."
3009005,"""¡Mis fuerzas... son la punta que abren el cielo y la tierra!"" Quien agregó en secreto esta línea a la base de datos..."
3009006,"Oh oh oh, los ganchos son demasiado prácticos, ¡Ahora es mucho más conveniente ir a la isla flotante!"
4000001,"Mira, ¡la energía del vacío está saliendo desde el subsuelo! Según los registros, la energía del vacío sería más intensa por la noche, y todas las criaturas se ven afectadas por el vacío. ¡De todos modos, esta noche será más peligrosa!"
