ID,内容
1000091,ดูเหมือนว่าจะไม่มีปัญหาร้ายแรงกับร่างกาย ต่อไปลองกระโดดกัน
1000092,"กดปุ่ม ""space"" เพื่อกระโดด"
1000093,"กระโดดได้ปกติ ต่อไปลองเข้าโหมดย่องเดิน กดปุ่ม ""shift""เพื่อเข้าโหมดย่องเดิน"
1000101,เยี่ยม! การกระโดดและการย่องเดินได้ปกติ เราจะไม่หลุดจากขอบบล็อกเมื่อเราอยู่ในโหมดย่องเดิน
1000102,เหลือรายการสุดท้าย โปรดลองหันศีรษะมาที่ตำแหน่งของฉัน
1000103,ตั้งใจดูการชี้แนะของฉัน ปัดหน้าจอไปในทิศทางของฉันเพื่อเลี้ยว
1000104,อันดับแรกคือทางซ้าย ปัดหน้าจอไปทางซ้าย
1000105,ต่อมาคือทางขวา ปัดหน้าจอไปทางขวา
1000106,ต่อมาคือข้างบน ปัดหน้าจอหาว่าฉันอยู่ไหน อิอิ
1000107,ต่อมาคือข้างล่าง เจอฉันยังนะ อิอิ
1000108,ต่อมาคือข้างหลัง จังหวะปัดหน้าจอต้องยาวหน่อย
1000111,เยี่ยม! การกระโดดและการย่องเดินได้ปกติ เราจะไม่หลุดจากขอบบล็อกเมื่อเราอยู่ในโหมดย่องเดิน
1000112,เหลือรายการสุดท้าย โปรดลองหันศีรษะมาที่ตำแหน่งของฉัน
1000113,ตั้งใจดูการชี้แนะของฉัน เลื่อนเมาส์ไปในทิศทางของฉันเพื่อเลี้ยว
1000114,อันดับแรกคือทางซ้าย เลื่อนเมาส์ไปทางซ้าย
1000115,ต่อมาคือทางขวา เลื่อนเมาส์ไปทางขวา
1000116,ต่อมาคือข้างบน เลื่อนเมาส์หาว่าฉันอยู่ไหน อิอิ
1000117,ต่อมาคือข้างล่าง เจอฉันยังนะ อิอิ
1000118,ต่อมาคือข้างหลัง จังหวะเลื่อนเมาส์ต้องยาวหน่อย
1000121,ทั้งหมดตรวจเรียบร้อย！ เยี่ยมมาก ทุกอย่างเรียบร้อยดี เฮ้ นั่นคืออะไร
1000122,ดูเหมือนจะเป็นบ้านที่ทรุดโทรม หากได้รับการซ่อมแซมสามารถเอามาเป็นฐานที่มั่นชั่วคราวของเราได้!
1000131,อิอิ ว่าไกลไปละ เรากลับมาดูภารกิจครั้งนี้ดีกว่า
1000132,แม้ว่า ปีศาจแห่งความว่างเปล่ายังคงถูกผนึกอยู่ในภูเขาไฟของดาวมิรา
1000133,แต่เลูกน้องเขาได้ส่งพลังแห่งการสร้างสรรค์จำนวนมหาศาลมาให้เขาอย่างลับๆ และการผนึกนี้ก็กลายเป็นเทียนที่กำลังจะดับ
1000134,อย่างไรก็ตาม เป็นเพราะปีศาจแห่งความว่างเปล่าอยากจะเปิดประตูสามเหลี่ยมในตอนนี้ ซึ่งมันได้ใช้พลังแห่งความว่างเปล่าไปมากแล้ว ตอนนี้เป็นเวลาที่เหมาะสมที่สุดที่จะกำจัดมัน!
1000135,แต่ตอนนี้เราต้องรวบรวมกุญแจทั้งสามของผนึกภูเขาไฟ และดึงเขาออกจากผนึกเพื่อจะทำลายมัน
1000136,และกุญแจทั้งสามนี้จะถูกจัดเก็บไว้ในดาวมิรา ดาวเปลวไฟและดาวโฮราส
1000137,อุบัติเหตุระหว่างการขนส่งนั้นทำให้อุปกรณ์ที่เรานำมาทั้งหมดสูญเสียไปแล้ว อุปกรณ์ของเราที่มีอยู่ตอนนี้ไม่สามารถเอาชนะมันได้
1000138,แต่อย่าเสียใจ! ฉันได้วางแผนให้คุณแล้ว และแน่นอนว่าจะไม่มีปัญหา หากคุณทำตามแผนของฉัน!
1000141,"ตรงนี้คือ ""ความคืบหน้าของภารกิจ"""
1000142,เมื่อทำสำเร็จแล้ว ระบบจะพาไปยังภารกิจถัดไปโดยอัตโนมัติ
1000143,หากคุณต้องการดูเนื้อหาภารกิจที่ละเอียดยิ่งขึ้น เพียงคลิกเพื่อเปิดแผงควบคุม
1000144,นี่เป็นภารกิจแรก เราไปเก็บหินกันก่อน ยุคหินกำลังจะมา...
2000001,เราไปท่าเรือหา@item_12541#ดีไหม
2000002,คุณดูเหนื่อยนิดหน่อย คุณอยากหาที่พักผ่อนไหม?
2000003,ทิวทัศน์ของดาวมิราสวยจริงๆ เมื่อวิกฤตสิ้นสุดลงฉันหวังว่าจะได้พักที่นี่
2000004,อย่าลืมทานอาหารเมื่อคุณออกไปสำรวจข้างนอก เพราะค่าความแข็งแรงต่ำเกินไปจะเป็นอันตรายต่อชีวิตของคุณ!
2000005,คุณคิดอะไรอยู่ หรือเจอปัญหาอะไร คุยกับฉันได้นะ
2000006,ดาวมิราปัจจุบันมองไม่เห็นร่องรอยของการต่อสู้ครั้งก่อนเลย
2000007,ปีศาจแห่งความว่างเปล่ามักจะซ่อนตัวอยู่ข้างหลังของสิ่งมีชีวิตเพื่อขโมยพลังงาน มันน่าขยะแขยงจริงๆ!
2000008,มีสัตว์อ้วนที่เรียกว่าไก่บินอยู่บนเกาะว่างเปล่าของดาวมิรา หากคุณให้อาหารลูกพีชสัก 2-3 ครั้ง คุณก็จะสามารถขี่มันและบินหนีไปได้!
2000009,หากคุณไปที่เกาะว่างเปล่า คุณก็จะสามารถขุดโลหะไทเทเนียมที่โผล่ออกมาบนพื้นผิวได้ โลหะนี้แข็งมาก เมื่อคุณพบมันอย่าลืมสะสมให้เยอะๆ นะ!
2000010,บล็อกบางก้อนจะเปลี่ยนรูปร่างเมื่อรวมกันเป็นรูปร่างเฉพาะ ตัวอย่างเช่น น้ำพุร้อนที่ซ่อนอยู่ในทะเลลึกคือพอร์ไฟรินที่ประกอบด้วยก้อนเหนียวสีดำ
2000011,จากข่าวที่ตรวจพบ แร่มิธริลค่อนข้างกระจุกตัวอยู่ที่ความสูงประมาณ 10-30 ชั้นใต้พื้นดิน!
2000012,หากเราต้องการไปยังดาวเคราะห์ดวงอื่น เราต้องเปิดใช้งานสถานีดวงดาวใหม่ก่อน
2000013,คนป่าที่น่าสงสารเหล่านี้ถูกพลังแห่งความว่างเปล่าครอบงำ เราต้องไปช่วยพวกเขา!
2000014,ในทะเลทราย คุณมักจะเห็นกลุ่มเงาดำบนทรายสีเหลือง แท้จริงแล้ว มันคือแมงป่องหางมีพิษซ่อนตัวอยู่ในทราย ระวัง!
2000015,พยายามอย่ากินอาหารดิบๆ ระวังท้องเสีย
2000016,ใบไม้ของต้นไม้สูงในป่าดงดิบบางส่วนจะเรืองแสงในเวลากลางคืน อย่าลืมสังเกตดูนะ
2000017,บนดาวมิรา มีเครื่องดนตรีที่เรียกว่าสว่อน่า ได้ยินมาว่าเสียงโดดเด่นมาก มาลองคราฟต์กันดู
2000018,แม้ว่าพลังงานดาวและพลังรูนจะมาจากพลังแห่งการสร้างสรรค์เช่นกัน แต่ทิศทางการใช้งานสุดท้ายนั้นแตกต่างกันอย่างสิ้นเชิง
2000019,เรามาทบทวนจุดประสงค์ของการเดินทางครั้งนี้กัน ตอนนี้เป็นเวลาที่ดีในการกำจัดปีศาจแห่งความว่างเปล่า แต่คุณต้องได้รับผลไม้ศักดิ์สิทธิ์ ดาบเพลิงแตกหัก และดวงตามนุษย์หินเพื่อบังคับให้ปีศาจแห่งความว่างเปล่าออกจากแท่นบูชาภูเขาไฟ!
2000020,อย่ายืนอยู่บนบล็อกเมฆ มันไม่สามารถรับน้ำหนักได้มากขนาดนั้น!
2000021,ถ้าเราไปที่ดาวเปลวไฟ เราก็จะสามารถขุดแร่พลังงานดาวได้แล้ว!
2000022,ว่ากันว่าบางครั้งในทะเลทรายสามารถพบกับกลุ่มพ่อค้า จุดประสงค์ของพวกเขาคือไปที่โอเอซิสเพื่อทำธุรกิจ เราสามารถตามพวกเขาไปที่โอเอซิสได้
2000023,หากสหายคนป่าเสียชีวิตอย่างน่าเศร้า อย่าลืมไปหาพัสดุที่พวกเขาทิ้งไว้ ของที่ระลึกภายในได้บันทึกถึงเรื่องราวชีวิตของพวกเขา
2000024,เมื่อปลูกพืชอย่าลืมแยกแยะชนิดของพืชด้วยนะ พืชผลสามารถปลูกในพื้นที่เพาะปลูกเท่านั้น ส่วนดอกไม้และต้นไม้ต้องปลูกในหลุมดิน
2000025,กลางแจ้งตอนกลางคืนบนดาวมิราอันตรายมาก ไม่แนะนำให้ออกไปตอนกลางคืน เราสามารถนอนพักได้ ตื่นขึ้นก็จะรุ่งสาง
2000026,คุณสังเกตไหมว่าหูของวอวอนั้นข้างหนึ่งใหญ่และข้างหนึ่งเล็ก น่ารักมาก ~
2000027,เมื่อทำการสำรวจในใต้น้ำอย่าลืมสวมชุดดำน้ำด้วยนะ  ยิ่งน้ำลึกเท่าไหร่แรงดันน้ำก็จะยิ่งมากขึ้นเท่านั้น ร่างกายจะทนไม่ไหว
2000028,ในทะเลลึกมีแร่หินที่แตกต่างกัน สามารถทำให้กระจกแข็งขึ้น
2000029,เวลาผ่านไปนาน ดูเหมือนว่าความทรงจำจะทรุดโทรมไปเล็กน้อย ผลไม้ศักดิ์สิทธิ์อยู่ในร่างกายของเทพเจ้างูขนนก การรับดาบเพลิงแตกหักต้องผ่านการทดสอบของมังกรดำ ดวงตามนุษย์หินเป็นศูนย์กลางการควบคุมของคนยักษ์โบราณ
2000030,ถ้านี่เป็นฝันร้าย หวังว่าจะตื่นขึ้นมาอย่างรวดเร็ว。
2000031,โครงสร้างระบบนิเวศที่นี่เปลี่ยนไปมาก ฉันต้องอัพเดทข้อมูลแล้ว
2000032,การกำเนิดชีวิตเป็นเรื่องบังเอิญจริง ๆ แม้แต่ดาวเคราะห์ที่มีออกซิเจนเบาบางอย่างดาวโฮราสก็สามารถให้กำเนิดสิ่งมีชีวิตได้ซึ่งน่าทึ่งมาก!
2000033,ดาวเปลวไฟอยู่ใกล้กับดาวฤกษ์มากเกินไป หากไม่มีกระเป๋าเป้กันไฟจะขยับตัวยาก
2000034,ถ้าพบกับชาวบ้านท้องถิ่นในดาวมิรา อย่าลืมทักทายกับพวกเขาด้วยนะ
2000035,ในสงครามแห่งความว่างเปล่าครั้งแรกเมื่อนานมาแล้ว คนยักษ์โบราณเป็นอาวุธต่อสู้ขั้นสุดยอดของคนโบราณ ซึ่งได้ทำการต่อสู้กับกองกำลังแห่งความว่าเปล่าเป็นเวลาหลายปี!
2000036,องค์ประกอบชีวิตเช่นวิญญาณทรายและวิญญาณทะเลบนดาวมิรานั้นขับเคลื่อนด้วยพลังรูนเป็นหลัก โดยพื้นฐานแล้วมันแตกต่างไปจากชีวิตที่ขับเคลื่อนด้วยพลังงานดาวอย่างฉัน！
2000037,คุณดูเงียบมาก กำลังคิดอะไรอยู่หรอ ？
2000038,มองดูคุณแบบนี้ ดูเหมือนว่าจะมีปัญหาเล็กน้อย เราไปเดินเล่นกันดีกว่าไหม  อาจจะมีการค้นพบใหม่ก็ได้!
2000039,แม้ว่าฉันไม่สามารถช่วยคุณเอาชนะศัตรูได้ แต่ฉันจะอยู่เคียงข้างคุณและสนับสนุนคุณเสมอ!
2000040,จินตนาการของมนุษย์ไม่มีที่สิ้นสุด และด้วยการสำรวจอย่างต่อเนื่องเท่านั้นที่จะทำให้เราค้นพบความเป็นไปได้ที่มากขึ้น
2000041,บางครั้งเราต้องอยู่คนเดียวเพื่อชำระจิตใจของเรา
2000042,ความล้มเหลวไม่ได้น่ากลัว สิ่งที่น่ากลัวคือการที่คุณยอมแพ้เพราะความล้มเหลว มาหาวิธีที่ถูกต้อง ฉันเชื่อว่าคุณทำได้ สู้ๆ !
2000043,ทุกทางเลือกจะให้ผลลัพธ์ที่แตกต่างกัน ดังนั้นเราต้องคิดอย่างรอบคอบและตัดสินใจอย่างชาญฉลาด
2000044,เตรียมพร้อมรับมือกับสถานการณ์ที่คาดไม่ถึงได้ตลอดเวลาและอย่าประมาท
2000045,เมื่อใดก็ตามที่คุณออกไปข้างนอก อย่าลืมนำอุปกรณ์และเสบียงไปด้วย ผื่อมีอันตรายจะได้รับมืออย่างใจเย็นขึ้น
2000046,อย่าลืมซ่อมแซมอุปกรณ์ให้ทันเวลาเพื่อรับประกันอายุการใช้งาน หากคุณลืมแก้ไขก็ไม่เป็นไร คุณสามารถทำเป็นชิ้นใหม่ได้
2000047,สภาพอากาศและสิ่งแวดล้อมในบางแห่งอาจส่งผลกระทบต่อเรา และเราต้องให้ความสำคัญกับการปรับเปลี่ยนอย่างทันท่วงที
2000048,สวัสดี คุณกำลังทำอะไรอยู่ อยากเล่นด้วยกันไหม?
2000049,คุณหลงทางหรอ? ให้ความสนใจกับแผนที่ขนาดเล็กที่มุมขวาบน มันสามารถบอกทิศทางให้คุณได้
2000050,อย่าลืมเก็บผลไม้บนต้นไม้ นี่คืออาหารที่รับได้ง่ายสุดละ
2000051,ระหว่างการเดินทาง ระมัดระวังด้วยนะ  สะสมดาวให้เยอะๆ เมื่อตกอยู่ในอันตรายก็ไม่ต้องกลัวแล้ว
2000052,อย่ากลัวความยากลำบาก จงเผชิญหน้ากับมันอย่างกล้าหาญ ！
2000053,โอ้โห ท้องฟ้าบนโลกใบนี้ช่างสวยงามเหลือเกิน!
2000054,หากคุณรู้สึกเหนื่อยหรือท้อแท้ ไม่ต้องกังวล ฉันจะอยู่เคียงข้างคุณเสมอ!
2000055,คุณไม่ได้อยู่คนเดียว ฉันอยู่ที่นี่กับคุณ! นอกจากนี้ยังมีพันธมิตรที่หายไป พวกเขากำลังรอคุณอยู่ในการเดินทางในอนาคต!
2000056,คุณรู้หรือไม่ว่าคนป่าต้องคำสาปจะหลับในตอนกลางวัน
2000057,บางครั้งก็ยังจำเป็นต้องตรวจสอบอุปกรณ์ของคุณ
2000058,บางครั้งความล้มเหลวก็ไม่ใช่เรื่องเลวร้าย มันจะทำให้คุณเติบโตได้ดีขึ้น
2000059,ผีเสื้อบนดาวมิราสามารถเปลี่ยนหญ้าให้เป็นดอกไม้ได้ แต่ถ้าไม่ระวังก็จะท่วม
3001001,"""@item_588#""การตรวจสอบการตั้งค่าเรียบร้อย! สถานะปกติ! โชคดีที่ปีศาจแห่งความว่างเปล่ายังไม่พบเรา ดังนั้นโปรดระวัง"
3001002,"""@item_589#""การตรวจสอบการตั้งค่าเรียบร้อย! สถานะปกติ!"
3001003,"""@item_587#""การตั้งค่าได้รับการตรวจสอบ! สถานะเป็นปกติ!"
3001004,ในที่สุดคุณก็ได้เผชิญหน้ากับปีศาจแห่งความว่างเปล่า! เตรียมพร้อมที่จะต่อสู้กับมัน !!
3001005,สุดยอด! คุณได้เอาชนะปีศาจแห่งความว่างเปล่า ในที่สุดจักรวาลมินิก็ปลอดภัยแล้ว !
3001006,ปีศาจแห่งความว่างเปล่าดูเหมือนจะทิ้งบางสิ่งไว้ใกล้ๆ โปรดค้นหาย่างระมัดระวัง
3001007,นี่คือ@item_11333#แต่ดูเหมือนว่ามันจะแทรกซึมเข้าไปในห่วงโซ่ดวงดาวแล้ว
3001008,แต่เราอาจใช้ประโยชน์จากสถานการณ์นี้เพื่อเชื่อมโยงสถานีดวงดาวที่ได้รับการซ่อมแซมแล้ว ลองดู
3002001,ดีมาก ได้รวบรวม@item_11627#บางส่วนแล้ว!
3002002,คุณสามารถขุดอีกสองสามชิ้นเพื่อสำรองไว้ หรือสามารถเปิดแผงควบคุมเพื่อรับรางวัลสำหรับภารกิจที่เพิ่งทำเสร็จไป
3002003,ภารกิจใหม่ฉันได้อัปเดตให้คุณแล้ว ถ้า@item_11627#มีเพียงพอแล้วก็ไปตัดกิ่งไม้ต่อได้เลย
3002004,ดูเหมือนว่า@item_11323#ได้รวบรวมให้ครบแล้ว ลองเปิดหน้าโต๊ะคราฟต์เพื่อคราฟต์@item_11002#หนึ่งอันดู!
3002005,@item_11002#นี้ดูดีจริงๆ ตอนนี้การตัดไม้น่าจะเร็วกว่าเมื่อก่อนเยอะเลย
3002006,ไปหาต้นไม้สักต้นหนึ่งลองตัดดูได้เลย  ครั้งนี้ไม่ต้องเก็บรวบรวมกิ่งไม้ละ  เรามาลองตัดที่ลำต้นเพื่อรวบรวม@item_11323#กัน
3002007,ฮา! มี@item_11323#เหล่านี้ก็จะสามารถคราฟต์@item_206#ได้แล้ว! ดาวมิราในเวลากลางคืนนั้นอันตรายมาก เราต้องสร้างบ้านชั่วคราวโดยเร็ว
3002008,ยังจำได้ไหมว่าเมื่อเรามาถึงครั้งแรกมีอาคารที่ทรุดโทรมอยู่ใกล้กับสถานีดวงดาว
3002009,หากใช้@item_206#ซ่อมแซมอาคารนั้น อาจใช้เป็นบ้านชั่วคราวของเราได้!
3002010,"รู้สึกมหัศจรรย์เล็กน้อยที่ได้พูดคุยกับคุณในกล่องแชท คุณสามารถดูฉัน ""พูดคุย"" ในขณะที่ทำสิ่งต่างๆ ไปวาง@item_206#ได้เลย"
3002011,หลังจากสร้างบ้านแล้วจะใช้เพื่อป้องกันได้เท่านั้น คุณยังต้องการอาวุธที่มีประโยชน์ในกรณีฉุกเฉิน คราฟต์@item_12012#หนึ่งอันเถอะ คุณจะต้องใช้มันแน่นอน
3002012,เป็นไงบ้าง? มี@item_12012#แล้วพลังการต่อสู้ได้รับการปรับปรุงอย่างมากใช่ไหม แต่อาวุธหินสามารถรองรับการต่อสู้ในปัจจุบันของเราได้เท่านั้น และเราต้องเสริมพลังให้ตัวเองต่อไป
3002013,อย่างไรก็ตาม หากเราต้องการอยู่รอดในตอนกลางคืนอย่างปลอดภัย เราก็ต้องมีแสงสว่างด้วย
3002014,เราไปรวบรวม@item_11226#และ@item_11323#บ้างเถอะ จะได้คราฟต์เป็น@item_298#
3002015,ตอนนี้มีแหล่งกำเนิดแสงแล้ว  แต่ระยะเวลาการเผาไหม้ของคบเพลิงนี้ไม่นาน ถ้ามี@item_1200#ก็จะปลอดภัยมากขึ้น
3002016,ฉันจำได้ว่าในอาคารที่ทรุดโทรมมี@item_1200#ด้วย  สามารถใช้@item_298#เพื่อจุดไฟ ไปลองดู
3002017,(ปรบมือ)@item_1200#อบอุ่นจริงๆ~ เห็นแสงที่อุ่นใจนี้ก็ออกมาโดยไม่รู้ตัว
3002018,อุปกรณ์ให้แสงสว่างพร้อมแล้ว! ขั้นตอนต่อไปคือสิ่งที่สำคัญที่สุด@item_828#ถ้ามี@item_828#คุณก็จะสามารถนอนหลับได้จนถึงรุ่งสาง！
3002019,เกือบลืมไปแล้วว่าถ้าไม่มี@item_800#จะไม่สามารถคราฟต์@item_828#ได้  เราต้องคราฟต์@item_800#ก่อน
3002020,แม้ว่า@item_800# นี้ยังไม่สมบูรณ์ แต่ก็สามารถคราฟต์ของได้มากขึ้นแล้ว!
3002021,"ลองใช้@item_800#""ที่เพิ่งทำเสร็จสดๆ นี้ได้เลย เพียงแค่คลิกที่เดียวก็จะเปิดหน้าการคราฟต์ได้แล้ว"
3002022,วัตถุดิบที่ทำ@item_828#เป็นสิ่งที่ขาดไม่ได้แน่นอน@item_11226#และ@item_12600#ยังมีเพียงพอหรือไม่
3002023,ในที่สุดทุกอย่างก็พร้อมแล้ว เพียงแค่คลิกที่@item_828#ก็จะนอนได้แล้ว
3002024,แต่ต้องให้ความสนใจกับเวลาที่มุมขวาบน อย่าลืมว่าหลังจาก 18:00 เท่านั้นที่คุณสามารถใช้@item_828#เพื่อข้ามคืนได้!
3002025,เมื่อถึงเวลาแล้วอย่าลืมเข้านอนนะ ฉันจะพักผ่อนก่อนละ หากคุณต้องการคราฟต์ของสามารถคลิกปุ่มด้านล่างที่ดูเหมือนฉันเพื่อเรียกฉันได้ ~
3003001,เนื้อสุกแล้ว!! รีบเก็บเนื้อมากินได้เลย  ไม่งั้นจะไหม้แล้ว
3003002,มันช่างหอมเหลือเกิน ~ นักออกแบบที่น่ารังเกียจไม่ได้ติดตั้งบล็อกการกินให้ฉัน ตอนนี้ฉันได้กลิ่นเท่านั้นและไม่สามารถกินได้ ฉันหวังว่าวันหนึ่งฉันจะได้กิน
3003003,กินเสร็จแล้วควรมีวิญญาณมากขึ้น! ถึงเวลาที่จะอัพเกรดเครื่องมือและอุปกรณ์ของเรา
3003004,ก่อนอื่น เราต้องไปรวบรวมวัตถุดิบสำหรับการอัพเกรด@item_11201#และ @item_11329#เป็นสิ่งที่ขาดไม่ได้
3003005,แต่ถ้าคุณต้องการที่จะได้รับพวกมัน คุณต้องเตรียมเครื่องมือการขุดพิเศษก่อน@item_11012#! ทำ@item_11012#ออกมา
3003006,คุณมีความเชี่ยวชาญในการทำสิ่งต่าง ๆ มากขึ้นเรื่อย ๆ~ มี@item_11012#ก็จะสามารถไปขุดแร่ได้แล้ว ~
3003007,ไปรวบรวม@item_11201#ก่อน@item_402#กระจายอยู่ทั่วไปในพื้นดินของดาวมิรา ไม่ต้องขุดลึก พวกเขายังมีการกระจายตัวน้อยในตำแหน่งที่ค่อนข้างตื้น
3003008,พื้นผิวของแร่ส่วนใหญ่เป็นผลึกสีน้ำเงินที่กระจัดกระจาย หรือค่อนข้างง่ายที่จะหา
3003009,คุณสามารถมองหาบนพื้นดินหรือขุดลงไปในเหมืองเล็กๆ ควรจะสามารถหาได้ในไม่ช้า!
3003010,พบ@item_402#อย่างรวดเร็วพอ เป็นไปได้ไหมว่าคุณมีพรสวรรค์ในการขุด?
3003011,ล้อเล่น เราไปหา@item_11329#กันเถอะ
3003012,การกระจายของ@item_451#นั้นไม่แตกต่างจาก@item_402#มากนัก พื้นผิวของแร่ส่วนใหญ่กระจัดกระจายไปด้วยเศษโลหะสีส้มเหลือง
3003013,บางทีคุณอาจเคยเห็นตอนที่คุณกำลังขุด@item_402#เมื่อกี้~ แต่แร่ยังมีไม่มากนัก มาเก็บเพิ่มกันเถอะ
3003014,แน่นอนว่ามีพรสวรรค์ในการขุด! พบ@item_451#อย่างรวดเร็ว
3003015,ตอนนี้วัตถุดิบทั้งหมดมารวมกัน ต่อไปคือการถลุงแร่
3003016,การถลุงต้องใช้เวลาพอสมควร เพื่อความปลอดภัยเราสามารถกลับไปที่ฐานที่มั่นก่อน หากเราต้องการปรับปรุงประสิทธิภาพการแก้ปัญหาในสถานที่ดูเหมือนจะไม่เป็นปัญหา
3003017,ทำ@item_802#ก่อน ที่เหลือค่อยว่ากัน
3003018,เมื่อคุณได้รับ@item_802#คุณสามารถหลอมแร่ได้ ตัดสินใจว่าจะถลุงที่ไหนเพียงแค่ปล่อย@item_802#
3003019,หลังจากปล่อยออกมาเพียงแค่คลิกที่@item_802#บล็อกเพื่อเปิดอินเทอร์เฟซสำหรับการถลุง
3003020,จากนั้นใส่@item_451#และ@item_11201#ที่เราเพิ่งรวบรวมและทุกอย่างจะเรียบร้อย เมื่อคุณพร้อมแล้ว ให้เริ่มถลุงพอร์ฟีริน
3003021,โอ้!@item_11329#หลอมละลาย เปิด@item_802#เพื่อรีไซเคิล
3003022,โต๊ะถลุงหินสามารถหลอมได้ทีละตัวเท่านั้น หลังจาก@item_11329#มากเกินไป คุณสามารถสร้างโต๊ะถลุงทองเหลืองเพื่อปรับปรุงประสิทธิภาพได้
3003023,แต่แค่นี้ก่อน ลองใช้@item_11329#ชุดนี้เพื่ออัปเกรดเครื่องมือก่อน ด้วย@item_11011#ประสิทธิภาพการขุดจะสูงขึ้นมาก!
3003024,"ยินดีด้วย! ดูเหมือนว่าคุณได้เสร็จสิ้นภารกิจทั้งหมดของ ""นักสำรวจคนใหม่"" และตอนนี้คุณไม่ใช่ผู้มาใหม่แล้ว!"
3003025,ยังมีอีกหลายวิธีที่จะเอาชีวิตรอดในป่า เรียนรู้เพิ่มเติม ฉันได้เพิ่มเข้าไปในแผงควบคุม สามารถเปิดเพื่อยืนยัน
3003026,แต่อย่าลืมเป้าหมายสูงสุดของเรา จักรวาลขนาดจิ๋วทั้งหมดกำลังตกอยู่ในอันตราย และเรามีหน้าที่รับผิดชอบอันหนักอึ้งในการกอบกู้โลก เราไม่สามารถละเลยมันได้
3003027,ฉันมักจะพักผ่อนในชั้นลอย ถ้าจำเป็นก็โทรหาฉัน ไปต่อเมื่อคุณพร้อม!
