ID,内容
3008002,"Прежде чем перейти к черному дракону, я думаю, было бы лучше сначала обработать @item_12277#."
3008003,"Победа! Это действительно захватывающе, черный дракон слишком силен. Но теперь черный дракон должен признать вашу силу, хе-хе."
3008004,"Иди возьми @item_588#, это доказательство твоего ""мужества""!"
3008005,"Это ""Осколотый пламенем меч""? Очевидно, это ознаменование долгосрочного сотрудничества между двумя мирами, но используется образ сломанного меча. Иногда действительно трудно понять мысли дизайнера."
3008006,"Есть еще две формы черного дракона. Если у вас есть запасная энергия, вы можете попытаться бросить ей вызов. Если вы чувствуете, что вашей силы все еще немного не хватает, вы можете вернуться в следующий раз."
3008007,"Я обновил новое задание в списке, можете посмотреть."
3008008,"Вы на самом деле победили черного дракона в виде лавы, вы слишком удивительны! Иди и посмотри, что оставил нам черный дракон."
3008009,"Хаотичная форма - не более того, бухехе. Иди получай награду, все еще в банке посреди Острова Драконов."
3008010,"Я чувствую себя намного лучше, я почти думал, что растаю. Я почти забыл, что я, кажется, не таю, хе-хе ~"
3009001,"Небо здесь такое красивое! Но атмосфера милой звезды глаз очень тонкая, вам может понадобиться некоторое кислородное оборудование, прежде чем вызывать древних гигантов, используйте мастерскую станцию, чтобы посмотреть, что вы можете сделать."
3009002,"Древний гигант наконец-то свободен, призрак пустоты - это действительно великое преступление! Спешите переработать @item_589#, призрак пустоты под рукой!"
3009003,"Динь-дон-дон-дон... Вы говорите, кто взял имена существ на милой глазной звезде, это слишком небрежно."
3009004,"Кислородная зона действительно генерировалась, и синяя крышка была довольно красивой."
3009005,"""Моя дрель... это дрель для разрушения мира! ""Кто тайно добавил эту строку в базу данных..."
3009006,"Ой ой ой, слишком красивые крючки, на небесный остров сейчас гораздо удобнее ехать!"
4000001,"Смотрите, из глубин Земли начинает вспыхивать пустотная энергия. По записям известно, что ночью пустотная энергия становится еще более сильной и все существа подвержены воздействию пустоты. В общем и целом, сегодня ночью будет еще более опасно!"
