ID,内容
1000111,"좋아요, 점프와 스텔스는 매우 정상입니다. 스텔스를 유지할 때 우리는 블록 가장자리에서 떨어지지 않을 것입니다."
1000112,마지막으로 확인할 항목이 하나 남았습니다. 고개를 돌려 내 위치를 살펴보십시오.
1000113,내 지침에 주의를 기울이고 마우스를 내 방향으로 이동하여 조향하면 준비가 되면 시작합니다.
1000114,첫 번째는 왼쪽입니다. 여기 있습니다. 마우스를 왼쪽으로 이동합니다.
1000115,그런 다음 오른쪽. 마우스를 오른쪽으로 이동합니다.
1000116,"이제 상단을 봅시다. 마우스를 움직여 내가 있는 곳을 찾아, 헤헤."
1000117,그런 다음 다음이 있습니다. 나를 찾을 수 있습니까?
1000118,마지막으로 뒷면이 있습니다. 이제 마우스를 조금 더 움직입니다.
1000121,"전신 검사가 완료되었습니다! 좋아요, 모든 것이 정상입니다. 이봐, 그게 뭔데?"
1000122,"황폐한 집인 것 같은데, 수리하면 우리의 임시 거점이 될 수 있을 거예요!"
1000131,"Bu Bu, 너무 멀어요. 이 미션을 빨리 검토합시다 Bu!"
1000132,이제 공허의 유령은 여전히 표면의 미라 화산에 봉인되어 있습니다.
1000133,"그러나 그 사도들은 비밀리에 그에게 많은 창조력을 보냈고, 이 도장은 이제 바람에 촛불이 되었습니다."
1000134,"하지만, 그것은 바로 공허의 유령이 공허의 많은 힘을 소비하는 삼각형 문을 지금 열려고 열심이기 때문입니다. 지금이 그것을 파괴하기에 완벽한 때입니다!"
1000135,하지만 이제 우리는 화산 봉인의 세 가지 열쇠를 모아서 봉인을 파괴하기 전에 봉인에서 강제로 끌어내야 합니다.
1000136,"그리고 이 세 가지 키는 각각 Myra, Flame Star 및 Cute Eye Star에 저장됩니다."
1000137,순간 이동 과정에서 발생한 사고는 이미 우리가 가져온 모든 장비를 잃었습니다. 현재 장비로 완료하는 것은 기본적으로 불가능합니다.
1000138,"하지만 낙담하지 마세요! 저는 여러분을 위해 일련의 목표를 세웠고, 그것들을 따르는 것은 확실히 문제가 되지 않습니다!"
1000141,"여기 보세요. 이것은 ""작업 추적 상자""이며 추적이 설정된 작업이 여기에 표시됩니다."
1000142,완료되면 다음 작업으로 자동 추적됩니다.
1000143,자세한 작업 내용을 보려면 해당 내용을 클릭하여 제어판을 엽니다.
1000144,이것은 내가 당신을 위해 사용자 정의한 첫 번째 작업입니다. 먼저@item_11627#을 수집합시다.
2000001,당신은 우리가 시간에 부두로 갈까요?@item_12541
2000002,"야, 조금 피곤해 보이는데, 쉴 곳을 찾고 싶니?"
2000003,"미라의 풍경은 정말 멋지고, 위기가 끝나면 이곳에 집을 짓고 싶습니다."
2000004,"해외 탐험을 할 때 먹는 것을 잊지 마세요, 낮은 체력은 생명을 위협합니다!"
2000005,당신은 다시 멍해졌습니다. 마음에 걸리는 것이 있거나 어려움에 직면하면 그것에 대해 말해 줄 수 있습니다!
2000006,현재의 미라 스타는 전쟁의 흔적을 전혀 볼 수 없습니다.
2000007,보이드 사도들은 항상 에너지를 훔치기 위해 생물 뒤에 숨습니다. 정말 끔찍합니다!
2000008,미라 스타리 스카이 아일랜드에는 날으는 닭이라고 불리는 뚱뚱한 동물이 있습니다. 복숭아 몇 개를 먹이면 날 수 있습니다!
2000009,빈 섬에 가면 표면에 노출된 티타늄 합금을 파낼 수 있습니다. 이 금속은 매우 단단합니다. 만나면 더 많이 모으는 것을 잊지 마세요!
2000010,일부 블록은 검은 펄프 블록으로 구성된 심해에 숨겨진 온천과 같이 특정 모양으로 결합하면 모양이 바뀝니다.
2000011,감지된 뉴스에 따르면 비밀 은광은 높이가 지하 10-30층 정도 되는 위치에 상대적으로 집중되어 있습니다!
2000012,우리가 다른 행성으로 가려면 먼저 별 정거장을 다시 활성화해야 합니다.
2000013,"이 불쌍한 야만인들은 공허의 힘에 의해 침식되었고, 우리는 가능한 한 빨리 그들을 구출해야 합니다!"
2000014,"사막에서, 여러분은 종종 황사 위에 검은 그림자를 볼 수 있습니다. 사실, 그것은 모래 속에 숨어 있는 독꼬리 전갈입니다. 조심하세요!"
2000015,날 음식을 먹지 말고 설사를 조심하세요.
2000016,열대우림에 있는 키 큰 나무의 일부 잎은 밤에 빛날 것입니다. 고슴도치에 주의를 기울이는 것을 잊지 마십시오.
2000017,미라의 별에는 수오라는 악기가 있습니다. 소리가 매우 독특하다고 들었습니다. 시도해 봅시다.
2000018,별 에너지와 룬의 힘도 생성의 힘에서 비롯되지만 최종 적용 방향은 완전히 다릅니다.
2000019,"이 여행의 목적을 검토합시다. 지금은 공허의 유령을 제거하기에 완벽한 시기이지만 화산 제단에서 공허의 유령을 강제로 끌어내기 위해서는 신성한 열매, 불타는 부서진 검, 돌맨의 눈을 얻어야 합니다."
2000020,구름 위에 서 있지 마십시오. 그렇게 많은 무게를 견딜 수 없습니다!
2000021,불타는 별에 가면 별의 에너지 광석을 파헤칠 수 있습니다!
2000022,사막에서 때때로 우리는 한 무리의 사업가들을 만날 수 있다고 합니다. 그들의 목적은 사업을 하기 위해 오아시스로 가는 것입니다. 우리는 그들을 따라 오아시스를 찾을 수 있습니다.
2000023,야만인 파트너가 불행히도 세상을 떠난다면 그들이 남긴 소포를 찾는 것을 잊지 말고 안에 있는 기념품은 그들의 인생 이야기를 기록합니다.
2000024,식물을 심을 때 식물의 종류를 구별하는 것을 잊지 마십시오. 작물은 경작지에만 심을 수 있고 꽃과 나무는 흙 구덩이에 심어야 합니다.
2000025,미라의 야외에서의 밤은 매우 위험합니다. 밤에 행동하는 것은 권장되지 않습니다. 우리는 새벽에 자고 일어날 수 있습니다.
2000026,Woworth 짐승의 귀가 하나 크고 하나 작다는 것을 알아챘습니까? 너무 귀여워요~
2000027,수중 활동을 할 때 젖은 옷을 입는 것을 잊지 마십시오. 물이 깊을수록 수압이 높아져 몸이 견딜 수 없습니다.
2000028,심해에는 유리를 더 단단하게 만들 수 있는 다른 광물이 포함되어 있습니다.
2000029,"오랜 시간이 흘렀는데 기억이 조금 지친 것 같다. 신성한 열매는 깃털 뱀 신의 몸에 있고, 불타는 부서진 칼은 흑룡의 재판을 통과해야 하며, 돌맨의 눈은 고대 거인의 통제 중심이다."
2000030,이것이 악몽이라면 곧 깨어나기를 바랍니다.
2000031,이곳의 생태 구조는 많이 바뀌었습니다. 정보를 업데이트해야 합니다.
2000032,생명의 탄생은 정말 우연의 일치입니다. Cute Eye Star와 같은 얇은 산소를 가진 행성도 생명을 낳을 수 있습니다. 정말 놀랍습니다!
2000033,불타는 별은 별에 너무 가까워서 내화성 배낭 없이는 걸을 수 없습니다.
2000034,미라를 만나는 현지인들에게 인사하는 것을 잊지 마십시오.
2000035,아주 오래 전 첫 번째 공허 전쟁에서 고대 거인은 몇 년 동안 공허 세력에 맞서 싸우는 전자의 궁극적인 전투 무기였습니다!
2000036,"모래 정령과 Myra의 H과 같은 원소 생명체는 주로 룬 파워에 의해 구동되며, 이는 별 에너지에 의해 구동되는 Rami와 I와 같은 생명체와 근본적으로 다릅니다!"
2000037,너무 조용해 보이는데 무슨 생각을 하는 거야?
2000038,이렇게 보니 좀 귀찮은 것 같아요. 산책하러 가는 게 어때요? 어쩌면 우리는 새로운 것을 발견할지도 몰라요!
2000039,"비록 당신이 적을 물리치는 것을 도울 수는 없지만, 나는 항상 당신의 곁에 있고 당신을 정신적으로 전적으로 지원할 것입니다!"
2000040,인간의 상상력은 무궁무진합니다. 끊임없이 탐구해야만 더 많은 가능성을 발견할 수 있습니다.
2000041,때로는 혼자 있어야 하고 마음을 잘 정해야 합니다.
2000042,"실패는 끔찍한 것이 아닙니다. 끔찍한 것은 실패 때문에 포기한다는 것입니다. 어서, 올바른 방법을 찾으세요. 저는 당신이 그것을 할 수 있을 것이라고 믿습니다!"
2000043,모든 선택은 다른 결과를 가져올 것이기 때문에 신중하게 생각하고 현명한 결정을 내려야 합니다.
2000044,언제든지 예상치 못한 상황에 대처할 수 있도록 준비하고 가볍게 여기지 마십시오.
2000045,외출할 때마다 장비와 물품을 가져오는 것을 잊지 마십시오. 위험이 있을 경우 보다 침착하게 대처할 수 있습니다.
2000046,사용 수명을 보장하기 위해 장비를 제때 수리해야 합니다. 수리하는 것을 잊어도 상관 없습니다. 다른 것을 만들 수 있습니다.
2000047,일부 지역의 기후와 환경이 우리에게 영향을 미칠 수 있으므로 시기적절한 조정에 주의를 기울여야 합니다.
2000048,"안녕, 뭐하는거야? 같이 놀고 싶어?"
2000049,길을 잃었습니까? 오른쪽 상단에 있는 작은 지도를 보면 방향을 알 수 있습니다.
2000050,나무에서 마음대로 과일을 따는 것을 잊지 마십시오. 이것이 가장 좋은 음식입니다.
2000051,도로의 안전에 주의를 기울이고 더 많은 별을 구하고 위험을 두려워하십시오.
2000052,어려움에 직면했을 때 두려워하지 말고 용감하게 맞서라!
2000053,"오, 이 행성의 하늘은 너무 아름다워!"
2000054,피곤하거나 혼란스럽다면 걱정하지 마세요. 항상 당신 곁에 있을게요!
2000055,당신은 혼자가 아닙니다. 나는 당신과 함께 여기 있습니다! 잃어버린 파트너도 있습니다. 그들은 또한 미래의 여정에서 당신을 기다리고 있습니다!
2000056,저주받은 야만인들이 낮에 잠든다는 사실을 알고 계셨습니까?
2000057,때때로 몸에 있는 장비를 확인해야 합니다.
2000058,때때로 실패는 나쁜 것이 아니라 여러분을 더 잘 성장하게 할 것입니다.
2000059,미라의 나비는 풀을 꽃으로 만들지만 조심하지 않으면 넘칠 것입니다.
3001001,"""@item_588#"" 설정 검사가 완료되었습니다! 상태는 정상입니다! 다행히 공허의 유령은 아직 우리를 찾지 못했습니다. 조심하세요."
3001002,"""@item_589#"" 설정이 확인되었습니다! 상태는 정상입니다!"
3001003,"""@item_587#"" 설정이 확인되었습니다! 상태는 정상입니다!"
3001004,드디어 공허의 유령과 대면할 수 있어! 싸울 준비를 해!!
3001005,"좋아! 공허의 유령을 물리친 후, 미니 우주는 이제 마침내 안전합니다!"
3001006,공허의 유령이 근처에 무언가를 떨어뜨린 것 같으니 잘 찾아보세요.
3001007,이것은@item_11333#poof이지만 스타링크에 침투한 것 같습니다.
3001008,그러나 수리된 스타 스테이션에 연결하여 시도할 수 있습니다.
3002001,아주 좋습니다.@item_11627#이 일부를 수집했습니다!
3002002,준비할 몇 조각을 더 파거나 제어판을 열어 방금 작업의 보상을 받을 수 있습니다.
3002003,@item_11627# 일부@item_11006#를 잘라낼 수 있을 만큼 새로운 작업을 업데이트했습니다.
3002004,@item_11323#도 수집한 것 같습니다. 제어판을 열어@item_11002#를 처리하십시오!
3002005,이@item_11002#는 정말 좋아 보입니다. 이제 나무를 자르는 것이 이전보다 훨씬 빨라질 것입니다.
3002006,나무를 찾아서 시도해 보세요. 이번에는 가지가 필요하지 않습니다. 줄기를 자르고@item_11323#을 수집합시다.
3002007,하! 이@item_11323#로@item_206을 처리할 수 있습니다! 밤의 미라는 매우 위험합니다. 우리는 빨리 임시 요새를 건설해야 합니다.
3002008,우리가 처음 도착했을 때 스타 스테이션 근처의 황폐한 건물을 기억하십니까?
3002009,@item_206#로 그 건물을 수리하면 임시 거점으로 사용할 수 있을 것입니다!
3002010,"채팅방에서 당신과 이야기하는 것은 조금 놀랍습니다, 헤헤. 당신은 내가 일을 하는 동안 ""말하는"" 것을 볼 수 있습니다. 가서@item_206#을 넣으세요."
3002011,구축된 요새는 방어에만 사용할 수 있으며 비상시에 편리한 무기가 필요합니다. a@item_12012#를 처리하면 필요합니다.
3002012,"어때요?@item_12012#로 전투 효과가 크게 향상되었습니다. 하지만, 돌 무기는 우리의 현재 전투 단계만 지원할 수 있고, 우리는 계속해서 우리 자신을 강화해야 합니다!"
3002013,"그건 그렇고, 밤을 안전하게 보내려면 조명도 필요합니다."
3002014,@item_11226#과@item_11323#을 수집하여@item_298#을 처리할 수 있도록 합시다.
3002015,이제 광원이 있습니다. 그러나 이런 종류의 작은 횃불은 오랫동안 타지 않습니다.@item_1200#이 있으면 더 안전합니다.
3002016,황폐해진 건물에@item_1200#이 있는 것으로 기억합니다.@item_298#을 사용하여 불을 붙이고 사용해 볼 수 있습니다.
3002017,(박수)@item_1200#
3002018,조명 장비가 준비되었습니다! 다음 단계는 가장 중요한@item_828#!@item_828#로 새벽을 느낄 수 있습니다!
3002019,@item_800#은@item_828#을 만들 수 없다는 것을 거의 잊어버렸습니다. 우리는 여전히@item_800#을 먼저 만들어야 합니다.
3002020,이@item_800#은 그렇게 완전하지는 않지만 이미 더 많은 작업을 수행할 수 있습니다!
3002021,"""갓 구운""@item_800#을 사용해 보고 클릭하여 처리 페이지를 엽니다."
3002022,"@item_828#을 만드는 원료는 필수여야 하는데,@item_11226#과@item_12600#이면 충분합니까?"
3002023,이번에는 모든 것이 마침내 준비되었습니다.@item_828#을 클릭하여 눕습니다.
3002024,하지만 오른쪽 상단 모서리의 시간에 주의를 기울여야 합니다. 18:00 이후에만@item_828#을 사용하여 밤을 건너뛸 수 있다는 점을 잊지 마십시오!
3002025,"시간이 되면, 자는 것을 잊지 마세요. 제가 먼저 쉴게요. 만약 여러분이 무언가를 처리하고 싶다면, 저와 많이 닮은 아래의 버튼을 클릭하고 저를 부~라고 부르세요."
3003001,"고기가 익었어요!! 고기를 가져다가 드세요, 태우지 마세요."
3003002,너무 향긋해요~ 싫어하는 디자이너가 저를 위해 식사 모듈을 설치하지 않았어요. 지금은 맛만 맡을 수 있고 먹을 수 없어요. 언젠가는 나도 그것을 즐길 수 있기를 정말 바랍니다.
3003003,식사 후에는 더욱 활기차야 합니다! 이제 도구와 장비를 업그레이드할 때입니다.
3003004,먼저 업그레이드를 위해 원자재를 수집해야 합니다.@item_11201# 및@item_11329#는 필수입니다.
3003005,하지만 구입하려면 먼저 특별한 채굴 도구를 준비해야 합니다.@item_11012#! 먼저@item_11012#를 만들고 나중에 계속하겠습니다.
3003006,"물건을 만드는 것이 점점 더 능숙해지고 있습니다, 헤헤~@item_11012#로 이제 채굴에 갈 수 있습니다~"
3003007,"수집하러 가자@item_11201# 먼저,@item_402#는 일반적으로 Myra Star의 지하에 분포하며 매우 깊이 파고들 필요가 없습니다. 그들은 상대적으로 얕은 위치에 있으며 표면에 거의 분포하지 않습니다."
3003008,광석의 표면은 주로 흩어져 있는 푸른 결정체로 비교적 쉽게 찾을 수 있습니다.
3003009,땅에서 찾거나 아래로 작은 터널을 파면 곧 발견될 것입니다. 어서!
3003010,@item_402#를 너무 빨리 찾아서 채굴에 재능이 있습니까?
3003011,"농담이야, 지금@item_11329#를 찾으러 가자!"
3003012,"@item_451#의 분포는@item_402#의 분포와 크게 다르지 않으며, 광석의 표면에는 주로 주황색-노란색 금속 조각이 흩어져 있어 꽤 알아볼 수 있습니다."
3003013,@item_402#~ 파다가 방금 본 것 같은데 광석이 너무 많지는 않으니 좀 더 모으자.
3003014,채굴에 정말 재능이 있나요?!@item_451#을 너무 빨리 찾았습니다.
3003015,이제 원료가 모두 모였으니 다음 단계는 미네랄 제련입니다.
3003016,제련은 시간이 좀 걸릴 것입니다. 안전한 편에 서려면 먼저 기지로 돌아갈 수 있습니다. 효율성을 높이고 싶다면 즉석에서 해결하는 것은 큰 문제가 아닌 것 같습니다.
3003017,먼저@item_802#를 만들고 나머지는 나중에 이야기하겠습니다.
3003018,@item_802#를 얻으면 광물을 냄새 맡을 수 있습니다. 냄새를 맡을 곳을 결정하고@item_802#를 내보내십시오.
3003019,릴리스 후@item_802# 정사각형을 클릭하여 제련 인터페이스를 엽니다.
3003020,그런 다음 방금 수집한@item_451과@item_11201을 넣으면 모든 것이 잘 될 것입니다. 준비가 되면 제련을 시작하십시오.
3003021,"오!@item_11329# 제련, 열기@item_802# 재활용."
3003022,돌로 만든 제련대는 하나씩만 제련할 수 있습니다. 그 후@item_11329#는 황동 제련대를 만들어 효율성을 높일 수 있습니다.
3003023,하지만 이것은 모두 다른 것입니다. 먼저 이@item_11329# 배치를 사용하여 도구를 업그레이드합시다.@item_11011# 채굴 효율성은 훨씬 더 높아질 것입니다!
3003024,"축하합니다! 지금은 초보자가 아니라 ""새로운 탐험가""라는 목표 아래 모든 미션을 완료한 것 같습니다!"
3003025,야생에서 살아남아 배울 수 있는 방법은 여전히 많습니다. 제어판에 추가했습니다. 확인하기 위해 열 수 있습니다.
3003026,하지만 우리의 궁극적인 목표를 잊지 마세요. 미니 우주 전체가 지금 위험에 처해 있습니다. 그리고 세상을 구하는 일은 우리의 어깨에 달려 있습니다. 그리고 우리는 그것을 가볍게 여길 수 없습니다.
3003027,"나는 보통 우주 메자닌에서 쉬는데, 필요하면 전화해. 준비가 되면 계속 출발하세요!"
3004001,"Bu Bu, 당신은 실제로@item_11032#를 만들었습니다. 이제 경작지를 경작하여 농작물을 재배할 수 있으며 농사의 영혼이 불타고 있습니다!"
3004002,식물은 심은 후 성숙하기 위해 잠시 기다려야 합니다. 더 빨리 자라기를 원한다면@item_11311#을 사용하여 비료를 줄 수 있습니다.
3004003,@item_812#의 질감은 충분히 단단하지 않고 야만인에 의해 손상되기 쉽습니다. 요새 주변에 난간이 원을 그리면 훨씬 안전합니다.
3004004,@item_104#에 별을 주면 이 위치를 기록할 수 있습니다. 앞으로 위험이 생기면 강제로 돌려보낼 수 있습니다.
3004005,또 다른 큰 목표를 달성한 것을 축하합니다!! 이제 한 걸음 더 나아가 어떤 새로운 작업이 있는지 볼 때입니다!
3005001,이 가죽은 매우 강합니다.@item_11329#와 함께 구리 장비로 가공하면 야생에서 살아남는 데 확실히 도움이 될 것입니다!
3005002,"헤헤, 이 장비 세트는 이전보다 더 장엄하게 느껴집니다. 총 4개의 황동 장비가 있으며 수집이 가능하다면 더욱 강력할 것입니다."
3005003,무기와 갑옷이 준비되었습니다. 보이드 사도들에게 교훈을 가르칠 때입니다! 이 나쁜 놈들은 도처에서 창조력을 훔치고 있어. 빨리 멈춰야 해!
3005004,보이드 사도들이 떨어뜨린@item_11911#은 모두 그들이 훔친 창조력에서 응축된 것입니다.@item_800#에 설치하면@item_797#!
3005005,모든 레시피를 보려면@item_797#을 클릭하세요! 하지만 잠금을 해제하려면 그림에서 찾아야 할 소품들이 아직 남아 있으니 앞으로의 여정에 더 많은 관심을 기울이세요.
3005006,"제련대가 업그레이드되어 이제 두 가지 미네랄을 한 번에 제련할 수 있습니다!@item_401#,@item_11209# 제련은 매우 중요한 금속입니다!"
3005007,@item_11209#로 더 많은 것을 만들 수 있습니다. 장인 테이블로 이동하여 어떤 새로운 것을 만들 수 있는지 확인하십시오!
3005008,이제 파기 속도가 매우 빨라야 합니다.@item_785#를 만들기 전에 지하로 가서 지뢰를 파낼 수 있습니다!
3005009,"기록에 따르면, 룬 스톤은 미라 특유의 광물입니다. 무기나 도구에 상감하면 예상치 못한 힘을 얻을 수 있습니다!"
3005010,오! 당신은 미라에서 살아남는 모든 기본을 배웠습니다!
3005011,"다음. .. 잠시만 기다려 보겠습니다. .. 아, 스타 스테이션을 수리할 시간입니다."
3005012,또는 다른 작업을 수행하려는 경우 화면의 작업 추적 상자를 클릭하여 다른 작업을 확인하십시오!
3006001,"어디 보자, 이 에너지 조각들은 오랫동안 땅에서 잠들어 있었고, 바라건대 그것들은 에너지 코어로 결합될 수 있을 것입니다."
3006002,나는 실제로 성공했습니다! 코어가 손에 있고 이제@item_11334#를 찾아야 합니다. 데이터베이스는 그것이 빈 섬 생태계에 있다는 것을 보여줍니다. 갑시다.
3006003,정말 장관입니다. 그러나 섬은 너무 높습니다. 우리는 거기에 올라갈 방법을 찾아야 할 것입니다. 먼저 주위를 둘러 보겠습니다.
3006004,날개를 가진 그 남자는 어떻게 그렇게 많은 칩을 얻었지만 마침내 그것을 얻었습니다. 이제 그는@item_11335#를 처리할 수 있습니다.
3006005,부품과 코어가 준비되었습니다. 스타 스테이션을 고칠 시간입니다!@item_11331#의 소품 설명을 자세히 살펴보십시오!
3006006,"아, 콘솔이 성공적으로 활성화되었습니다! 이 스타 스테이션은 스타 링크에 다시 연결되었습니다.@item_11335#를 사용하여 순간이동 모듈을 업그레이드하십시오!"
3006007,연결이 성공했습니다! 이 스타 스테이션은 행성 간 전송 기능을 복원했습니다. 몇 개의 스타 스테이션을 더 수리하면 여행이 더 편리해질 것입니다.
3006008,"준비됐나요? 이제 ""세 개의 신성한 물체""를 찾을 시간입니다! 최신 업데이트된 미션을 확인하십시오."
3007001,열대우림을 찾은 것 같습니다. 열대우림은 위험으로 가득 차 있으므로 조심해야합니다.
3007002,이@item_11601#은 열대우림 나무 내부의 과도한 창조력에 의해 촉발된 결정체이며@item_11329#는@item_11597#을 만들 수 있습니다.
3007003,새로 가공된@item_11597#이 사원의 열쇠지만 우상을 활성화하기 위해서는 올바른 사당을 찾아야 합니다. 열대우림을 살펴보겠습니다.
3007004,여기가 열대우림 사원인가요?! 자료에서 본 적은 있지만 실제 보는 느낌은 여전히 꽤 충격적입니다!
3007005,"""깃털 독사 신""으로 알려진 괴물이 사원 안에 있는데,@item_591#을 얻으려면 먼저 물리쳐야 합니다. 준비됐나요?"
3007006,깃털 뱀 신이 근처 땅에 떨어뜨린 것을 빨리 찾으십시오. 마그마에 빠지지 마십시오. ..
3007007,신성한 열매는 실제로 깃털 뱀 신의 몸에서 소화되었고 씨앗만 남았습니다. 심을 빈 곳을 찾으십시오.
3007008,이렇게 작은 씨앗이 이렇게 큰 나무로 자랄 수 있어요! 과일이 왕관에 가까워야 하니까 일어날 방법을 찾아야 해요.
3007009,"마침내@item_591#, 열심히 일했습니다. 내려갈 때 조심하세요, 저는 길을 따라 높이가 조금 무서워요..."
3007010,"오 호 호,이 날개는 너무 아름다워서 높이에서 떨어질 때 훨씬 안전합니다."
3007011,"이 먼지는 너무 예쁘고 반짝거려 나와 같은 색이야, 헤헤."
3007012,이것이 마치 무언가가 빠진 것처럼 야만인 성직자가 들고 있는 것입니까?
3007013,"너무 잘생겼어요, 어떤 종류의 것들이 출시될 수 있는지 보세요."
3008001,"세상에, 이게 이글거리는 별인가요? 여긴 너무 더워요. 태양에 너무 가까워요."
3008002,흑룡에 가기 전에 먼저@item_12277#을 처리하는 것이 좋을 것 같습니다.
3008003,"이겼어! 정말 짜릿해, 흑룡은 너무 강력해. 하지만 이제 흑룡은 네 힘을 인정해야 해, 헤헤."
3008004,"가서@item_588#, 그것은 당신의 ""용기""의 증거입니다!"
3008005,"이게 ""화염의 부서진 검""인가요? 분명히 두 세계의 장기적인 협력을 기념하는 것이지만, 부서진 검의 이미지가 사용됩니다. 때때로 디자이너의 생각을 이해하기가 정말 어렵습니다."
3008006,흑룡에는 두 가지 다른 형태가 있습니다. 여분의 에너지가 있다면 도전해 볼 수 있습니다. 아직 힘이 조금 부족하다고 느끼면 다음에 다시 올 수 있습니다.
3008007,목록에서 새 작업을 업데이트했습니다. 살펴볼 수 있습니다.
3008008,당신은 실제로 용암의 형태로 흑룡을 이겼습니다. 당신은 너무 놀랍습니다! 가서 흑룡이 우리에게 남긴 것을 보세요.
3008009,"혼란스러운 형태는 그 이상도 아닙니다, 부헤헤. 가서 보상을 받으세요. 아직 드래곤 아일랜드 한가운데에 있는 항아리에 있어요."
3008010,"기분이 훨씬 좋아져서 녹을 것 같았어요. 녹지 않는 것 같다는 걸 잊을 뻔 했어, 헤헤~"
3009001,여기 하늘이 너무 아름다워요! 하지만 귀여운 눈동자의 대기는 매우 얇아서 고대 거인을 소환하기 전에 산소 장비가 필요할 수 있습니다. 장인 스테이션을 사용하여 무엇을 할 수 있는지 확인하십시오.
3009002,고대 거인이 마침내 자유롭습니다. 공허의 유령은 정말 큰 범죄입니다! 서둘러@item_589#를 재활용하십시오. 공허의 유령이 가까이에 있습니다!
